auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,Tasty sweetness ,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Pooh's Honey Pot,arooo-brewery-pooh-s-honey-pot,Mead,23084,6527,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Arooo Brewery,arooo-brewery,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 07:40:10 +0000",1,1,,,,0,0.0,,0,2,2,0,0,[],3.786,False
0,5.6,"A dry, west coast style IPA which allows the full flavor of the American Grown Horizon, Centennial and Amarillo Hops to shine through. Not as bitter as one might expect but definitley delivers a big ""hop slap"" to the face with flavor. Drink it like the surfers do, with pizza or a burger.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Matt's Hop Slap IPA,mickey-finn-s-brewery-pub-matt-s-hop-slap-ipa,IPA - American,23082,854,https://untappd.akamaized.net/site/brewery_logos/brewery-MickeyFinnsBrewery_854.jpeg,Mickey Finn's Brewery & Pub,mickey-finn-s-brewery-pub,Micro Brewery,http://www.facebook.com/mickeyfinnsbrewery,mickeyfinns,http://www.mickeyfinnsbrewery.com/,United States,Libertyville,IL,42.2872,-87.9538,"Sun, 09 Jan 2011 07:35:44 +0000",0,1,23082.0,"Thu, 15 Nov 2012 22:51:24 +0000",23085.0,5,0.0,,0,18,15,0,0,[],3.51755,False
0,6.0,This is a full bodied oat stout. Whole malted oats are used for 10% of the grain bill. Roasted barley from the United Kingdom and chocolate malt make up 10% and the rest is two row barley. The whole oats leave behind a slightly nutty flavor. The coffee and chocolate flavors come from the roast and the chocolate malts.,33,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blackwatch Oat Stout,great-waters-brewing-company-the-black-watch,Stout - Oatmeal,23086,607,https://untappd.akamaized.net/site/brewery_logos/brewery-607_e1994.jpeg,Great Waters Brewing Company,great-waters-brewing-company,Micro Brewery,http://www.facebook.com/GreatWatersBrewingCo,greatwatersbc,http://greatwatersbc.com/,United States,St. Paul,MN,44.9467,-93.097,"Sun, 09 Jan 2011 07:50:34 +0000",0,1,,,,1211,3.55595,,22,1450,1344,0,0,[],3.57506,False
0,0.0,"A 3 hour tour. 180 minute IPA with hops added every 45 minutes for 3 hours. Super strong at 13%, but a fantastic aroma & finish. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,SS Minnow IPA,arooo-brewery-ss-minnow-ipa,IPA - American,23087,6527,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Arooo Brewery,arooo-brewery,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 07:51:00 +0000",1,1,,,,0,0.0,,0,3,2,0,0,[],3.786,False
0,5.3,"Redhook Blonde combines the best attributes of a flavorful golden ale with the refreshing qualities of a lager. The ale is brewed with three different malts and two hop varietals. Lightly roasted barley and a touch of wheat, combined with an ample portion of hops, creates a truly crowd pleasing beer. Redhook Blonde pairs well with medium flavored foods such as fish, nachos or salad. Available year round.",24,https://untappd.akamaized.net/site/beer_logos/beer-2715_1495a_sm.jpeg,,Blonde Ale,redhook-brewery-blonde-ale,Golden Ale,2715,1051,https://untappd.akamaized.net/site/brewery_logos/brewery-1051_681b0.jpeg,Redhook Brewery,redhook-brewery,Micro Brewery,http://www.facebook.com/RedhookAleBrewery,Redhook_Brewery,http://redhook.com/,United States,Woodinville,WA,47.7348,-122.149,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2715.0,"Thu, 01 Jan 1970 00:00:00 +0000",23088.0,386,3.31477,,1,573,523,0,0,[],3.46339,False
0,7.2,"The conception and naming of this beer happened in one fell swoop. Unsure whether to offer a light session beer or a fun ball-buster as our warm weather seasonal, we decided on a beer that would be ?a big, fatty boombalatty? version of a Belgian white. And away we went, taking a recipe for a white beer and ramping up the grain bill by 50%; we dropped the amount of wheat by 75% to keep the beer rough around the edges. We bucked tradition by steering the bitterness in the direction of a pale ale, and coupling hops with coriander in the fermenter. The resulting beer gives you all the bubblegum goodness of a big Belgian, with enough crispness to cut through the sweet profile, thus making you want to sip it again and again. Dangerous, indeed!",0,https://untappd.akamaized.net/site/beer_logos/beer-23089_ea769_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-23089_635f2_hd.jpeg,Fatty Boombalatty,furthermore-brewing-fatty-boombalatty,Pale Ale - Belgian,23089,1678,https://untappd.akamaized.net/site/brewery_logos/brewery-FurthermoreBrewing_1678.jpeg,Furthermore Brewing,furthermore-brewing,Micro Brewery,https://www.facebook.com/pages/Furthermore-Beer/128609410524726,FurthermoreBeer,http://www.furthermorebeer.com/,United States,Black River Falls,WI,44.2927,-90.8516,"Sun, 09 Jan 2011 07:54:47 +0000",0,1,,,,8744,3.58091,,77,11927,9894,0,0,[],3.58327,False
0,7.5,"Traditionally made strong & highly hopped so it would keep on its long journey, from England to India during British rule. This one is a BIG & BAD,misbehaving, India Pale Ale, wonderfully bitter beer with a spicy aroma, some fruity characteristics and a lingering hop finish. A great aperitif! (Something Normal All ?Fouled? Up)",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Snafu IPA,selin-s-grove-brewing-co-snafu-ipa,IPA - American,23090,1128,https://untappd.akamaized.net/site/brewery_logos/brewery-SellnGrove.jpg,Selin's Grove Brewing Co.,selin-s-grove-brewing-co,Brew Pub,,,http://www.selinsgrovebrewing.com/,United States,Selinsgrove,PA,40.801,-76.8614,"Sun, 09 Jan 2011 07:55:33 +0000",0,1,,,,278,3.85162,,1,379,315,0,0,[],3.74662,False
0,0.0,Red IPA,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mean Red,crossway-brewing-mean-red,Other,23091,2510,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Crossway Brewing,crossway-brewing,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 07:55:58 +0000",1,1,,,,0,0.0,,0,9,3,0,0,[],3.786,False
0,7.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-90Shelling_23092.jpeg,,90 Shelling,terrapin-beer-co-90-shelling,Scotch Ale / Wee Heavy,23092,1243,https://untappd.akamaized.net/site/brewery_logos/brewery-1243_f9dda.jpeg,Terrapin Beer Co. ,terrapin-beer-co,Micro Brewery,http://www.facebook.com/terrapinbeerco,TerrapinBeerCo,http://terrapinbeer.com/,United States,Athens,GA,33.9804,-83.3957,"Sun, 09 Jan 2011 07:58:35 +0000",0,0,,,,63,3.60317,,0,91,87,0,0,[],3.64195,False
0,5.0,"This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate.  The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma",32,https://untappd.akamaized.net/site/beer_logos/beer-ScarletLadyAle_3877.jpeg,,Scarlet Lady Ale,stoudts-brewing-company-scarlet-lady-ale,Extra Special / Strong Bitter,3877,2337,https://untappd.akamaized.net/site/brewery_logos/brewery-StoudtsBrewingCompany_2337.jpeg,Stoudts Brewing Company,stoudts-brewing-company,Micro Brewery,http://www.facebook.com/pages/Stoudts-Brewing-Company/154679657047?ref=ts,StoudtsBrewery,http://www.stoudtsbeer.com/,United States,Adamstown,PA,40.2369,-76.072,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3877.0,"Thu, 01 Jan 1970 00:00:00 +0000",23093.0,9346,3.35381,,95,13277,10838,0,0,[],3.36321,False
0,7.0,"Madagascar bourbon vanilla and hand-selected, pure cocoa nibs are used to elevate this traditional porter to a new level of sophistication. These two celebrated flavors pair perfectly with the party, and the after-party. Here's to the occasion!",0,https://untappd.akamaized.net/site/beer_logos/beer-800493_a2613_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-800493_e9517_hd.jpeg,Black Tie,lake-placid-pub-brewery-black-tie,Porter - Other,800493,767,https://untappd.akamaized.net/site/brewery_logos/brewery-lakeplacidpubbrewery_767.jpeg,Lake Placid Pub & Brewery,lake-placid-pub-brewery,Micro Brewery,http://www.facebook.com/pages/The-Lake-Placid-Pub-and-Brewery/101150649986,ubuman,http://www.ubuale.com/,United States,Lake Placid,NY,44.2829,-73.9813,"Thu, 04 Sep 2014 02:19:36 +0000",0,1,800493.0,"Wed, 05 Nov 2014 15:14:41 +0000",23094.0,3868,3.64575,,1,4985,4240,0,0,[],3.64612,False
0,5.8,"Redhook?s flagship beer got its start as a winter seasonal recipe in the mid 80?s. In the early years, Extra Special Bitter earned a reputation as ?banana beer? and has been brewed continuously since 1987. ESB?s caramel malt sweetness and subtle spice and fruit hop flavors, quickly defined the style, becoming Seattle?s definitive craft beer and inspiring a new wave of craft beers across the country. ",28,https://untappd.akamaized.net/site/beer_logos/beer-3245_7f74f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3245_72e17_hd.jpeg,ESB,redhook-brewery-esb,Extra Special / Strong Bitter,3245,1051,https://untappd.akamaized.net/site/brewery_logos/brewery-1051_681b0.jpeg,Redhook Brewery,redhook-brewery,Micro Brewery,http://www.facebook.com/RedhookAleBrewery,Redhook_Brewery,http://redhook.com/,United States,Woodinville,WA,47.7348,-122.149,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3245.0,"Thu, 01 Jan 1970 00:00:00 +0000",23095.0,57032,3.43378,,663,93645,65013,0,2,"[{'beer': {'bid': 629386, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'redhook-brewery-esb-w-oak-chips', 'beer_name': 'ESB (w/ Oak Chips)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1298370, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'redhook-brewery-esb-2015', 'beer_name': 'Esb (2015)', 'is_vintage': 1, 'is_variant': 0}}]",3.43494,False
0,0.0,9% abv,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blasphemy,shvitzing-matilda-beer-blasphemy,Abbey Ale,23096,2572,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Shvitzing Matilda Beer,shvitzing-matilda-beer,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 08:10:34 +0000",1,1,,,,1,0.0,,0,4,3,0,0,[],2.524,False
0,4.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bear Down Brown Ale,mickey-finn-s-brewery-pub-bear-down-brown-ale,Brown Ale - American,23097,854,https://untappd.akamaized.net/site/brewery_logos/brewery-MickeyFinnsBrewery_854.jpeg,Mickey Finn's Brewery & Pub,mickey-finn-s-brewery-pub,Micro Brewery,http://www.facebook.com/mickeyfinnsbrewery,mickeyfinns,http://www.mickeyfinnsbrewery.com/,United States,Libertyville,IL,42.2872,-87.9538,"Sun, 09 Jan 2011 08:10:36 +0000",0,1,,,,162,3.58488,,0,201,179,0,0,[],3.62747,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,McGillin's Lager,stoudts-brewing-company-mcgillin-s-lager,Lager - North American Adjunct,23098,2337,https://untappd.akamaized.net/site/brewery_logos/brewery-StoudtsBrewingCompany_2337.jpeg,Stoudts Brewing Company,stoudts-brewing-company,Micro Brewery,http://www.facebook.com/pages/Stoudts-Brewing-Company/154679657047?ref=ts,StoudtsBrewery,http://www.stoudtsbeer.com/,United States,Adamstown,PA,40.2369,-76.072,"Sun, 09 Jan 2011 08:10:50 +0000",0,1,,,,555,3.21802,,8,672,638,0,0,[],3.37185,False
0,6.3,"We craft our ESB ? or Extra Special Bitter ? to be a deliciously sturdy ale that?s dead-on true to its English heritage. Full-bodied, with a classic toasty malt palate throughout, our ESB finishes fresh and hoppy. Carbonated lightly, and poured via a slow pour tap, Brown?s ESB is an outstanding example of one of Britain ?s finest gifts to civilization. ",0,https://untappd.akamaized.net/site/beer_logos/beer-ESB_23099.jpeg,,ESB,brown-s-brewing-company-esb,Extra Special / Strong Bitter,23099,4203,https://untappd.akamaized.net/site/brewery_logos/brewery-4203_15904.jpeg,Brown's Brewing Company,brown-s-brewing-company,Micro Brewery,https://www.facebook.com/brownsbrewingcompany/,brownsbrewingco,http://brownsbrewing.com,United States,Troy,NY,42.7359,-73.6881,"Sun, 09 Jan 2011 08:11:51 +0000",0,1,,,,109,3.46789,,0,148,131,0,0,[],3.60205,False
0,0.0,Cuban coffee vanilla oatmeal stout,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cuban P,arooo-brewery-cuban-p,Stout - Other,23100,6527,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Arooo Brewery,arooo-brewery,Home Brewery,,,,United States,,,0.0,0.0,"Sun, 09 Jan 2011 08:14:19 +0000",1,1,,,,0,0.0,,0,3,3,0,0,[],3.786,False
0,5.5,Firehouse Amber Ale is an immensely drinkable amber that has served as the McNeill's flagship for fifteen years. A citrus nose blends with notes of caramel and raisins to make this stand-out beer with a full red color.,0,https://untappd.akamaized.net/site/beer_logos/beer-23101_2ee4b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-23101_e7648_hd.jpeg,Firehouse Amber,mcneill-s-brewery-firehouse-amber,Red Ale - American Amber / Red,23101,4765,https://untappd.akamaized.net/site/brewery_logos/brewery-McNeillsBrewery_4765.jpeg,McNeill's Brewery,mcneill-s-brewery,Micro Brewery,http://www.facebook.com/McNeillsBrewery,,http://www.mcneillsbrewery.com/,United States,Brattleboro,VT,42.8516,-72.5602,"Sun, 09 Jan 2011 08:14:38 +0000",0,1,,,,770,3.33701,,0,1069,936,0,0,[],3.42596,False
