auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,3.2,"An American-style low-calorie beer and their best seller. Formulated to appeal to those who prefer a lighter tasting, lower alcohol brew.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Buck Naked Light,big-buck-brewery-and-steakhouse-buck-naked-light,Lager - American Light,4864,115,https://untappd.akamaized.net/site/brewery_logos/brewery-BigBuckBreweryandSteakhouse_115.jpeg,Big Buck Brewery and Steakhouse,big-buck-brewery-and-steakhouse,Brew Pub,http://www.facebook.com/pages/Big-Buck-Brewery-and-Steakhouse/125731756826,BigBuckBrewery,http://www.bigbuck.com/,United States,Gaylord,MI,45.0224,-84.6825,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,114,2.9386,1,141,137,0,,,,,,0.0,[],3.45691,False
0,5.2,"An American-style beer and our flagship brand.  A small amount of corn is added to the grist to give the brew a smooth character.  Features a rich, golden color and a light malt character balanced with a mild dose of hops.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Big Buck Beer,big-buck-brewery-and-steakhouse-big-buck-beer,Lager - Pale,4865,115,https://untappd.akamaized.net/site/brewery_logos/brewery-BigBuckBreweryandSteakhouse_115.jpeg,Big Buck Brewery and Steakhouse,big-buck-brewery-and-steakhouse,Brew Pub,http://www.facebook.com/pages/Big-Buck-Brewery-and-Steakhouse/125731756826,BigBuckBrewery,http://www.bigbuck.com/,United States,Gaylord,MI,45.0224,-84.6825,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,158,2.9019,0,190,185,0,,,,,,0.0,[],3.39426,False
0,4.8,"An American wheat beer made with malted barley and malted wheat.  Lightly flavored with pure fruit to impart a subtle raspberry nose, a delicate fruit flavor and a slight pink hue.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Raspberry Wheat,big-buck-brewery-and-steakhouse-raspberry-wheat,Fruit Beer,4866,115,https://untappd.akamaized.net/site/brewery_logos/brewery-BigBuckBreweryandSteakhouse_115.jpeg,Big Buck Brewery and Steakhouse,big-buck-brewery-and-steakhouse,Brew Pub,http://www.facebook.com/pages/Big-Buck-Brewery-and-Steakhouse/125731756826,BigBuckBrewery,http://www.bigbuck.com/,United States,Gaylord,MI,45.0224,-84.6825,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,240,3.41979,0,287,273,0,,,,,,0.0,[],3.54853,False
0,7.5,"Retired Monster Tour beer. 
Help us celebrate American Independence and American Beer Month in July with the release of the Terrapin All-American Imperial Pilsner.

This beer was brewed using only American malts, American hops, and American yeast. Who says you have to import ingredients from Germany to make a true Pilsner?
",0,https://untappd.akamaized.net/site/beer_logos/beer-TerrapinAllAmericanImperialPilsner_4867.jpeg,,All-American Imperial Pilsner,terrapin-beer-co-all-american-imperial-pilsner,Pilsner - Imperial / Double,4867,1243,https://untappd.akamaized.net/site/brewery_logos/brewery-1243_f9dda.jpeg,Terrapin Beer Co. ,terrapin-beer-co,Micro Brewery,http://www.facebook.com/terrapinbeerco,TerrapinBeerCo,http://terrapinbeer.com/,United States,Athens,GA,33.9804,-83.3957,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,631,3.57607,1,888,814,0,,,,,,0.0,[],3.60044,False
0,4.9,"Our easy drinking wheat beer is light in color and body ... perfect for those looking for a lighter taste. The combination of wheat and barley give our Apricot Wheat a different malt character than any of our other ales. The hint of apricot gives this beer a fruity finish, making it a fun beer to drink.",0,https://untappd.akamaized.net/site/beer_logos/beer-4868_df8af_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4868_1178b_hd.jpeg,Apricot Wheat,ithaca-beer-company-apricot-wheat,Fruit Beer,4868,705,https://untappd.akamaized.net/site/brewery_logos/brewery-705_f05a6.jpeg,Ithaca Beer Company,ithaca-beer-company,Macro Brewery,http://www.facebook.com/pages/Ithaca-NY/Ithaca-Beer-Company/24844294928,ithacabeer,http://ithacabeer.com/,United States,Ithaca,NY,42.4165,-76.5351,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,26391,3.50959,417,38359,30183,0,,,,,,0.0,[],3.51121,False
0,4.9,"The rich mahogany hue of the Nut Brown is the first thing you will notice. You'll find subtle hints of both chocolate and coffee. We delicately blend chocolate and caramel malts with four others to make this flavorful, easy drinking beer. The malt character will appeal to those looking for a moderately dark ale, but the smoothness is what will surprise all.",0,https://untappd.akamaized.net/site/beer_logos/beer-4869_618ea_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4869_18ef1_hd.jpeg,Nut Brown,ithaca-beer-company-nut-brown,Brown Ale - English,4869,705,https://untappd.akamaized.net/site/brewery_logos/brewery-705_f05a6.jpeg,Ithaca Beer Company,ithaca-beer-company,Macro Brewery,http://www.facebook.com/pages/Ithaca-NY/Ithaca-Beer-Company/24844294928,ithacabeer,http://ithacabeer.com/,United States,Ithaca,NY,42.4165,-76.5351,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4965,3.55911,32,6913,5756,0,,,,,,5.0,"[{'beer': {'bid': 311194, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-vanilla-bean-nut-brown', 'beer_name': 'Vanilla Bean Nut Brown', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 348091, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-nut-brown-w-old-habit-rye', 'beer_name': 'Nut Brown (w/ Old Habit Rye)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 859187, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-oaked-nut-brown', 'beer_name': 'Oaked Nut Brown', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 886265, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-nut-brown-barrel-aged', 'beer_name': 'Nut Brown (Barrel Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1109355, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-nut-brown-whiskey-aged-in-red-wine-and-bourbon-blended', 'beer_name': 'Nut Brown Whiskey Aged In Red Wine And Bourbon Blended', 'is_vintage': 0, 'is_variant': 1}}]",3.56444,False
0,7.0,"The name CascaZilla is a play on both the name of our local Cascadilla Gorge and the monster amounts of Cascade hops in this beer. This red ale gets its distinctive color from a healthy portion of caramel malt, which also lends some body and sweetness to the beer. The predominant flavor and aroma of this beer, however, is brought to you by the fresh American hops. If you haven't done so yet, treat yourself to Ithaca Beer's new monstrously hoppy Red Ale.",0,https://untappd.akamaized.net/site/beer_logos/beer-4870_7493f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4870_2df76_hd.jpeg,Cascazilla,ithaca-beer-company-cascazilla,Red Ale - American Amber / Red,4870,705,https://untappd.akamaized.net/site/brewery_logos/brewery-705_f05a6.jpeg,Ithaca Beer Company,ithaca-beer-company,Macro Brewery,http://www.facebook.com/pages/Ithaca-NY/Ithaca-Beer-Company/24844294928,ithacabeer,http://ithacabeer.com/,United States,Ithaca,NY,42.4165,-76.5351,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,16719,3.57,151,24313,18949,0,,,,,,4.0,"[{'beer': {'bid': 389486, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-cascazilla-on-oak', 'beer_name': 'Cascazilla On Oak', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 861452, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-cascazilla-dry-hopped-on-ahtanum', 'beer_name': 'Cascazilla Dry Hopped On Ahtanum', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 945561, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-cascazilla-aged-on-cherrywood', 'beer_name': 'Cascazilla Aged On Cherrywood', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1129988, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-cascazilla-dry-hopped-with-hbc-344', 'beer_name': 'Cascazilla Dry Hopped With HBC 344', 'is_vintage': 0, 'is_variant': 1}}]",3.57145,False
0,7.5,"Enjoy the clover honey hue and tropical nose. Simultaneously Punchy and soothing with a big body and a finish that boasts pineapple and grapefruit. Flower power is hopped and dry-hopped five different times throughout the brewing and fermentation process. Hops: Simcoe, Centennial, Cascade, Ahtanum
Dry Hops: Chinook, Simcoe, Amarillo",75,https://untappd.akamaized.net/site/beer_logos/beer-4871_61614_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4871_daef0_hd.jpeg,Flower Power,ithaca-beer-company-flower-power,IPA - American,4871,705,https://untappd.akamaized.net/site/brewery_logos/brewery-705_f05a6.jpeg,Ithaca Beer Company,ithaca-beer-company,Macro Brewery,http://www.facebook.com/pages/Ithaca-NY/Ithaca-Beer-Company/24844294928,ithacabeer,http://ithacabeer.com/,United States,Ithaca,NY,42.4165,-76.5351,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,92845,3.83746,1982,193964,103487,0,,,,,,5.0,"[{'beer': {'bid': 636482, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-flower-power-dry-hopped-citra', 'beer_name': 'Flower Power Dry-Hopped (Citra)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 636486, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-flower-power-dry-hopped-ahtanum', 'beer_name': 'Flower Power Dry-hopped (Ahtanum)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 671939, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4871_61614_sm.jpeg', 'beer_slug': 'ithaca-beer-company-flower-power-dry-hopped-simcoe', 'beer_name': 'Flower Power Dry Hopped (Simcoe)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 674202, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-flower-power-dry-hopped-w-meridian', 'beer_name': 'Flower Power (Dry-hopped W/ Meridian)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 698049, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ithaca-beer-company-flower-power-dry-hopped-with-amarillo', 'beer_name': 'Flower Power Dry Hopped With Amarillo', 'is_vintage': 0, 'is_variant': 1}}]",3.83685,False
0,5.0,"Partly Sunny is hazy-straw colored wheat beer with coriander, and generous amounts of lemon zest. It's a light refreshing beer with a subtle spicy start and a smooth citrus finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-PartlySunny_4872.jpeg,,Partly Sunny,ithaca-beer-company-partly-sunny,Pale Wheat Ale - American,4872,705,https://untappd.akamaized.net/site/brewery_logos/brewery-705_f05a6.jpeg,Ithaca Beer Company,ithaca-beer-company,Macro Brewery,http://www.facebook.com/pages/Ithaca-NY/Ithaca-Beer-Company/24844294928,ithacabeer,http://ithacabeer.com/,United States,Ithaca,NY,42.4165,-76.5351,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,1328,3.13121,0,2009,1694,0,,,,,,0.0,[],3.22816,False
0,8.5,"Double the malt, double the hops, and double the flavor of the original Rye Pale Ale recipe. (Hence the name Rye Squared.) With its mammoth hop aroma, bitterness and flavor, this beer is not for the faint at heart. The Rye Squared clocks in at a hefty 9.5% ABV so double your pleasure and double your fun because Terrapin went a little crazy with this one!",0,https://untappd.akamaized.net/site/beer_logos/beer-RyeSquared_4873.jpeg,,Rye Squared,terrapin-beer-co-rye-squared,IPA - Imperial / Double,4873,1243,https://untappd.akamaized.net/site/brewery_logos/brewery-1243_f9dda.jpeg,Terrapin Beer Co. ,terrapin-beer-co,Micro Brewery,http://www.facebook.com/terrapinbeerco,TerrapinBeerCo,http://terrapinbeer.com/,United States,Athens,GA,33.9804,-83.3957,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,528,3.77983,0,1040,821,0,,,,,,3.0,"[{'beer': {'bid': 58551, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terrapin-beer-co-rye-squared-w-pineapple', 'beer_name': 'Rye Squared (w/ Pineapple)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 593867, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terrapin-beer-co-rye-squared-2011', 'beer_name': 'Rye Squared (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1350282, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'terrapin-beer-co-rye-squared-2010', 'beer_name': 'Rye Squared (2010)', 'is_vintage': 1, 'is_variant': 0}}]",3.73233,False
0,5.8,"Porter is our darkest beer, but not necessarily our strongest. It is widely held that the darker the beer, the stronger the beer, but this is summarily false. The contribution of color comes directly from the color of malt that we use. Some malt is roasted to achieve dark color and coffee-like flavor which in turn get transferred to the beer. Our Porter is richly complex with overtones of chocolate and espresso beans followed by a subtle flavor of hops. It?s a nourishing beer without being too sweet or filling.",30,https://untappd.akamaized.net/site/beer_logos/beer-southernTierPorter.jpg,,Porter (Dark Robust),southern-tier-brewing-company-porter-dark-robust,Porter - American,4874,4586,https://untappd.akamaized.net/site/brewery_logos/brewery-4586_47eba.jpeg,Southern Tier Brewing Company,southern-tier-brewing-company,Micro Brewery,http://www.facebook.com/SouthernTierBrewingCompany,stbcbeer,http://www.stbcbeer.com/,United States,Lakewood,NY,42.0889,-79.3482,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,19071,3.60112,230,26274,21119,0,,,,,,0.0,[],3.60191,False
0,9.0,"Don't let Tripel's light color and delicate aroma fool you, this is one serious beer brewed with maximum effort.  First, we introduce the freshest barley to crystal filtered water.  Second, we add the best hops shipped directly from Europe.  Third, our special yeast is the catalyst for fermentations, gobbling sugar and creating alcohol as it works.  

Some say that the Belgian monks who first brewed this style called it triple to denote it's high alcohol content.  Still others believe triple's origins lay in its triple fermentations; twice in the brewery and once in the bottle.  Whatever the answer, ours is the Tripel threat.",0,https://untappd.akamaized.net/site/beer_logos/beer-_4875_30c55ccbdc6f14b11d1af80de44f.jpeg,,Tripel,southern-tier-brewing-company-tripel,Belgian Tripel,4875,4586,https://untappd.akamaized.net/site/brewery_logos/brewery-4586_47eba.jpeg,Southern Tier Brewing Company,southern-tier-brewing-company,Micro Brewery,http://www.facebook.com/SouthernTierBrewingCompany,stbcbeer,http://www.stbcbeer.com/,United States,Lakewood,NY,42.0889,-79.3482,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,79,3.4557,1,104,103,0,,,,,,0.0,[],3.61041,False
