auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-30413_ee8eb_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30413_90c92_hd.jpeg,Dacker Authentic Adirondack Ale,davidson-brothers-dacker-authentic-adirondack-ale,Scottish Ale,30413,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:50:14 +0000",0,1,,,,1703,3.43203,4,2384,1980,0,,,,,,0.0,[],3.46528,False
0,7.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Double Hop IPA,davidson-brothers-double-hop-ipa,IPA - Imperial / Double,30414,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:51:19 +0000",0,1,,,,34,3.33088,0,41,41,0,,,,,,0.0,[],3.59211,False
0,5.0,"The Irish Red has a distinct reddish tinge with a medium body and a sweet maltiness. The hop flavor is potent, using aromatic British hops, although it doesn?t rise to the level of an IPA. Another session beer, this is for those who want a nice flavorful beer with a supple hop zest, without rising to the thundering flavor of the IPA.",0,https://untappd.akamaized.net/site/beer_logos/beer-_30415_sm_ceb981d619f59c416b323ead576f39.jpeg,,Irish Red,davidson-brothers-irish-red,Red Ale - Irish,30415,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:54:49 +0000",0,1,,,,1637,3.36851,8,2263,1897,0,,,,,,0.0,[],3.4129,False
0,5.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-30416_088d8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30416_9d0c5_hd.jpeg,Smoked Porter,davidson-brothers-smoked-porter,Smoked Beer,30416,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:57:17 +0000",0,1,,,,190,3.51974,1,255,230,0,,,,,,0.0,[],3.60069,False
0,5.1,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Summer Wheat,davidson-brothers-summer-wheat,Pale Wheat Ale - American,30417,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:58:10 +0000",0,1,,,,86,2.99419,0,111,107,0,,,,,,0.0,[],3.48661,False
0,5.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Swimmin' Cow Rye Cream Ale,davidson-brothers-swimmin-cow-rye-cream-ale,Cream Ale,30418,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:59:00 +0000",0,1,,,,55,3.34091,0,65,64,0,,,,,,0.0,[],3.58824,False
0,8.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Tripel,davidson-brothers-tripel,Belgian Tripel,30419,5744,https://untappd.akamaized.net/site/brewery_logos/brewery-DavidsonBrothers_5744.jpeg,Davidson Brothers,davidson-brothers,Micro Brewery,http://www.facebook.com/pages/Davidson-Brothers-Restaurant-Brewery/119713406234,,http://www.davidsonbrothers.com/,United States,Glen Falls,NY,40.8307,-74.1521,,,"Sun, 13 Feb 2011 08:59:52 +0000",0,1,,,,31,3.51613,0,38,38,0,,,,,,0.0,[],3.63727,False
0,5.8,This red lager is moderately hopped without losing its caramel malt flavors. Our Fa La La La Lager is brewed in the same style as Roslyn and Brookside Lagers. Available after Thanksgiving and while supplies last.,0,https://untappd.akamaized.net/site/beer_logos/beer-30420_a8101_sm.jpeg,,Fa La La La Lager,roslyn-brewing-company-fa-la-la-la-lager,Lager - American Amber / Red,30420,8120,https://untappd.akamaized.net/site/brewery_logos/brewery-RoslynBrewingCompany_8120.jpeg,Roslyn Brewing Company,roslyn-brewing-company,Micro Brewery,http://www.facebook.com/pages/Roslyn-Brewing-Company/148463511847179?sk=photos,Roslyn_Brewery,http://www.roslynbrewery.com/,United States,Roslyn,WA,47.2224,-120.995,,,"Sun, 13 Feb 2011 09:08:42 +0000",0,1,,,,63,3.53571,0,126,94,0,,,,,,0.0,[],3.59353,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dry Hopped Amber Ale,red-truck-beer-company-dry-hopped-amber-ale,Red Ale - American Amber / Red,30421,4067,https://untappd.akamaized.net/site/brewery_logos/brewery-4067_d28e5.jpeg,Red Truck Beer Company,red-truck-beer-company,Micro Brewery,https://www.facebook.com/RedTruckBeer,redtruckbeer,http://www.redtruckbeer.com,Canada,Vancouver,BC,49.2685,-123.097,,,"Sun, 13 Feb 2011 09:17:07 +0000",0,1,,,,99,3.36616,0,126,116,0,,,,,,0.0,[],3.5803,False
0,0.0,As the name suggests it has a smokey flavor. Adds more complexity to the standard here.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Smoked Hefe,rocky-mountain-brewery-smoked-hefe,Smoked Beer,30422,4165,https://untappd.akamaized.net/site/brewery_logos/brewery-RockyMountainBrewing_4165.jpeg,Rocky Mountain Brewery,rocky-mountain-brewery,Micro Brewery,www.facebook.com/rocky.mountainbrewery,,http://www.therockymountainbrewery.com/,United States,Colorado Springs,CO,38.8412,-104.716,,,"Sun, 13 Feb 2011 09:22:36 +0000",0,1,,,,155,3.40806,0,186,176,0,,,,,,0.0,[],3.56341,False
0,0.0,"Bock aged in Bourbon Barrels.

Toffee Undertones with vanilla, oak and caramel notes",0,https://untappd.akamaized.net/site/beer_logos/beer-30423_b4a69_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30423_97e63_hd.jpeg,Unplugged Bourbon Barrel Bock,new-glarus-brewing-company-unplugged-bourbon-barrel-bock,Doppelbock ,30423,907,https://untappd.akamaized.net/site/brewery_logos/brewery-NewGlarusBrewingCompany_907.jpeg,New Glarus Brewing Company,new-glarus-brewing-company,Micro Brewery,http://www.facebook.com/newglarusbrewing,newglarusbeer,http://www.newglarusbrewing.com/,United States,New Glarus,WI,42.8171,-89.6306,,,"Sun, 13 Feb 2011 09:28:05 +0000",0,0,,,,68,3.74265,0,127,119,0,,,,,,0.0,[],3.66743,False
0,5.5,,10,https://untappd.akamaized.net/site/beer_logos/beer-30424_77cf0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30424_73d0f_hd.jpeg,Coedo Shiro,kyodo-shoji-coedo-brewery-coedo-shiro,Hefeweizen,30424,8729,https://untappd.akamaized.net/site/brewery_logos/brewery-KyodoShojiKoedoBrewery_8729.jpeg,Kyodo Shoji COEDO Brewery,kyodo-shoji-coedo-brewery,Micro Brewery,https://www.facebook.com/coedobrewery,COEDOBREWERY,http://www.coedobrewery.com/,Japan,Kawagoe-shi,Saitama,35.8794,139.462,,,"Sun, 13 Feb 2011 10:38:43 +0000",0,1,,,,4058,3.57781,172,4969,4594,0,,,,,,0.0,[],3.58293,False
0,5.5,"This is our special ale from the brewers at Anchor. It is sold only from early November to mid-January. The Ale?s recipe is different every year, but the intent with which we offer it remains the same: joy and celebration of the newness of life. Since ancient times, trees have symbolized the winter solstice when the earth, with its seasons appears born anew.",0,https://untappd.akamaized.net/site/beer_logos/beer-anchorSpecialAle.jpg,,Merry Christmas & Happy New Year (Our Special Ale) (2010),anchor-brewing-company-merry-christmas-happy-new-year-our-special-ale-2010,Winter Ale,7339,3891,https://untappd.akamaized.net/site/brewery_logos/brewery-AnchorBrewingCompany_3891.jpeg,Anchor Brewing Company,anchor-brewing-company,Micro Brewery,http://www.facebook.com/anchorbrewing,AnchorBrewing,http://www.anchorbrewing.com,United States,San Francisco,CA,37.7635,-122.401,,,"Fri, 05 Nov 2010 10:34:03 +0000",0,0,7339.0,"Thu, 01 Jan 1970 00:00:00 +0000",30425.0,1730,3.63295,6,3603,2756,0,,,,,,0.0,[],3.63565,False
0,5.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Umenishiki Weizen,umenishiki-yamakawa-co-umenishiki-weizen,Hefeweizen,30426,8122,https://untappd.akamaized.net/site/brewery_logos/brewery-UmenishikiYamakawaCoLtd_8122.jpeg,Umenishiki Yamakawa Co.,umenishiki-yamakawa-co,Micro Brewery,,,http://www.umenishiki.com/products/promotions/beer/tokusyu.html,Japan,Shikokuchuo-shi,Ehime,33.989,133.594,,,"Sun, 13 Feb 2011 11:21:15 +0000",0,1,,,,75,3.41,0,107,97,0,,,,,,0.0,[],3.60319,False
0,4.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-BindingRomerPils_30427.jpeg,,Binding R?mer Pils,binding-brauerei-binding-romer-pils,Pilsner - German,30427,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 11:55:51 +0000",0,1,,,,2852,3.0284,126,4072,3247,0,,,,,,0.0,[],3.08856,False
0,5.3,,0,https://untappd.akamaized.net/site/beer_logos/beer-BindingExport_30428.jpeg,,Binding Export,binding-brauerei-binding-export,Lager - Dortmunder / Export,30428,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 11:59:54 +0000",0,1,,,,478,2.97803,26,632,555,0,,,,,,0.0,[],3.24022,False
0,7.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-CarolusDerStarke_30429.jpeg,,Carolus - Der Starke,binding-brauerei-carolus-der-starke,Doppelbock ,30429,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 12:15:15 +0000",0,1,,,,582,3.38789,8,857,645,0,,,,,,0.0,[],3.4784,False
0,0.1,,0,https://untappd.akamaized.net/site/beer_logos/beer-BraumeistersKraftmalz_30430.jpeg,,Braumeisters Kraftmalz,binding-brauerei-braumeisters-kraftmalz,Malt Beer,30430,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 12:19:20 +0000",0,1,,,,268,2.65578,10,334,302,0,,,,,,0.0,[],3.18559,False
0,4.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-SchofferhoferEisKristall_30431.jpeg,,Sch?fferhofer Eis-Kristall,binding-brauerei-schofferhofer-eis-kristall,Kristallweizen ,30431,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 12:26:40 +0000",0,1,,,,20,2.9375,1,33,32,0,,,,,,0.0,[],3.60706,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-SchofferhoferDunklesHefeweizen_30432.jpeg,,Sch?fferhofer Dunkles Hefeweizen,binding-brauerei-schofferhofer-dunkles-hefeweizen,Dunkelweizen,30432,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 12:32:44 +0000",0,1,,,,4917,3.44829,138,6069,5390,0,,,,,,0.0,[],3.46014,False
0,2.5,"50 percent Hefeweizen, 50 percent prickly pear lemonade",0,https://untappd.akamaized.net/site/beer_logos/beer-SchofferhoferKaktusfeige_30433.jpeg,,Sch?fferhofer Kaktusfeige,binding-brauerei-schofferhofer-kaktusfeige,Shandy / Radler,30433,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 12:45:56 +0000",0,1,,,,762,2.92028,38,990,885,0,,,,,,0.0,[],3.12919,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-30434_987e6_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30434_18316_hd.jpeg,Brinkhoff's No. 1,dortmunder-actien-brauerei-brinkhoff-s-no-1,Pilsner - German,30434,4129,https://untappd.akamaized.net/site/brewery_logos/brewery-DortmunderActienBrauerei_4129.jpeg,Dortmunder Actien-Brauerei,dortmunder-actien-brauerei,Micro Brewery,,,www.dab.de,Germany,Dortmund,,51.5298,7.46917,,,"Sun, 13 Feb 2011 13:04:36 +0000",0,1,,,,4010,3.21228,267,7664,4511,0,,,,,,0.0,[],3.2433,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-11994_5b59d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11994_a2c01_hd.jpeg,Antarctica Original,ambev-antarctica-original,Lager - North American Adjunct,11994,4538,https://untappd.akamaized.net/site/brewery_logos/brewery-4538_90657.jpeg,Ambev,ambev,Macro Brewery,https://pt-br.facebook.com/TraineeAmBev,,http://www.ambev.com.br/,Brazil,,S?o Paulo,-23.5637,-46.5968,,,"Tue, 30 Nov 2010 01:00:48 +0000",0,1,11994.0,"Fri, 23 Dec 2011 17:42:22 +0000",30435.0,12779,3.00771,267,31335,15309,0,,,,,,0.0,[],3.02271,False
0,2.5,50 percent Lemon soda,0,https://untappd.akamaized.net/site/beer_logos/beer-BrinkhoffsRadler_30436.jpeg,,Brinkhoff's Radler,brauerei-brinkhoff-radeberger-gruppe-brinkhoff-s-radler,Shandy / Radler,30436,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 13:08:04 +0000",0,1,,,,186,3.12231,15,271,238,0,,,,,,0.0,[],3.4508,False
0,2.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-30437_2cf2c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30437_03092_hd.jpeg,Brinkhoff's Cola-Bier,radeberger-gruppe-brinkhoff-s-cola-bier,Shandy / Radler,30437,4936,https://untappd.akamaized.net/site/brewery_logos/brewery-4936_019ea.jpeg,Radeberger Gruppe,radeberger-gruppe,Macro Brewery,,,http://www.radeberger-gruppe.de,Germany,Frankfurt,,50.0943,8.69094,,,"Sun, 13 Feb 2011 13:09:28 +0000",0,1,,,,82,2.69817,2,126,104,0,,,,,,0.0,[],3.44903,False
0,9.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cellar Cuvee 4,jackie-o-s-pub-brewery-cellar-cuvee-4,Strong Ale - American,30438,5083,https://untappd.akamaized.net/site/brewery_logos/brewery-JackieOsPubBrewery_5083.jpeg,Jackie O's Pub & Brewery,jackie-o-s-pub-brewery,Brew Pub,http://www.facebook.com/JackieOsBrewery,jackieosbrewery,http://www.jackieos.com,United States,Athens,OH,39.3276,-82.1023,,,"Sun, 13 Feb 2011 13:12:39 +0000",0,1,,,,160,3.74219,0,229,212,0,,,,,,0.0,[],3.68189,False
0,4.5,"Bright, sweet & light brew with a crisp nose & smooth finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-_30439_d8a02b55d813f214290179ddf901.jpeg,,Dashen Beer,dashen-dashen-beer,Lager - Pale,30439,8125,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Dashen,dashen,Micro Brewery,,,,Ethiopia,,,0.0,0.0,,,"Sun, 13 Feb 2011 13:17:17 +0000",0,1,,,,246,2.77541,10,330,301,0,,,,,,0.0,[],3.2601,False
0,4.8,"Das charaktervolle Lagerbier wird ausschliesslich mit reinem Bergquellwasser gebraut und ist der beliebte Klassiker von Calanda. Ein Bier, das so einzigartig ist, wie die B?ndner Bergwelt, aus der es stammt: Erfrischend, echt und nat?rlich anders.",0,https://untappd.akamaized.net/site/beer_logos/beer-30440_e9bc4_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-30440_dec80_hd.jpeg,Calanda,calanda-calanda,Lager - Helles,30440,153316,https://untappd.akamaized.net/site/brewery_logos/brewery-153316_896d4.jpeg,Calanda,calanda,Macro Brewery,https://www.facebook.com/calanda,,http://www.calanda.com,Switzerland,Chur,GR,46.8472,9.51784,,,"Sun, 13 Feb 2011 14:09:53 +0000",0,1,,,,2780,2.88381,81,4187,3138,0,,,,,,0.0,[],2.95967,False
0,0.0,The Pretty Beer,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,TBP Lager,homebrews-tbp-lager,Lager - North American Adjunct,30441,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Sun, 13 Feb 2011 14:21:33 +0000",1,1,,,,0,0.0,0,4,4,0,,,,,,0.0,[],3.786,False
