auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Green Monsta Ale,,Pale Ale - American,10694,1332,https://untappd.akamaized.net/site/brewery_logos/brewery-WachusettBrewingCompany_1332.jpeg,Wachusett Brewing Company,wachusett-brewing-company,Micro Brewery,http://www.facebook.com/WachusettBrewingCo,wachusettbrew,http://www.wachusettbrew.com,United States,Westminster,MA,42.5586,-71.8715,"Wed, 24 Nov 2010 09:19:35 +0000",0,1,10694.0,"Thu, 01 Jan 1970 00:00:00 +0000",5556.0,0,0.0,True,0,0,0,0,,,,,,,0.0,[],0.0,False
0,7.0,"The Sculpin IPA is a testament to our humble beginnings as Home Brew Mart. Founded in 1992, the Mart continues to be a catalyst for the San Diego brewing scene, setting the trend for handcrafted ales. Inspired by our customers, employees and brewers, the Sculpin IPA is bright with aromas of apricot, peach, mango and lemon. Its lighter body also brings out the crispness of the hops. This delicious Ballast Point Ale took a Bronze Medal at the 2007 Great American Beer Festival in the Pro Am category. The Sculpin fish has poisonous spikes on its fins that can give a strong sting. Ironically, the meat from a Sculpin is considered some of the most tasty. Something that has a sting but tastes great, sounds like a Ballast Point India Pale Ale.",70,https://untappd.akamaized.net/site/beer_logos/beer-_5558_sm_568370b6ade3c2ed1ffd9a311fa92f.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_5558_hd_1efe39f0ec17fa120978033a71dd26.jpeg,Sculpin IPA,ballast-point-brewing-spirits-sculpin-ipa,IPA - American,5558,68,https://untappd.akamaized.net/site/brewery_logos/brewery-ballastpointbrewingcompany_68.jpeg,Ballast Point Brewing & Spirits,ballast-point-brewing-spirits,Macro Brewery,http://www.facebook.com/BallastPoint,bpbrewing,http://www.ballastpoint.com/,United States,San Diego,CA,32.8882,-117.158,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,305344,4.03295,,5323,727575,336573,0,,,,,,,5.0,"[{'beer': {'bid': 39417, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-puta-pepper-sculpin', 'beer_name': 'Puta Pepper Sculpin', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 214275, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-lenzo-lollipop-oak-aged-sculpin', 'beer_name': 'Lenzo Lollipop (Oak Aged Sculpin)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 692651, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-sculpin-ipa-on-american-oak-dry-hopped-with-citra-and-mosaic', 'beer_name': 'Sculpin IPA on American Oak Dry Hopped with Citra and Mosaic', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 701957, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-sculpin-ipa-with-motueka-hops', 'beer_name': 'Sculpin IPA with Motueka Hops', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 761888, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'ballast-point-brewing-spirits-sculpin-with-ginger-and-fatali', 'beer_name': 'Sculpin With Ginger And Fatali', 'is_vintage': 0, 'is_variant': 1}}]",4.03263,False
0,5.9,"Rob so enjoyed the rye component of Dirty Old Man that we decided to brew an IPA with it as well. We?ll be amping up the gravity, as well as the flavoring and aroma hops (relative to Bitter Woman).",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bitter Woman in the Rye,tyranena-brewing-bitter-woman-in-the-rye,IPA - American,5559,1301,https://untappd.akamaized.net/site/brewery_logos/brewery-TyranenaBrewing_1301.jpeg,Tyranena Brewing,tyranena-brewing,Micro Brewery,http://www.facebook.com/tyranena,tyranena,http://www.tyranena.com/,United States,Lake Mills,WI,43.0862,-88.8965,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,48,3.58333,,0,64,59,0,,,,,,,0.0,[],3.64133,False
0,8.0,"A complex, plum-colored weizenbock with spicy notes of clove and banana.",20,https://untappd.akamaized.net/site/beer_logos/beer-5560_38691_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5560_58240_hd.jpeg,Glockenspiel,great-lakes-brewing-company-glockenspiel,Weizenbock,5560,3125,https://untappd.akamaized.net/site/brewery_logos/brewery-3125_cc74b.jpeg,Great Lakes Brewing Company,great-lakes-brewing-company,Micro Brewery,http://www.facebook.com/greatlakesbrewingco,GLBC_Cleveland,http://www.greatlakesbrewing.com/,United States,Cleveland,OH,41.4844,-81.7044,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,450,3.765,,3,630,556,0,,,,,,,0.0,[],3.71887,False
0,6.2,"Our American Brown Ale has a dark brown color, with a balanced aroma of roasted malts and Northwest-grown hops. The sweetness of the ale and crystal malts blend beautifully with the assertive flavors of Cascade and Mt. Hood hops. A brew to be savored.

This beer originated as a prize-winning homebrew many years ago. When Darron, the Head Brewer, began designing the beers for the Pelican Pub and Brewery, he adapted his old 5 gallon homebrew recipe to his new 15 bbl (465 gallon) brewery. It was well worth the effort, for not only has the Doryman's Dark Ale been a perennial favorite here at the Pelican Pub, but it has garnered prestigious professional awards.",0,https://untappd.akamaized.net/site/beer_logos/beer-5561_cc902_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5561_17239_hd.jpeg,Doryman's Dark Ale,pelican-brewing-company-doryman-s-dark-ale,Brown Ale - American,5561,2130,https://untappd.akamaized.net/site/brewery_logos/brewery-2130_c2d45.jpeg,Pelican Brewing Company,pelican-brewing-company,Micro Brewery,http://www.facebook.com/pelicanbrewery,PelicanBrewCo,http://www.pelicanbrewing.com,United States,Pacific City,OR,45.2152,-123.97,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2880,3.59002,,2,3649,3270,0,,,,,,,0.0,[],3.59585,False
0,5.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Toad Dark Ale,,Brown Ale - English,1806,1601,https://untappd.akamaized.net/site/brewery_logos/brewery-TraderJoesBrewingCompanyJosephsBrau_1601.jpeg,Trader Joe's (JosephsBrau),trader-joe-s-josephsbrau,Micro Brewery,,,,United States,San Jose,CA,37.3541,-121.893,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,1806.0,"Thu, 01 Jan 1970 00:00:00 +0000",5562.0,0,0.0,True,0,0,0,0,,,,,,,0.0,[],0.0,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-4654_d3812_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4654_2b260_hd.jpeg,Hansa Pils,dortmunder-actien-brauerei-hansa-pils,Pilsner - German,4654,4129,https://untappd.akamaized.net/site/brewery_logos/brewery-DortmunderActienBrauerei_4129.jpeg,Dortmunder Actien-Brauerei,dortmunder-actien-brauerei,Micro Brewery,,,www.dab.de,Germany,Dortmund,,51.5298,7.46917,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4654.0,"Mon, 13 Jan 2014 15:31:49 +0000",5563.0,1351,2.91118,,61,2035,1587,0,,,,,,,0.0,[],3.04777,False
0,5.0,"Famous. Slow brewed. Dating back to 18th century England, the custom of blending pale and dark beers has kept the Black & Tan a favorite of experienced beer drinkers for centuries. Our famous recipe combines a robust classic porter with a fine continental pilsner, preserving the character of each, while creating the classic taste of the legendary Black & Tan. We bring you the best of both beers as they meet in Mississippi Mud.",65,https://untappd.akamaized.net/site/beer_logos/beer-_5564_504036cfe085bfeb3f6f95c73b17.jpeg,,Mississippi Mud Black & Tan,matt-brewing-company-mississippi-mud-black-tan,Black & Tan,5564,2783,https://untappd.akamaized.net/site/brewery_logos/brewery-themattbrewingcompanysaranac_2783.jpeg,The Matt Brewing Company (Saranac),the-matt-brewing-company-saranac,Micro Brewery,http://www.facebook.com/Saranac,saranacbrewery,http://www.saranac.com,United States,Utica,NY,43.1033,-75.2442,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,26749,3.41292,,377,33840,29927,0,,,,,,,0.0,[],3.41561,False
0,5.1,"Abita Satsuma Harvest Wit is brewed with pilsner, wheat malts and oats. It is made with real Louisiana satsumas and spiced with coriander and orange peel. This unfiltered brew has a slightly cloudy appearance with a subtle citrus flavor and aroma.

Abita Satsuma Harvest Wit is very versatile and can complement a number of dishes. This brew pairs well with salads, fish, shrimp and lobster, as long as the dishes are not too spicy. Thai dishes, which often have citric notes in their flavor profile, also complement the orange flavors in Abita Satsuma Harvest Wit.
",17,https://untappd.akamaized.net/site/beer_logos/beer-_5565_b68efae231ba2ab37c83b76dcf34.jpeg,,Satsuma Harvest Wit,abita-brewing-company-satsuma-harvest-wit,Witbier,5565,10,https://untappd.akamaized.net/site/brewery_logos/brewery-AbitaBrewingCompany_10.jpeg,Abita Brewing Company,abita-brewing-company,Micro Brewery,https://www.facebook.com/abita,TheAbitaBeer,http://www.abita.com/,United States,Abita Springs,LA,30.4821,-90.0552,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,3923,3.15766,,0,6098,4872,0,,,,,,,0.0,[],3.1932,False
0,2.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-5566_b3ef8_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5566_bcad5_hd.jpeg,Miller Genuine Draft Light 64,miller-brewing-company-miller-genuine-draft-light-64,Lager - American Light,5566,863,https://untappd.akamaized.net/site/brewery_logos/brewery-millerBrewing.jpg,Miller Brewing Company,miller-brewing-company,Macro Brewery,http://www.facebook.com/MillerCoors,MillerCoors,http://www.millercoors.com,United States,Milwaukee,WI,43.0422,-87.9631,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4125,1.75139,,37,7469,6059,0,,,,,,,0.0,[],1.88257,False
0,6.4,"A staff and regulars favorite of our publik house. Brewed with a blend of eight hop varieties and seven world class malts this dry hopped ale combines both English and American brewing traditions. The resulting beer is driven by fruit and balanced by dry palate, a true treat for the bold fans of the hoppier side of beers.",64,https://untappd.akamaized.net/site/beer_logos/beer-Flo_5567.jpeg,,Flo India Pale Ale,trinity-brewing-co-colorado-flo-india-pale-ale,IPA - American,5567,1282,https://untappd.akamaized.net/site/brewery_logos/brewery-TrinityBrewingCompany_1282.jpeg,Trinity Brewing Co. (Colorado),trinity-brewing-co-colorado,Micro Brewery,http://www.facebook.com/TRiNiTYBrewing,TrinityBrewing,http://www.trinitybrew.com/,United States,Colorado Springs,CO,38.8974,-104.853,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2171,3.69841,,26,2896,2467,0,,,,,,,0.0,[],3.69253,False
0,4.8,"Distinct and delicate flaked wheat and oat beer. A noticeable citrus exists resulting from the addition of tangerine, lemon, lime zests, and coriander during the boil. By aging this beer on rose petals and fermenting it with 50% Saison yeast, we create signature earthy and spicy notes.",0,https://untappd.akamaized.net/site/beer_logos/beer-_5568_sm_d0ee18d3423b6833f22019ee84ddff.jpeg,,Sunna Wit Bier,trinity-brewing-co-colorado-sunna-wit-bier,Witbier,5568,1282,https://untappd.akamaized.net/site/brewery_logos/brewery-TrinityBrewingCompany_1282.jpeg,Trinity Brewing Co. (Colorado),trinity-brewing-co-colorado,Micro Brewery,http://www.facebook.com/TRiNiTYBrewing,TrinityBrewing,http://www.trinitybrew.com/,United States,Colorado Springs,CO,38.8974,-104.853,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1349,3.54392,,1,1647,1555,0,,,,,,,0.0,[],3.56357,False
0,6.8,"Red Rocket Ale is a bastardized Scottish style red ale that traces it's origins to our homebrew roots. This full bodied and hoppy brew finishes on the palate with sweet, caramel malt flavors.


2009 California State Fair - SILVER
1999 Great American Beer Festival? Other Strong Ales or Lagers - SILVER
1998 Great American Beer Festival? Other Strong Ales - SILVER",67,https://untappd.akamaized.net/site/beer_logos/beer-RedRocketAle_5569.jpeg,,Red Rocket Ale?,bear-republic-brewing-co-red-rocket-ale-r,Red Ale - American Amber / Red,5569,94,https://untappd.akamaized.net/site/brewery_logos/brewery-bearrepublicbrewingco_94.jpeg,Bear Republic Brewing Co.,bear-republic-brewing-co,Micro Brewery,http://www.facebook.com/bearrepublic,bearrepublic,http://www.bearrepublic.com/,United States,Healdsburg,CA,38.6111,-122.871,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,34276,3.58135,,261,45953,38948,0,,,,,,,2.0,"[{'beer': {'bid': 500481, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-500481_93cbe_sm.jpeg', 'beer_slug': 'bear-republic-brewing-co-new-oak-red-rocket-ale-r', 'beer_name': 'New Oak Red Rocket Ale?', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 845762, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'bear-republic-brewing-co-bourbon-barrel-aged-red-rocket', 'beer_name': 'Bourbon Barrel Aged Red Rocket', 'is_vintage': 0, 'is_variant': 1}}]",3.58196,False
0,7.0,"Scratch #20 has been dubbed Apollo Imperial Ale because of our experimentation with a new hop variety.
 
Apollo hops are high alpha acid with an intense aroma. Married with other high alpha hops, with almost two pounds of hops added per barrel produced, AIA has an intense staying power in the back of the throat. After a long discussion between Chris, John and the brewers, they dubbed this hop flavor stinky grapefruit with a hint of perfume. The dark color might lead you to believe the some malt may shine through; but no, the hops are the true player in this ale.
 
Scratch #20 has a dual role, also serving at The Drafting Room???s Anniversary Ale for 2009. We brewed a bit more to serve the brewery and The Drafting Room, but get it while when you see it. Before this intense hop flavor subsides, this beer will be sold out.",0,https://untappd.akamaized.net/site/beer_logos/beer-Scratch20ApolloImperialAle_5570.jpeg,,Scratch 20 - Apollo Imperial Ale,troegs-brewing-company-scratch-20-apollo-imperial-ale,IPA - Imperial / Double,5570,2583,https://untappd.akamaized.net/site/brewery_logos/brewery-2583_bfb6f.jpeg,Tr?egs Independent Brewing,troegs-independent-brewing,Micro Brewery,https://www.facebook.com/troegsbrewingco,TroegsBeer,http://www.troegs.com/,United States,Hershey,PA,40.2933,-76.6576,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,15,3.45,,0,30,24,0,,,,,,,0.0,[],3.64075,False
0,5.0,Light-bodied refreshing summer pale ale.,18,https://untappd.akamaized.net/site/beer_logos/beer-5571_c526e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5571_d7132_hd.jpeg,Brooklyn Summer Ale,brooklyn-brewery-brooklyn-summer-ale,Pale Ale - English,5571,259,https://untappd.akamaized.net/site/brewery_logos/brewery-BrooklynBrewery_259.jpeg,Brooklyn Brewery,brooklyn-brewery,Micro Brewery,https://www.facebook.com/thebrooklynbrewery,brooklynbrewery,http://brooklynbrewery.com,United States,Brooklyn,NY,40.7215,-73.9575,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,92822,3.46944,,2104,154098,105799,0,,,,,,,0.0,[],3.47003,False
0,5.6,Buffalo's favorite Irish red ale. Ruby red and malty flavored with a medium body and a spicy hop signature to balance. ,20,https://untappd.akamaized.net/site/beer_logos/beer-5572_0561a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5572_ece2f_hd.jpeg,Aviator Red,flying-bison-brewing-aviator-red,Red Ale - Irish,5572,539,https://untappd.akamaized.net/site/brewery_logos/brewery-539_01254.jpeg,Flying Bison Brewing,flying-bison-brewing,Micro Brewery,http://www.facebook.com/flyingbisonbrewing,flyingbison,http://www.flyingbisonbrewing.com,United States,Buffalo,NY,42.8758,-78.8458,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4219,3.51487,,104,6706,4890,0,,,,,,,0.0,[],3.52407,False
