auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Espresso Stout,big-rock-brewery-espresso-stout,Stout - Other,28727,121,https://untappd.akamaized.net/site/brewery_logos/brewery-121_0f9b0.jpeg,Big Rock Brewery,big-rock-brewery,Micro Brewery,http://www.facebook.com/BigRockBrewery,BigRockBrewery,http://www.bigrockbeer.com,Canada,Calgary,AB,50.9847,-113.956,,,"Sat, 05 Feb 2011 07:45:03 +0000",0,0,,,,131,3.04962,,0,181,144,0,,,,,,,,,,,,0.0,[],3.45531,False
0,6.3,Made with Rye malt to provide a signature and distinct earthy character. Seasoned and dry-hopped with herbal and citrus hops. Truly Righteous.,57,https://untappd.akamaized.net/site/beer_logos/beer-_22737_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_22737_hd_7962194edc1261e935d6b061fc35da.jpeg,Righteous Ale,sixpoint-brewery-righteous-ale,Rye Beer,22737,1149,https://untappd.akamaized.net/site/brewery_logos/brewery-SixpointBrewery_1149.jpeg,Sixpoint Brewery,sixpoint-brewery,Micro Brewery,http://www.facebook.com/sixpoint,sixpoint,http://sixpoint.com/,United States,Brooklyn,NY,40.6739,-74.0119,,,"Sat, 08 Jan 2011 11:13:39 +0000",0,1,22737.0,"Thu, 01 Jan 1970 00:00:00 +0000",28728.0,13182,3.59359,,12,21880,15816,0,,,,,,,,,,,,0.0,[],3.59489,False
0,0.0,"If you antagonize this beer, it won?t hesitate to cold-cock you.? Big, malty, with a strong boozy backbone, you may only last a few rounds with this brew.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,TKO Winter Warmer,river-crew-brewing-company-tko-winter-warmer,Winter Warmer,28729,2271,https://untappd.akamaized.net/site/brewery_logos/brewery-2271_f3bcc.jpeg,River Crew Brewing Company,river-crew-brewing-company,Home Brewery,https://www.facebook.com/RiverCrewBrewing,RiverCrewBrewin,http://rivercrewbrewing.com/,United States,,,0.0,0.0,,,"Sat, 05 Feb 2011 07:58:50 +0000",1,1,,,,9,0.0,True,0,25,9,0,,,,,,,,,,,,0.0,[],0.0,False
0,12.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-LittleKorknyAle_28730.jpeg,,Little Korkny Ale,norrebro-bryghus-little-korkny-ale,Barleywine - American,28730,4993,https://untappd.akamaized.net/site/brewery_logos/brewery-norrebrobryghus_4993.jpeg,N?rrebro Bryghus,norrebro-bryghus,Micro Brewery,http://www.facebook.com/pages/N?rrebro-Bryghus/189487981067889,norrebrobryghus,http://www.noerrebrobryghus.dk,Denmark,Copenhagen,,55.6903,12.5639,,,"Sat, 05 Feb 2011 08:01:25 +0000",0,1,,,,477,3.71908,,10,595,549,0,,,,,,,,,,,,3.0,"[{'beer': {'bid': 149774, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LittleKorknyAle_28730.jpeg', 'beer_slug': 'norrebro-bryghus-little-korkny-ale-2008', 'beer_name': 'Little Korkny Ale (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 263855, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-LittleKorknyAle_28730.jpeg', 'beer_slug': 'norrebro-bryghus-little-korkny-ale-2006', 'beer_name': 'Little Korkny Ale (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1798823, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'norrebro-bryghus-little-korkny-ale-2009', 'beer_name': 'Little Korkny Ale (2009)', 'is_vintage': 1, 'is_variant': 0}}]",3.69253,False
0,11.0,"Single hopped with Nelson Sauvin and 100 Munich malt.

Aged in American Oak barrels.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,The Woodwork Series American Oak,revelation-cat-craft-brewing-the-woodwork-series-american-oak,IPA - Imperial / Double,28731,5567,https://untappd.akamaized.net/site/brewery_logos/brewery-RevelationCatCraftBrewing_5567.jpeg,Revelation Cat Craft Brewing,revelation-cat-craft-brewing,Micro Brewery,http://www.facebook.com/RevelationCat,,http://www.impexbeer.com/index.php?option=com_content&view=article&id=65&Itemid=76&lang=en,Italy,Roma,RM,41.8237,12.4793,,,"Sat, 05 Feb 2011 08:02:24 +0000",0,0,,,,104,3.66827,,0,147,146,0,,,,,,,,,,,,0.0,[],3.65448,False
0,6.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sherbrooke Chocolate Cherry Ostiarius,alley-kat-brewing-company-sherbrooke-chocolate-cherry-ostiarius,Porter - American,28732,2026,https://untappd.akamaized.net/site/brewery_logos/brewery-2026_1c316.jpeg,Alley Kat Brewing Company,alley-kat-brewing-company,Micro Brewery,https://www.facebook.com/alleykatbeer,alley_kat_beer,http://www.alleykatbeer.com,Canada,Edmonton,AB,53.4954,-113.488,1.0,"[{'brewery': {'brewery_id': 51479, 'brewery_name': 'Sherbrooke Liquor Store', 'brewery_type': 'Bar / Restaurant / Store', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-sherbrookeliquorstore_51479.jpeg', 'country_name': 'Canada', 'location': {'brewery_city': 'Edmonton', 'brewery_state': 'AB'}}}]","Sat, 05 Feb 2011 08:16:37 +0000",0,0,,,,32,3.70312,,0,59,37,0,,,,,,,,,,,,0.0,[],3.64302,False
0,8.75,"4 Elf is holiday cheer in liquid form. Spicy aromas like cinnamon and clove give this dark brown winter warmer a proper holiday welcome. Balanced between malt, hops, and spice at 8.75% ABV this beer goes great with all holiday foods?from sweet snacks to the roast beast.",36,https://untappd.akamaized.net/site/beer_logos/beer-12438_b0685_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-12438_bbe3c_hd.jpeg,4 Elf Winter Warmer Ale,dark-horse-brewing-co-4-elf-winter-warmer-ale,Winter Warmer,12438,426,https://untappd.akamaized.net/site/brewery_logos/brewery-DarkHorseBrewingCo_426.jpeg,Dark Horse Brewing Co.,dark-horse-brewing-co,Micro Brewery,http://www.facebook.com/DarkHorseBrewing,DarkHorseBrewCo,http://www.darkhorsebrewery.com,United States,Marshall,MI,42.2667,-84.9641,,,"Thu, 02 Dec 2010 14:55:59 +0000",0,1,12438.0,"Thu, 01 Jan 1970 00:00:00 +0000",28733.0,26706,3.62658,,58,35451,29235,0,,,,,,[],,,,,,,,3.62686,False
0,4.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ha?gen,independent-breweries-haagen,Lager - Euro,473957,7813,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Independent Breweries,independent-breweries,Micro Brewery,,,,New Zealand,,,0.0,0.0,,,"Fri, 11 Oct 2013 04:49:14 +0000",0,1,473957.0,"Thu, 26 Dec 2013 16:23:27 +0000",28734.0,467,2.50428,,10,831,547,0,,,,,,,,,,,,0.0,[],2.95736,False
0,8.2,"Fruit, nuts, roasted grains, semisweet cocoa, toasty. ",0,https://untappd.akamaized.net/site/beer_logos/beer-137794_c7b5b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-137794_b58f3_hd.jpeg,Generator,metropolitan-brewing-generator,Doppelbock ,137794,851,https://untappd.akamaized.net/site/brewery_logos/brewery-MetropolitanBrewing_851.jpeg,Metropolitan Brewing,metropolitan-brewing,Micro Brewery,http://www.facebook.com/MetropolitanBrewing?ref=nf,MetroBrewing,http://www.metrobrewing.com,United States,Chicago,IL,41.9749,-87.6743,,,"Sat, 25 Feb 2012 22:06:18 +0000",0,1,137794.0,"Fri, 01 Jun 2012 05:31:23 +0000",28735.0,3814,3.74023,,52,5160,4240,0,,,,,,,,,,,,0.0,[],3.73363,False
0,5.0,A unique North American Red Lager brewed with a blend of specialty malts resulting in a pleasing crimson hue. Medium bodied with a toffee finish and a subtle hop aroma.,0,https://untappd.akamaized.net/site/beer_logos/beer-28736_55c52_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-28736_3e4a4_hd.jpeg,Rouge,fort-garry-brewing-company-rouge,Lager - American Amber / Red,28736,7248,https://untappd.akamaized.net/site/brewery_logos/brewery-fortgarrybrewingcompany_7248.jpeg,Fort Garry Brewing Company,fort-garry-brewing-company,Micro Brewery,http://www.facebook.com/Fort.Garry.Brewing,fortgarrybeer,http://www.fortgarry.com,Canada,Winnipeg,MB,49.8386,-97.2059,,,"Sat, 05 Feb 2011 09:40:53 +0000",0,1,,,,729,3.26029,,19,1073,814,0,,,,,,,,,,,,0.0,[],3.37556,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Placebo Pale,dr-starweather-s-magical-elixir-placebo-pale,Pale Ale - American,28737,7814,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Dr. Starweather's Magical Elixir   ,dr-starweather-s-magical-elixir,Micro Brewery,,,,United States,,,0.0,0.0,,,"Sat, 05 Feb 2011 09:44:01 +0000",0,1,,,,0,0.0,,0,3,3,0,,,,,,,,,,,,0.0,[],3.63952,False
0,10.5,"This is one lacerative muther of an ale. It is unequivocally certain that your feeble palate is grossly inadequate and thus undeserving of this liquid glory...and those around you would have little desire to listen to your resultant whimpering. Instead, you slackjawed gaping gobemouche, slink away to that pedestrian product that lures agog the great unwashed with the shiny happy imagery of its silly broadcast propaganda. You know, the one that offers no challenge, yet works very, very hard to imbue the foolhardy with the absurd notion that they are exercising ?independent? thought, or attempts to convey the perception it is in some way ?authentic? or ?original.? It?s that one that makes you feel safe and delectates you into basking in the warm, fuzzy, and befuddled glow of your own nescience. Why so many allow themselves to be led by the nose lacks plausible explanation. Perhaps you have been so lulled by the siren song of ignorance that you don?t even notice your white-knuckle grip on it. You feel bold and unique, but alas are nothing but sheep, willingly being herded to and fro. If you think you are being piqued in this text, it is nothing when compared to the insults we are all asked to swallow streaming forth from our televisions and computers. Truth be told, you are being coddled into believing you are special or unique by ethically challenged ?pay no attention to the man behind the curtain? marketers who layer (upon layer) imagined attributes specifically engineered to lead you by the nose. Should you decide to abdicate your ability to make decisions for yourself, then you are perhaps deserving of the pabulum they serve. Double Bastard Ale calls out the garrulous caitiffs who perpetrate the aforementioned atrocities and demands retribution for their outrageously conniving, intentionally misleading, blatantly masturbatory and fallacious ad campaigns. We demand the unmitigated, transparent truth. We demand forthright honesty. We want justice! Call ?em out and line ?em up against the wall... NOW",100,https://untappd.akamaized.net/site/beer_logos/beer-stoneDoubleBastard.jpg,,Double Bastard Ale (2009),arrogant-bastard-brewing-co-double-bastard-ale-2009,Strong Ale - American,17015,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,Micro Brewery,https://www.facebook.com/arrogantbastardale,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,,,"Sat, 25 Dec 2010 10:24:02 +0000",0,0,17015.0,"Thu, 01 Jan 1970 00:00:00 +0000",28738.0,1147,4.15497,,5,1586,1386,0,,,,,,,,,,,,,,4.04913,False
0,6.5,"A style of ale that was fashioned to survive the long voyage from England to India during the British colonization. Hops, hops, and more hops! Red Racer IPA has an intense aroma and a long lingering finish. A beer for the connoisseur, this is the Brewmaster's choice.

Malts: UK Maris Otter, Superior Pale
Ale Malt, Carastan Crystal Malt

Hops: German Magnum, 

Centennial, Amarillo, Simcoe

Colour/Clarity: Amber to Orange, Bright

Available In: Draught, Cans (355 and 473 ml), Bottle (650 ml)

SRM: 14",80,https://untappd.akamaized.net/site/beer_logos/beer-596_1d28b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-596_509b6_hd.jpeg,Red Racer IPA (India Pale Ale),central-city-brewers-distillers-red-racer-ipa-india-pale-ale,IPA - American,596,357,https://untappd.akamaized.net/site/brewery_logos/brewery-357_cd993.jpeg,Central City Brewers + Distillers,central-city-brewers-distillers,Micro Brewery,http://www.facebook.com/centralcitybrewing,centralcitybrew,http://www.centralcitybrewing.com/,Canada,Surrey,BC,49.21,-122.864,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,596.0,"Tue, 14 Aug 2012 05:16:20 +0000",28739.0,19858,3.71537,,353,45146,22069,0,,,,,,,,,,,,0.0,[],3.71439,False
0,6.0,Juicy notes of citrus and caramel combine over a floral aroma in this classic pub ale.,46,https://untappd.akamaized.net/site/beer_logos/beer-28740_082e7_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-28740_53fba_hd.jpeg,Big Rig,deschutes-brewery-big-rig,Extra Special / Strong Bitter,28740,441,https://untappd.akamaized.net/site/brewery_logos/brewery-441_8b2ad.jpeg,Deschutes Brewery,deschutes-brewery,Micro Brewery,http://www.facebook.com/deschutes.brewery,deschutesbeer,http://www.deschutesbrewery.com,United States,Bend,OR,44.0468,-121.322,,,"Sat, 05 Feb 2011 09:48:35 +0000",0,1,,,,4616,3.69974,,29,5368,5026,0,,,,,,,,,,,,0.0,[],3.69672,False
