auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.4,"A light-bodied Belgian Wit beer brewed with Organic Orange Peel and Organic Coriander. Unfiltered, straw in color with an aroma that hints to the Orange / citrus character. Meant to be enjoyed alone or better yet with a light appetizer or interesting salad. Light and refreshingly crisp with a mild fruity/citrus character. Garnish with an Orange slice.",9,https://untappd.akamaized.net/site/beer_logos/beer-11004_e20c7_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11004_644ec_hd.jpeg,Infinite Wit,nebraska-brewing-company-infinite-wit,Witbier,11004,901,https://untappd.akamaized.net/site/brewery_logos/brewery-901_44863.jpeg,Nebraska Brewing Company,nebraska-brewing-company,Micro Brewery,https://www.facebook.com/NebraskaBrewingCompany,NEBrewingCo,http://www.nebraskabrewingco.com,United States,Papillion,NE,41.1332,-96.0285,,,"Thu, 25 Nov 2010 15:19:40 +0000",0,1,,,,1638,3.47802,25,2505,1976,0,,,,,,,,,,,0.0,[],3.50523,False
0,5.2,"Our introduction to craft beer for the macro-brew drinker. This light bodied lager is crisp and refreshing at 5.2% ABV, 15 IBU's of noble hop goodness, and is best enjoyed on a hot summer day. served best in a pint glass.",15,https://untappd.akamaized.net/site/beer_logos/beer-JosephJamesAmericanCraftLager_11005.jpeg,,JJ Craft American Lager,joseph-james-brewing-company-jj-craft-american-lager,Lager - Pale,11005,2630,https://untappd.akamaized.net/site/brewery_logos/brewery-2630_9f2b1.jpeg,Joseph James Brewing Company,joseph-james-brewing-company,Micro Brewery,http://www.facebook.com/pages/Joseph-James-Brewing-Co-Inc/156301200364,JJBrewCo,http://www.jjbrewco.com,United States,Henderson,NV,36.0384,-115.031,,,"Thu, 25 Nov 2010 15:22:03 +0000",0,1,,,,2055,3.20061,35,2864,2418,0,,,,,,,,,,,0.0,[],3.25896,False
0,12.0,"Nick, Barnaby and Chris from the legendry Three Floyds visited BrewDog in August 2010 to brew this crazy beer. An inherently Scottish spin on a barley wine brewed with peated malts from Islay, shortbread, toffee and eclectic hops.

A barley wine brewed with many different malts including Laphroig whisky malt, single hopped with nelsin savin with short bread, fudge and candy floss in the kettle.

After fermentation the beer was aged in old Jura single malt whisky barrels for 8 months.",50,https://untappd.akamaized.net/site/beer_logos/beer-11006_9f4c0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11006_ecf17_hd.jpeg,Bitch Please,brewdog-bitch-please,Barleywine - English,11006,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,1.0,"[{'brewery': {'brewery_id': 2470, 'brewery_name': '3 Floyds Brewing Company', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-2470_90eff.jpeg', 'country_name': 'United States', 'location': {'brewery_city': 'Munster', 'brewery_state': 'IN'}}}]","Thu, 25 Nov 2010 15:22:10 +0000",0,0,,,,2492,3.50893,7,3543,3084,0,,,,,,,,,,,0.0,[],3.52445,False
0,7.2,"This is an aggressive ale. You probably won?t like it. It is quite doubtful that you have the taste or sophistication to be able to appreciate an ale of this quality and depth. We would suggest that you stick to safer and more familiar territory?maybe something with a multi-million dollar ad campaign aimed at convincing you it?s made in a little brewery, or one that implies that their tasteless fizzy yellow beverage will give you more sex appeal. Perhaps you think multi-million dollar ad campaigns make things taste better. Perhaps you?re mouthing your words as you read this.",100,https://untappd.akamaized.net/site/beer_logos/beer-18099_5ec15_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18099_cd1c4_hd.jpeg,Arrogant Bastard Ale,arrogant-brewing-arrogant-bastard-ale,Strong Ale - American,18099,234399,https://untappd.akamaized.net/site/brewery_logos/brewery-234399_0c2d9.jpeg,Arrogant Brewing,arrogant-bastard-brewing,Micro Brewery,https://www.facebook.com/arrogantbastardale,ArrogantBastard,http://arrogantbastard.com,United States,Escondido,CA,33.116,-117.12,,,"Mon, 27 Dec 2010 22:34:38 +0000",0,1,18099.0,"Thu, 01 Jan 1970 00:00:00 +0000",11007.0,198020,3.79838,3812,334529,222986,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 25307, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-arrogant-bastard-ale-double-dry-hopped', 'beer_name': 'Arrogant Bastard Ale (Double Dry Hopped)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 237899, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-arrogant-bastard-ale-2001', 'beer_name': 'Arrogant Bastard Ale (2001)', 'is_vintage': 1, 'is_variant': 1}}, {'beer': {'bid': 283052, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-arrogant-bastard-ale-2005', 'beer_name': 'Arrogant Bastard Ale (2005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 304943, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-arrogant-bastard-ale-1999', 'beer_name': 'Arrogant Bastard Ale (1999)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 304950, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'arrogant-bastard-brewing-co-arrogant-bastard-on-french-oak', 'beer_name': 'Arrogant Bastard On French Oak', 'is_vintage': 0, 'is_variant': 1}}]",3.79815,False
0,4.5,"Lemon Myrtle is the real Australian version of the Belgian style white beer.  Flavoured with native Australian Lemon Myrtle, this beer is a perfect balance of zesty lemon rind and ripe citrus flavours.  Being bottle conditioned, this cloudy ale is lively on the palate yet surprisingly smooth.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Barons Native: Lemon Myrtle,great-southern-brewing-barons-native-lemon-myrtle,Witbier,11008,3549,https://untappd.akamaized.net/site/brewery_logos/brewery-3549_e3301.jpeg,Great Southern Brewing,great-southern-brewing,Micro Brewery,,,http://www.greatsouthernbrewing.com.au/,Australia,Paddington,NSW,-33.8848,151.226,,,"Thu, 25 Nov 2010 15:44:57 +0000",0,1,,,,24,2.8125,0,49,43,0,,,,,,,,,,,0.0,[],3.58336,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Doggie Kong,lucky-labrador-brewing-company-doggie-kong,Pale Ale - American,11009,3046,https://untappd.akamaized.net/site/brewery_logos/brewery-LuckyLabradorBrewingCompany_3046.jpeg,Lucky Labrador Brewing Company ,lucky-labrador-brewing-company,Brew Pub,http://www.facebook.com/pages/Lucky-Labrador-Brewing/152866061429741#!/pages/Lucky-Labrador-Brew-Pub/111732085529020,LuckyLabPDX,http://www.luckylab.com,United States,Portland,OR,45.4688,-122.709,,,"Thu, 25 Nov 2010 15:56:14 +0000",0,1,,,,1,0.0,0,3,3,0,,,,,,,,,,,0.0,[],3.57953,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Irish Red Ale,jack-russell-brewing-company-irish-red-ale,Red Ale - Irish,11010,14368,https://untappd.akamaized.net/site/brewery_logos/brewery-JackRussellBrewingCompany_14368.jpeg,Jack Russell Brewing Company,jack-russell-brewing-company,Micro Brewery,http://www.facebook.com/profile.php?id=100000659324250,,http://www.jackrussellbrewing.com,United States,Camino,CA,38.7563,-120.679,,,"Thu, 25 Nov 2010 16:07:33 +0000",0,1,,,,355,3.43169,3,439,403,0,,,,,,,,,,,0.0,[],3.53315,False
0,6.5,"Bold and bright, our American Red Ale bursts with Pacific-Northwest hops balanced by a blend of caramel and toasted malts.",70,https://untappd.akamaized.net/site/beer_logos/beer-11011_57260_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11011_2451c_hd.jpeg,Red Ale,marble-brewery-red-ale,Red Ale - American Amber / Red,11011,825,https://untappd.akamaized.net/site/brewery_logos/brewery-825_38484.jpeg,Marble Brewery,marble-brewery,Brew Pub,http://www.facebook.com/marblebrewery,marblebrewery,http://marblebrewery.com/,United States,Albuquerque,NM,35.0928,-106.647,,,"Thu, 25 Nov 2010 16:13:33 +0000",0,1,,,,6387,3.65539,169,10883,7266,0,,,,,,,,,,,0.0,[],3.65519,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-RopewalkAmberAle_11012.jpeg,,Ropewalk Amber Ale,bridgeport-brewing-co-ropewalk-amber-ale,Red Ale - American Amber / Red,11012,3787,https://untappd.akamaized.net/site/brewery_logos/brewery-BridgePortBrewingCo_3787.jpeg,BridgePort Brewing Co.,bridgeport-brewing-co,Micro Brewery,http://www.facebook.com/BridgePortBrewingCompany,bridgeportbrew,http://www.bridgeportbrew.com/,United States,Portland,OR,45.5315,-122.682,,,"Thu, 25 Nov 2010 16:16:50 +0000",0,1,,,,59,3.3178,1,89,87,0,,,,,,,,,,,0.0,[],3.59703,False
0,10.5,,60,https://untappd.akamaized.net/site/beer_logos/beer-stoneImperialRussianStout.jpg,,Stone Imperial Russian Stout (2010),stone-brewing-co-stone-imperial-russian-stout-2010,Stout - Russian Imperial,11013,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,,,"Thu, 25 Nov 2010 17:15:24 +0000",0,0,,,,2136,4.23713,12,3030,2591,0,,,,,,10.6,Imperial Russian Stout,stone-brewing-imperial-russian-stout,5684.0,41.0,,,4.16366,False
0,7.8,"Rich and chocolate-y with a strong coffee flavor. This is a robust porter not for the faint of heart. Composed of five different grains, the porter features specialty malts from four different countries. Vienna and Munich malts provide the backbone behind the strong roasted character.",30,https://untappd.akamaized.net/site/beer_logos/beer-BruceLeePorter_11014.jpeg,,Bruce/Lee Porter,the-prodigal-son-brewery-bruce-lee-porter,Porter - American,11014,3047,https://untappd.akamaized.net/site/brewery_logos/brewery-TheProdigalSonBrewery_3047.jpeg,Prodigal Son Brewery,the-prodigal-son-brewery,Brew Pub,http://www.facebook.com/pages/Prodigal-Son-Brewery-Pub/132827606026,prodigalsonbrew,http://prodigalsonbrewery.com,United States,Pendleton,OR,45.673,-118.771,,,"Thu, 25 Nov 2010 17:31:55 +0000",0,1,,,,457,3.80963,8,602,501,0,,,,,,,,,,,0.0,[],3.74596,False
0,9.2,"ith this special brew, Batch One, we dared to experiment with combining our usual devotion to a solid malt profile with the addition of American aroma hops. Batch One is an American-inspired Ale characterized by its vast, full body and generous use of hops. In the glass, it has a reddish-brown colour with a coppery glow, and a beige-coloured head leaves a nice lacing behind. For this brew we have chosen to only use the noble Simcoe hop, both for boiling and the following dry-hopping. The hops give the beer its fresh citrus-like character and impart a solid bitterness to balance the sweet caramel malt.",80,https://untappd.akamaized.net/site/beer_logos/beer-11015_8c54f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11015_c0c24_hd.jpeg,Batch One,amager-bryghus-batch-one,Barleywine - American,11015,1950,https://untappd.akamaized.net/site/brewery_logos/brewery-AmagerBryghus_1950.jpeg,Amager Bryghus,amager-bryghus,Micro Brewery,https://www.facebook.com/amagerbryghus?ref=hl&ref_type=bookmark,,www.amagerbryghus.dk,Denmark,Kastrup,,55.6245,12.5963,,,"Thu, 25 Nov 2010 18:51:17 +0000",0,0,,,,617,3.54943,3,749,719,0,,,,,,,,,,,0.0,[],3.58306,False
0,5.2,"Brewed since 1383, L?wenbr?u is still produced in Munich and is brewed according to the German Reinheitsgebot (purity law) that dates back to 1516.
 
It?s a refreshing yet characteristic beer, slightly dry, spicy, with a trace of malt and delicately bitter.",0,https://untappd.akamaized.net/site/beer_logos/beer-Original_25914.jpeg,,L?wenbr?u Original,spaten-franziskaner-lowenbrau-gruppe-lowenbrau-original,Lager - Helles,25914,1176,https://untappd.akamaized.net/site/brewery_logos/brewery-SpatenFranziskanerBrau_1176.jpeg,Spaten-Franziskaner-L?wenbr?u-Gruppe,spatenfranziskanerlowenbraugruppe,Macro Brewery,https://www.facebook.com/pages/Spaten-Franziskaner-Br?u/112121258800107,DrinkSpaten,https://www.franziskaner-weissbier.de/ext/visitorcenters/de/index,Germany,M?nchen,,48.1477,11.5561,,,"Sat, 22 Jan 2011 17:37:11 +0000",0,1,25914.0,"Tue, 15 Nov 2011 15:22:51 +0000",11016.0,32016,3.18636,990,46637,36682,0,,,,,,,,,,,0.0,[],3.19076,False
0,3.5,A mid range ale with good maltiness in the mouth and a soft bitter after taste.,0,https://untappd.akamaized.net/site/beer_logos/beer-11017_a7e0c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11017_07acc_hd.jpeg,1863,hydes-1863,English Bitter,11017,3050,https://untappd.akamaized.net/site/brewery_logos/brewery-Hydes_3050.jpeg,Hydes,hydes,Micro Brewery,https://www.facebook.com/pages/Hydes-Brewery/170157366427636,HydesBrewery,http://www.hydesbrewery.co.uk,England,Manchester,"Greater Manchester, M15 5PH",53.4597,-2.25463,,,"Thu, 25 Nov 2010 22:42:45 +0000",0,1,,,,229,3.10917,10,407,269,0,,,,,,,,,,,0.0,[],3.419,False
0,0.0,@gr8tfermentation kit. Recipe by Darren of @thebierbrewery,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Deacon Winter Porter,mind-your-head-homebrewery-deacon-winter-porter,Porter - American,11018,3051,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Mind Your Head Homebrewery,mind-your-head-homebrewery,Home Brewery,,,,United States,,,0.0,0.0,,,"Thu, 25 Nov 2010 23:18:13 +0000",1,1,,,,0,0.0,0,3,2,0,,,,,,,,,,,0.0,[],3.786,False
0,4.0,"An ale made exclusively for all Belhaven pubs and various restaurants. The ale will be named after the venue it is sold at but the recipe is the same for all, it is not a unique recipe for each venue.",0,https://untappd.akamaized.net/site/beer_logos/beer-762994_bb351_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-762994_1fe8e_hd.jpeg,House Ale,belhaven-brewery-house-ale,English Bitter,762994,98,https://untappd.akamaized.net/site/brewery_logos/brewery-BelhavenBrewery_98.jpeg,Belhaven Brewery,belhaven-brewery,Micro Brewery,,,http://www.belhaven.co.uk,Scotland,Dunbar,East Lothian,55.9933,-2.50964,,,"Thu, 31 Jul 2014 08:36:12 +0000",0,1,762994.0,"Mon, 24 Aug 2015 22:29:06 +0000",11020.0,623,3.29013,16,800,711,0,,,,,,,,,,,0.0,[],3.40895,False
0,13.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-OerbierSpecialReserva2009_45296.jpeg,,Oerbier Special Reserva (2009),brouwerij-de-dolle-brouwers-oerbier-special-reserva-2009,Sour - Flanders Oud Bruin,45296,272,https://untappd.akamaized.net/site/brewery_logos/brewery-272_3f5a8.jpeg,Brouwerij De Dolle Brouwers,brouwerij-de-dolle-brouwers,Micro Brewery,https://www.facebook.com/De-Dolle-Brouwers-38841612341/,,http://www.dedollebrouwers.be,Belgium,Esen,West-Vlaanderen,51.0281,2.90407,,,"Thu, 21 Apr 2011 20:54:19 +0000",0,0,45296.0,"Thu, 01 Jan 1970 00:00:00 +0000",11021.0,414,4.38285,11,577,516,0,,,,,,,,,,,0.0,[],4.07176,False
0,6.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-11022_31fc5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11022_1dd80_hd.jpeg,Malakias,stromsholms-brygghus-malakias,Smoked Beer,11022,3052,https://untappd.akamaized.net/site/brewery_logos/brewery-3052_61625.jpeg,Str?msholms Brygghus,stromsholms-brygghus,Micro Brewery,,,http://www.stromsholmsbrygghus.se/,Sweden,731 30 K?ping,,59.5063,16.0072,,,"Fri, 26 Nov 2010 01:58:35 +0000",0,1,,,,592,3.1647,30,687,637,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 131722, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_131722_8e27c40348786114440be711cfbf.jpeg', 'beer_slug': 'stromsholms-brygghus-malakias-2011', 'beer_name': 'Malakias (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 273457, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stromsholms-brygghus-malakias-2012', 'beer_name': 'Malakias (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 461882, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stromsholms-brygghus-malakias-2013', 'beer_name': 'Malakias (2013)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 610314, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stromsholms-brygghus-malakias-2010', 'beer_name': 'Malakias (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 822987, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stromsholms-brygghus-malakias-2014', 'beer_name': 'Malakias (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.33036,False
