auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,8.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Big Hitter Belgian Dubbel,tequesta-brewing-co-big-hitter-belgian-dubbel,Belgian Dubbel,28528,6781,https://untappd.akamaized.net/site/brewery_logos/brewery-TequestaBrewingCo_6781.jpeg,Tequesta Brewing Co.,tequesta-brewing-co,Micro Brewery,www.facebook.com/pages/Tequesta-Brewing-Co/111644658847904,,,United States,Tequesta,FL,26.9567,-80.0855,,,"Sat, 05 Feb 2011 00:05:04 +0000",0,1,,,,24,3.53846,,0,33,28,0,,,,,,,,,,,,0.0,[],3.58991,False
0,6.5,"This hoppy pale ale is served at Dusty's Cellar in Okemos. Loaded with hops like an IPA, yet drinks like a Pale Ale, we simply decided to call it a Strong Pale Ale. The fragrant, earthy citrus laced nose is instantly detectable. Large amounts of toasted grains and high alpha Simcoe hops form a perfect union that creates the cool sensation of toasted sourdough covered with zesty grapefruit hop marmalade.",65,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dusty Rhodes,short-s-brewing-company-dusty-rhodes,Pale Ale - American,28529,1139,https://untappd.akamaized.net/site/brewery_logos/brewery-shortsbrewingcompany_1139.jpeg,Short's Brewing Company,short-s-brewing-company,Micro Brewery,http://www.facebook.com/ShortsBrewing,ShortsBrewing,http://www.shortsbrewing.com/,United States,Bellaire,MI,44.9763,-85.2104,,,"Sat, 05 Feb 2011 00:06:36 +0000",0,1,,,,170,3.81618,,4,261,184,0,,,,,,,,,,,,0.0,[],3.71018,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,R.I.P. Milk Stout,pagosa-brewing-co-r-i-p-milk-stout,Stout - Other,28530,4430,https://untappd.akamaized.net/site/brewery_logos/brewery-PagosaBrewingCo_4430.jpeg,Pagosa Brewing Co.,pagosa-brewing-co,Brew Pub,http://www.facebook.com/pages/Pagosa-Springs-CO/Pagosa-Brewing-Company/66719310787,pagosabrewingco,http://www.pagosabrewing.com/,United States,Pagosa Springs,CO,37.2552,-107.08,,,"Sat, 05 Feb 2011 00:18:34 +0000",0,1,,,,73,3.09589,,0,86,81,0,,,,,,,,,,,,0.0,[],3.54244,False
0,0.0,Cask Conditioned,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Highland Courage,rock-bottom-restaurant-brewery-highland-courage,Scottish Ale,28531,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Sat, 05 Feb 2011 00:24:23 +0000",0,1,,,,98,3.67092,,0,147,120,0,,,,,,,,,,,,0.0,[],3.65517,False
0,9.0,"Enticing hop aromas of pine and freshly cut grass boldly emit from this marmalade colored brew. Subtle sweet flavors are accentuated and complimented by the raisins, leading into a hoppy mandarin orange citrus blast. The finish is dominated by high alpha hops, so the mouth dries slightly and bitterness begins to resonate profoundly.",55,https://untappd.akamaized.net/site/beer_logos/beer-_28532_2de72f02422805de774b95027f0c.jpeg,,Raisin Apollo,short-s-brewing-company-raisin-apollo,IPA - Imperial / Double,28532,1139,https://untappd.akamaized.net/site/brewery_logos/brewery-shortsbrewingcompany_1139.jpeg,Short's Brewing Company,short-s-brewing-company,Micro Brewery,http://www.facebook.com/ShortsBrewing,ShortsBrewing,http://www.shortsbrewing.com/,United States,Bellaire,MI,44.9763,-85.2104,,,"Sat, 05 Feb 2011 00:27:53 +0000",0,1,,,,604,3.62252,,0,937,752,0,,,,,,,,,,,,0.0,[],3.63186,False
0,7.5,"Bad Omen IPA is deep red, almost black in color, however, there is very little roasted or dark chocolate flavor. This beer is deceivingly dark with a light body and finishes dry with a higher alcohol content (7.5% abv). This is the base for a showcase of American hops. Very fresh floral and citrus aromas dominate this dark IPA.",35,https://untappd.akamaized.net/site/beer_logos/beer-_28533_65365d0f5310eb7c831f73d38788.jpeg,,Bad Omen IPA,black-bear-brewery-bad-omen-ipa,IPA - American,28533,3496,https://untappd.akamaized.net/site/brewery_logos/brewery-3496_b4204.jpeg,Black Bear Brewery,black-bear-brewery,Micro Brewery,https://www.facebook.com/blackbearmicrobrew/,blackbearbrew,http://www.blackbearmicrobrew.com/,United States,Orono,ME,44.8831,-68.6713,,,"Sat, 05 Feb 2011 00:32:27 +0000",0,1,,,,113,3.64823,,0,190,150,0,,,,,,,,,,,,0.0,[],3.64561,False
0,0.0,Brewed with German Kolsch yeast. Malt toast with a hint of happy aroma.   5.0 ABV,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Winter Rye,captain-lawrence-brewing-company-winter-rye,Winter Ale,28534,341,https://untappd.akamaized.net/site/brewery_logos/brewery-CaptainLawrenceBrewingCompany_341.jpeg,Captain Lawrence Brewing Company,captain-lawrence-brewing-company,Micro Brewery,http://www.facebook.com/CaptainLawrence,cptlawrencebeer,http://captainlawrencebrewing.com,United States,Elmsford,NY,41.07,-73.8152,,,"Sat, 05 Feb 2011 00:33:56 +0000",0,1,,,,31,3.31452,,0,54,42,0,,,,,,,,,,,,0.0,[],3.60852,False
0,5.2,"Rich, chewy, oatmeal stout layered with pronounced chocolate and caramel flavors and a hint of roasted barley. ",52,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Strange Stout,lily-s-seafood-grill-brewery-strange-stout,Stout - Oatmeal,91833,6904,https://untappd.akamaized.net/site/brewery_logos/brewery-LilysSeafoodGrillBrewery_6904.jpeg,Lily's Seafood Grill & Brewery,lily-s-seafood-grill-brewery,Micro Brewery,,,lilysseafood.com,United States,Royal Oak,MI,42.4869,-83.1468,,,"Mon, 24 Oct 2011 19:51:19 +0000",0,1,91833.0,"Sat, 13 Apr 2013 15:14:59 +0000",28535.0,412,3.56857,,2,523,455,0,,,,,,,,,,,,0.0,[],3.60367,False
0,10.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-_30128_sm_92bd4e8658f29208169b3f4a4671ea.jpeg,,Promised Land Imperial IPA,magnolia-pub-and-brewery-promised-land-imperial-ipa,IPA - Imperial / Double,30128,813,https://untappd.akamaized.net/site/brewery_logos/brewery-magnoliapubandbrewery_813.jpeg,Magnolia Brewing Company,magnolia-brewing-company,Micro Brewery,https://www.facebook.com/magnoliapub/,magnoliabeer,http://www.magnoliabrewing.com,United States,San Francisco,CA,37.7704,-122.445,,,"Sat, 12 Feb 2011 21:33:54 +0000",0,1,30128.0,"Tue, 18 Dec 2012 22:32:24 +0000",28536.0,847,3.88813,,4,1091,987,0,,,,,,,,,,,,0.0,[],3.82536,False
0,6.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_28537_sm_39ac062ae1596b351087c32a2fb267.jpeg,,Imper Ale Alter Bionda,fabbrica-della-birra-tenute-collesi-imper-ale-alter-bionda,Blonde Ale,28537,4340,https://untappd.akamaized.net/site/brewery_logos/brewery-BirraCollesi_4340.jpeg,Fabbrica della Birra Tenute Collesi,fabbrica-della-birra-tenute-collesi,Micro Brewery,,,www.collesi.com/,Italy,Apecchio,PU,43.5371,12.4267,,,"Sat, 05 Feb 2011 00:46:11 +0000",0,1,,,,852,3.44366,,18,1020,960,0,,,,,,,,,,,,0.0,[],3.49834,False
0,5.5,Hints of chocolate and roasted malts.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Porter,rock-bottom-restaurant-brewery-porter,Porter - American,13754,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Fri, 10 Dec 2010 04:00:53 +0000",0,1,13754.0,"Fri, 09 Dec 2011 13:37:31 +0000",28538.0,975,3.46718,,10,1253,1146,0,,,,,,,,,,,,3.0,"[{'beer': {'bid': 89020, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-touch-o-smoke-porter', 'beer_name': ""Touch O'Smoke Porter"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 200345, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-bourbon-porter', 'beer_name': 'Bourbon Porter', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 967507, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-brewery-porter-infused-with-chai', 'beer_name': 'Porter Infused with Chai', 'is_vintage': 0, 'is_variant': 1}}]",3.511,False
0,5.5,Hints of chocolate and roasted malts.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Porter,rock-bottom-restaurant-brewery-porter,Porter - American,13754,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Fri, 10 Dec 2010 04:00:53 +0000",0,1,13754.0,"Fri, 09 Dec 2011 13:37:31 +0000",28539.0,975,3.46718,,10,1253,1146,0,,,,,,,,,,,,3.0,"[{'beer': {'bid': 89020, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-touch-o-smoke-porter', 'beer_name': ""Touch O'Smoke Porter"", 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 200345, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-and-brewery-bourbon-porter', 'beer_name': 'Bourbon Porter', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 967507, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'rock-bottom-restaurant-brewery-porter-infused-with-chai', 'beer_name': 'Porter Infused with Chai', 'is_vintage': 0, 'is_variant': 1}}]",3.511,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Baltic Porter,pagosa-brewing-co-baltic-porter,Porter - Baltic,28540,4430,https://untappd.akamaized.net/site/brewery_logos/brewery-PagosaBrewingCo_4430.jpeg,Pagosa Brewing Co.,pagosa-brewing-co,Brew Pub,http://www.facebook.com/pages/Pagosa-Springs-CO/Pagosa-Brewing-Company/66719310787,pagosabrewingco,http://www.pagosabrewing.com/,United States,Pagosa Springs,CO,37.2552,-107.08,,,"Sat, 05 Feb 2011 00:56:33 +0000",0,1,,,,19,3.94737,,0,27,23,0,,,,,,,,,,,,0.0,[],3.62267,False
0,6.4,"Generous quantities of Simcoe and Glacier hops are added throughout the boil. Then, late in fermentation, we infuse the Sweet Child with another dose of Glaciers, imparting a bouquet of hop aroma that veritably bursts forth upon serving. The Sweet Child has a serious malt backbone to stand up to all those hops, creating a delightful balance.",69,https://untappd.akamaized.net/site/beer_logos/beer-9145_815ab_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-9145_45ccd_hd.jpeg,Sweet Child of Vine,fulton-beer-sweet-child-of-vine,IPA - English,9145,2314,https://untappd.akamaized.net/site/brewery_logos/brewery-FultonBeer_2314.jpeg,Fulton Beer,fulton-beer,Micro Brewery,http://www.facebook.com/FultonBeer,fultonbeer,http://fultonbeer.com,United States,Minneapolis,MN,44.9849,-93.279,,,"Sat, 13 Nov 2010 15:50:47 +0000",0,1,9145.0,"Thu, 01 Jan 1970 00:00:00 +0000",28541.0,25104,3.69273,,601,49051,27919,0,,,,,,,,,,,,0.0,[],3.69223,False
0,9.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-_28511_sm_7e67aca926c2eafe0399f326e6d26f.jpeg,,Tweezer Trippel,magnolia-pub-and-brewery-tweezer-tripel,Belgian Tripel,28511,813,https://untappd.akamaized.net/site/brewery_logos/brewery-magnoliapubandbrewery_813.jpeg,Magnolia Brewing Company,magnolia-brewing-company,Micro Brewery,https://www.facebook.com/magnoliapub/,magnoliabeer,http://www.magnoliabrewing.com,United States,San Francisco,CA,37.7704,-122.445,,,"Fri, 04 Feb 2011 22:46:14 +0000",0,1,28511.0,"Wed, 12 Feb 2014 10:39:55 +0000",28542.0,258,3.89535,,0,344,324,0,,,,,,,,,,,,0.0,[],3.76272,False
0,5.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-28543_36299_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-28543_3cdcd_hd.jpeg,Limited Edition Lager: LTD 05,full-sail-brewing-company-limited-edition-lager-ltd-05,Lager - Vienna,28543,2531,https://untappd.akamaized.net/site/brewery_logos/brewery-2531_83630.jpeg,Full Sail Brewing Company,full-sail-brewing-company,Micro Brewery,https://www.facebook.com/pages/Full-Sail-Brewing-Company/60072986984,fullsailbrewing,http://www.fullsailbrewing.com,United States,Hood River,OR,45.7106,-121.516,,,"Sat, 05 Feb 2011 01:08:13 +0000",0,1,,,,2304,3.46235,,2,3648,2781,0,,,,,,,,,,,,0.0,[],3.48445,False
0,11.2,Solara Fin is the final installation of the Ceres project with the beer that started the whole thing: barrel aged La Muerta.,50,https://untappd.akamaized.net/site/beer_logos/beer-28544_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_28544_hd_2fed6161de4e84038dbae0da666492.jpeg,Solera Fin,freetail-brewing-co-solera-fin,Sour - American Wild Ale,28544,3020,https://untappd.akamaized.net/site/brewery_logos/brewery-3020_ea1ed.jpeg,Freetail Brewing Co.,freetail-brewing-co,Micro Brewery,http://www.facebook.com/pages/Freetail-Brewing-Co/57028762312?ref=nf,freetailbrewing,http://www.freetailbrewing.com,United States,San Antonio,TX,29.6016,-98.5613,,,"Sat, 05 Feb 2011 01:10:48 +0000",0,0,,,,3,0.0,,0,14,8,0,,,,,,,,,,,,0.0,[],3.54827,False
0,5.4,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Spam Mail Ale,willimantic-brewing-company-spam-mail-ale,Pale Ale - American,28545,3713,https://untappd.akamaized.net/site/brewery_logos/brewery-3713_ccf68.jpeg,Willimantic Brewing Company,willimantic-brewing-company,Brew Pub,http://www.facebook.com/willibrew,willibrew,http://www.willibrew.com/,United States,Willimantic,CT,41.7128,-72.2173,,,"Sat, 05 Feb 2011 01:15:45 +0000",0,1,,,,57,3.54825,,0,99,85,0,,,,,,,,,,,,0.0,[],3.60178,False
0,0.0,A little nutty....,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mikey's not-so-gimpy Nutty Brown Ale,mikey-s-homebrew-mikey-s-not-so-gimpy-nutty-brown-ale,Brown Ale - English,28546,7172,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Mikey's Homebrew,mikey-s-homebrew,Home Brewery,,,,United States,,,0.0,0.0,,,"Sat, 05 Feb 2011 01:19:50 +0000",1,1,,,,1,0.0,,0,2,1,0,,,,,,,,,,,,0.0,[],2.524,False
