auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,7.0,A non-dry-hopped double strength pale ale brewed as this year's version of Tornado Ale.,0,https://untappd.akamaized.net/site/beer_logos/beer-_47134_sm_0a5580def3d2f542322d7561320389.jpeg,,Tornado Strong Pale Ale (2011),olde-peninsula-brewpub-tornado-strong-pale-ale-2011,Pale Ale - American,47134,943,https://untappd.akamaized.net/site/brewery_logos/brewery-oldepeninsulabrewpubandrestaurant_943.jpeg,Olde Peninsula Brewpub,olde-peninsula-brewpub,Brew Pub,http://www.facebook.com/pages/Olde-Peninsula-Brewpub-and-Restaurant/216012735231,OPBrewerDan,http://oldepenkazoo.com/,United States,Kalamazoo,MI,42.2917,-85.5816,,,"Fri, 29 Apr 2011 20:40:21 +0000",0,0,47134.0,"Thu, 03 Nov 2011 01:45:26 +0000",2090.0,14,3.25,0,26,22,0,0,[],3.57522,False
0,5.75,Amber ale with hints of caramel malts and just enough hops to make this a Downtown Favorite.,0,https://untappd.akamaized.net/site/beer_logos/beer-_2092_sm_0fd16ae0c531bf8df0ce90713796f1.jpeg,,Sunset Red,olde-peninsula-brewpub-and-restaurant-sunset-red,Red Ale - American Amber / Red,2092,943,https://untappd.akamaized.net/site/brewery_logos/brewery-oldepeninsulabrewpubandrestaurant_943.jpeg,Olde Peninsula Brewpub,olde-peninsula-brewpub,Brew Pub,http://www.facebook.com/pages/Olde-Peninsula-Brewpub-and-Restaurant/216012735231,OPBrewerDan,http://oldepenkazoo.com/,United States,Kalamazoo,MI,42.2917,-85.5816,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,785,3.36146,5,958,889,0,0,[],3.4424,False
0,4.25,"This American Cream Ale is straw in color and mildly hopped for a smooth, deliciously light and refreshing ale.",0,https://untappd.akamaized.net/site/beer_logos/beer-_10716_sm_2c2ed2247509b5124b433ae7d10014.jpeg,,Haymarket Cream Ale,olde-peninsula-brewpub-and-restaurant-haymarket-cream-ale,Cream Ale,10716,943,https://untappd.akamaized.net/site/brewery_logos/brewery-oldepeninsulabrewpubandrestaurant_943.jpeg,Olde Peninsula Brewpub,olde-peninsula-brewpub,Brew Pub,http://www.facebook.com/pages/Olde-Peninsula-Brewpub-and-Restaurant/216012735231,OPBrewerDan,http://oldepenkazoo.com/,United States,Kalamazoo,MI,42.2917,-85.5816,,,"Wed, 24 Nov 2010 10:40:25 +0000",0,1,10716.0,"Thu, 03 Nov 2011 01:45:30 +0000",2093.0,626,3.20447,3,771,719,0,0,[],3.351,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Tripel,the-old-hat-brewery-grill-tripel,Belgian Tripel,2094,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Apple Ale,the-old-hat-brewery-grill-apple-ale,Fruit Beer,2095,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,4,4,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Schwarzbier,the-old-hat-brewery-grill-schwarzbier,Schwarzbier,2096,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,6.7,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Stubbins Oatmeal Stout,the-old-hat-brewery-grill-stubbins-oatmeal-stout,Stout - Oatmeal,56626,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Fri, 10 Jun 2011 21:05:49 +0000",0,1,56626.0,"Thu, 03 Nov 2011 01:45:14 +0000",2097.0,3,0.0,0,10,9,0,0,[],3.5726,False
0,5.3,A Bohemian style pils with Czech Saaz hops all the way through good to the last hop.,0,https://untappd.akamaized.net/site/beer_logos/beer-_2098_sm_fa463712cd9867c3c00695ec18c1eb.jpeg,,Depot Pilsner,the-old-hat-brewery-grill-depot-pilsner,Pilsner - Other,2098,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,2,0.0,0,6,6,0,0,[],3.62372,False
0,5.3,"A German-style golden ale, this is a soft and drinkable delight. There is a restrained hoppy dryness to this ale that allows for a faint fruit flavor to emerge.",0,https://untappd.akamaized.net/site/beer_logos/beer-_2099_sm_9893bc36341c610fe760a0013fd770.jpeg,,K?lsch,the-old-hat-brewery-grill-kolsch,K?lsch,2099,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,5.5,"A smooth, malty ruby-hued lager with a surprisingly crisp hop finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-_2100_sm_fa811268b536a9bf1b33b812740cca.jpeg,,Red Lager,the-old-hat-brewery-grill-red-lager,Lager - American Amber / Red,2100,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,3,3,0,0,[],3.59537,False
0,5.0,A summer German ale. Contains 50% wheat malt and a yeast that produces clove and banana esters. Traditionally served with a wedge of lemon.,0,https://untappd.akamaized.net/site/beer_logos/beer-_2101_sm_74b5b1961e5d8780df50b2eecb2fb6.jpeg,,Hefeweizen,the-old-hat-brewery-grill-hefeweizen,Hefeweizen,2101,2104,https://untappd.akamaized.net/site/brewery_logos/brewery-TheOldHatBreweryGrill_2104.jpeg,The Old Hat Brewery & Grill,the-old-hat-brewery-grill,Micro Brewery,http://www.facebook.com/pages/Old-Hat-Brewery-Grill/168070898447,OldHatBrewery,http://oldhatbeer.com/,United States,Lawton,MI,42.1682,-85.8497,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,6,0.0,0,16,15,0,0,[],3.52278,False
0,4.0,,24,https://untappd.akamaized.net/site/beer_logos/beer-131443_af58b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-131443_cee0c_hd.jpeg,Polygamy Porter,wasatch-brewery-polygamy-porter,Porter - American,131443,2599,https://untappd.akamaized.net/site/brewery_logos/brewery-2599_8aa6d.jpeg,Wasatch Brewery,wasatch-brewery,Micro Brewery,https://www.facebook.com/wasatchbeers,wasatchbeers,http://www.wasatchbeers.com/,United States,Park City,UT,40.6418,-111.494,,,"Sun, 12 Feb 2012 17:03:08 +0000",0,1,131443.0,"Sat, 24 Mar 2012 15:25:22 +0000",2102.0,20751,3.50437,356,27600,23395,0,0,[],3.5065,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Frostbite,southend-brewery-and-smokehouse-frostbite,Pale Ale - American,2103,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,5,5,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-CooperRiverRed_2104.jpeg,,Cooper River Red,t-bonz-gill-grill-cooper-river-red,Red Ale - American Amber / Red,2104,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,468,3.37714,2,571,525,0,0,[],3.48506,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-Winterfest_2105.jpeg,,Winterfest,t-bonz-gill-grill-winterfest,Brown Ale - American,2105,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,0,0.0,0,4,4,0,0,[],3.59537,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-Stout_2106.jpeg,,Stout,t-bonz-gill-grill-stout,Stout - American,2106,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,6,0.0,0,9,9,0,0,[],3.53468,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-RaspberryWheat_2107.jpeg,,Raspberry Wheat,t-bonz-gill-grill-raspberry-wheat,Fruit Beer,2107,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,3,0.0,0,7,7,0,0,[],3.59057,False
0,0.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-MarketStreetWheat_2108.jpeg,,Market Street Wheat,t-bonz-gill-grill-market-street-wheat,Lager - North American Adjunct,2108,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,4,0.0,0,8,8,0,0,[],3.57973,False
0,0.0,"Our mildest lager, lower in calories and alcohol than our other beers. Brewed for T-Bonz at New South Brewing, Myrtle Beach.",0,https://untappd.akamaized.net/site/beer_logos/beer-LowCountryLightLager_2109.jpeg,,Low Country Light Lager,t-bonz-gill-grill-low-country-light-lager,Lager - North American Adjunct,2109,1229,https://untappd.akamaized.net/site/brewery_logos/brewery-TBonzGill_1229.jpeg,T-Bonz Gill & Grill,t-bonz-gill-grill,Brew Pub,TBonzGillGrill,TBonzDowntown,www.tbonz.com,United States,Charleston,SC,32.8158,-79.9931,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,86,3.19186,3,110,107,0,0,[],3.55005,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ruby Red Lager,southend-brewery-and-smokehouse-ruby-red-lager,Lager - American Amber / Red,2110,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,34,3.33088,2,42,42,0,0,[],3.61871,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bombay Pale Ale,southend-brewery-and-smokehouse-bombay-pale-ale,Pale Ale - American,2111,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,39,3.17949,0,60,59,0,0,[],3.57341,False
0,5.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,East Bay Brown,southend-brewery-and-smokehouse-east-bay-brown,Brown Ale - English,2112,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,136,2.95772,0,170,166,0,0,[],3.43613,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Scarlet Ale,southend-brewery-and-smokehouse-scarlet-ale,Red Ale - American Amber / Red,2113,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,5,0.0,0,11,11,0,0,[],3.5405,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Ironman Wheat,southend-brewery-and-smokehouse-ironman-wheat,Hefeweizen,2114,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,8,0.0,0,17,16,0,0,[],3.51294,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blonde,southend-brewery-and-smokehouse-blonde,Lager - Pale,2115,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,180,2.94444,0,223,216,0,0,[],3.3877,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blonde,southend-brewery-and-smokehouse-blonde,Lager - Pale,2115,1171,https://untappd.akamaized.net/site/brewery_logos/brewery-SouthendBreweryandSmokehouse_1171.jpeg,Southend Brewery and Smokehouse,southend-brewery-and-smokehouse,Micro Brewery,http://www.facebook.com/SouthendBrewery,southendbrewery,http://www.southendbrewery.com/,United States,Charleston,SC,32.7786,-79.9271,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2115.0,"Tue, 18 Aug 2015 00:52:59 +0000",2116.0,180,2.94444,0,223,216,0,0,[],3.3877,False
0,3.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-PremiumVerum_2117.jpeg,,Premium Verum,oldenberg-brewery-premium-verum,Pilsner - German,2117,944,https://untappd.akamaized.net/site/brewery_logos/brewery-OldenbergBrewery_944.jpeg,Oldenberg Brewery,oldenberg-brewery,Micro Brewery,,,,United States,Ft. Mitchell,KY,39.0436,-84.5724,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,10,3.65,0,15,15,0,0,[],3.63441,False
0,7.0,"Carlsberg 47 was Carlsberg's first, strong Christmas beer, originally launched in 1972 to celebrate the 125th Anniversary of the Carlsberg Breweries. The name ""47"" is derived from the year that the Carlsberg brewery was founded - 1847. It should only have been on the market for that one year, but its great taste quickly gained popularity with beer connoisseurs and it has had a permanent place in Carlsberg's product portfolio ever since.   
Carlsberg 47 is released every year around the time of Carlsberg Breweries' birthday in early November, and is available until the New Year",0,https://untappd.akamaized.net/site/beer_logos/beer-_20778_1e2d9d474d64357293e2c5845dd5.jpeg,,Carlsberg 47,carlsberg-group-carlsberg-47,Bock,20778,344,https://untappd.akamaized.net/site/brewery_logos/brewery-CarlsbergBrewery_344.jpeg,Carlsberg Group,carlsberg-group,Macro Brewery,http://www.facebook.com/Carlsberg,carlsberggroup,www.carlsberggroup.com,Denmark,Copenhagen,,55.6673,12.535,,,"Mon, 03 Jan 2011 21:46:36 +0000",0,1,20778.0,"Tue, 13 Dec 2011 12:43:03 +0000",2118.0,1735,2.98991,46,2233,1905,0,0,[],3.08899,False
