auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,4.9,"RETIRED - 2017 Checkins are probably Raspberry White. 
--||--||--
A golden wheat beer brewed with the finest North American malted barley and wheat. It?s then lightly hopped with the choicest European varieties. This smooth, crisp golden wheat beer is then finished with a hint of raspberry. Enjoy this beer any time of year.",0,https://untappd.akamaized.net/site/beer_logos/beer-southernTierRasberryWheat.jpg,,Raspberry Wheat,southern-tier-brewing-company-raspberry-wheat,Pale Wheat Ale - American,4071,4586,https://untappd.akamaized.net/site/brewery_logos/brewery-4586_47eba.jpeg,Southern Tier Brewing Company,southern-tier-brewing-company,Micro Brewery,http://www.facebook.com/SouthernTierBrewingCompany,stbcbeer,http://www.stbcbeer.com/,United States,Lakewood,NY,42.0889,-79.3482,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,2179,3.50264,63,2953,2632,0,0,[],3.52088,False
0,7.0,"First sold in 75 cl (25.4 fl.oz.) bottles, it is noted for its copper color and as the first beer brewed by the monks of Chimay in 1862.

Topped with a creamy head, it gives off a light, fruity apricot aroma produced by the fermentation. The taste perceived in the mouth is a balance confirming the fruity nuances noticed in the fragrance. 

Its taste, which imparts a silky sensation to the tongue, is made refreshing by a light touch of bitterness. To the palate, the taster perceives a pleasant astringency which complements the flavor qualities of this beer very harmoniously.

This top-fermented Trappist beer, re fermented in the bottle, is not pasteurized.",19,https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4072_d1a54_hd.jpeg,Chimay Rouge (Premi?re),bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere,Belgian Dubbel,4072,378,https://untappd.akamaized.net/site/brewery_logos/brewery-378_6719b.jpeg,Bi?res de Chimay,bia-res-de-chimay,Micro Brewery,http://www.facebook.com/pages/Chimay/133062720101674,ChimayUSA,http://www.chimay.com,Belgium,Baileux,Hainaut,50.0356,4.38177,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,100155,3.81302,2182,136001,113261,0,5,"[{'beer': {'bid': 213632, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere-2008', 'beer_name': 'Chimay Rouge (Premi?re) (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 266015, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere-2011', 'beer_name': 'Chimay Rouge (Premi?re) (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 417517, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere-2007', 'beer_name': 'Chimay Rouge (Premi?re) (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 454450, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere-2012', 'beer_name': 'Chimay Rouge (Premi?re) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 526605, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-4072_84d92_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-rouge-premiere-2009', 'beer_name': 'Chimay Rouge (Premi?re) (2009)', 'is_vintage': 1, 'is_variant': 0}}]",3.81253,False
0,8.0,"Named Cinq Cents in 75 cl (25.4 fl.oz.) bottles, this beer, with its typical golden color, slightly hazy appearance and fine head, is especially characterized by its aroma which results from an agreeable combination of fresh hops and yeast.

It was first brewed by the monks of Chimay at Scourmont Abbey in 1966.

Above all it is the fruity notes of muscat and raisins that give this beer a particularly attractive aroma.",38,https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-10049_03593_hd.jpeg,Chimay Blanche (Cinq Cents),bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents,Belgian Tripel,10049,378,https://untappd.akamaized.net/site/brewery_logos/brewery-378_6719b.jpeg,Bi?res de Chimay,bia-res-de-chimay,Micro Brewery,http://www.facebook.com/pages/Chimay/133062720101674,ChimayUSA,http://www.chimay.com,Belgium,Baileux,Hainaut,50.0356,4.38177,,,"Fri, 19 Nov 2010 13:32:23 +0000",0,1,10049.0,"Thu, 01 Jan 1970 00:00:00 +0000",4073.0,111593,3.80896,2783,159261,125706,0,5,"[{'beer': {'bid': 286990, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents-2003', 'beer_name': 'Chimay Blanche (Cinq Cents) (2003)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 403138, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents-2007', 'beer_name': 'Chimay Blanche (Cinq Cents) (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 403145, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents-2012', 'beer_name': 'Chimay Blanche (Cinq Cents) (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 470427, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents-2005', 'beer_name': 'Chimay Blanche (Cinq Cents) (2005)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 541616, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-10049_caa4d_sm.jpeg', 'beer_slug': 'bieres-de-chimay-abbaye-notre-dame-de-scourmont-chimay-blanche-cinq-cents-2010', 'beer_name': 'Chimay Blanche (Cinq Cents) (2010)', 'is_vintage': 1, 'is_variant': 0}}]",3.80853,False
0,4.9,"The Cappucino of beers. Roasty, smooth and sweet.
Samuel Adams? Cream Stout is a true cream stout, balancing body and sweetness with the natural spiciness of grain and hand selected English hops. Our Brewers use generous portions of roasted chocolate and caramel malts as well as unroasted barley to impart a fullness of body, a roasty malt character and rich, creamy head. Its dark mahogany color make it almost as easy on the eyes as it is on the palate.",28,https://untappd.akamaized.net/site/beer_logos/beer-SamuelAdamsCreamStout_4074.jpeg,,Samuel Adams Cream Stout,boston-beer-company-samuel-adams-cream-stout,Stout - Milk / Sweet,4074,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,26898,3.51194,410,39916,30173,0,0,[],3.5135,False
0,5.4,"Unfiltered wheat ale, fruity, bright, with a crisp flavor of wheat.  Samuel Adams? Hefeweizen beer is a traditional spin on a classic American craft brewing style. The brewers of Samuel Adams? used both malted and unmalted wheat, and two row Pale barley for a clean malty, cereal note. This bright, fruity wheat ale is unfiltered, retaining a natural haze from malt proteins, crisp, bright flavors of wheat, and fresh, fruity ester complexity from our proprietary ale yeast. Accentuated with Noble Spalt-Spalter hops, Samuel Adams? Hefeweizen has an elegant and pleasant bitterness, finishing smooth and clean.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Samuel Adams Hefeweizen,boston-beer-company-samuel-adams-hefeweizen,Hefeweizen,4075,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,450,3.21333,103,638,617,0,0,[],3.39039,False
0,5.35,"rk in color yet medium bodied. Rich and smooth.
Samuel Adams? Brown Ale is a study in flavor, body, and style. Supported by an interesting blend of malts, it shines with a deep mahogany luster. The roasted malt blend is complex and deep as well, with notes of biscuit, nut and caramel. The hops are imported from Europe; Noble Spalt from Germany and citrusy Goldings, a traditional British ale hop selected from a single farm in East Kent. With moderate hop bitterness, a deep malt body, and a fruity ale fermentation character, Samuel Adams? Brown Ale satisfies the soul and doesn",0,https://untappd.akamaized.net/site/beer_logos/beer-SamuelAdamsBrownAle_4076.jpeg,,Samuel Adams Brown Ale,boston-beer-company-samuel-adams-brown-ale,Brown Ale - American,4076,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,439,3.3041,1,622,597,0,0,[],3.44602,False
0,5.45,"A dark, full flavored English porter with Scottish heather honey.  Samuel Adams? Honey Porter is a full-flavored, full-bodied English porter with a substantial roasted malt character, offering a smooth, rounded finish. This beer is brewed with traditional English Ale hops and is dry-hopped with East Kent Goldings, known for their spicy aroma and distinctive, earthy flavor. We brew Honey Porter with Scottish heather honey which balances the spiciness of the hops.

This brew is the perfect complement to glazed ham, spicy chili, and roasted vegetables like beets and carrots, which bring out the herbal notes found in the hops and the sweetness of the honey. Samuel Adams? Honey Porter also pairs well with rich desserts such as baklava and molasses cookies.",0,https://untappd.akamaized.net/site/beer_logos/beer-SamuelAdamsHoneyPorter_4077.jpeg,,Samuel Adams Honey Porter,boston-beer-company-samuel-adams-honey-porter,Porter - English,4077,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,414,3.2808,3,649,596,0,0,[],3.43803,False
0,5.8,"Malty and slightly sweet, balanced by earthy notes from the hops.  The gentle rain and fertile soil of Ireland helped inspire this style of ale, known for being remarkably balanced. Pale and Caramel malts give the beer its rich, deep red color and distinctive caramel flavor. The sweetness of the malt is pleasantly balanced by a pronounced hop bitterness and an earthy note from the East Kent Goldings hops. Samuel Adams? Irish Red finishes smooth and leaves you wanting to take another sip.",25,https://untappd.akamaized.net/site/beer_logos/beer-_4078_sm_4a5fce8d7eeaa849976f4e7656a416.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4078_hd_99fb45eb265250299ddaef1df92817.jpeg,Samuel Adams Irish Red,boston-beer-company-samuel-adams-irish-red,Red Ale - Irish,4078,157,https://untappd.akamaized.net/site/brewery_logos/brewery-157_6a2d2.jpeg,Boston Beer Company,boston-beer-company,Micro Brewery,https://www.facebook.com/SamuelAdams,SamuelAdamsBeer,http://www.samueladams.com,United States,Boston,MA,42.3144,-71.1034,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,39206,3.35774,2738,60336,46176,0,0,[],3.36001,False
0,5.3,"Alt. The name of this beer style comes from the German word ""meaning old"". This refers to the aging that alts undergo since they ferment more slowly and at colder temperatures than most ales. Slow fermentation helps condition the flavors in Alaskan Amber.

Richly malty and long on the palate, with just enough hop backing to make this beautiful amber colored ?alt? style beer notably well balanced.",18,https://untappd.akamaized.net/site/beer_logos/beer-_4079_sm_1dd91bc692daf15218735d260b047d.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_4079_hd_1412070a24a7501d8d2a4bd1729f04.jpeg,Amber,alaskan-brewing-co-amber,Altbier,4079,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,82750,3.58649,2127,137136,93475,0,0,[],3.58673,False
0,5.2,"Golden Ale. A blonde, lighter bodied beer with a floral aroma and a crisp, hoppy finish that's not bitter. The hop character of Alaskan Pale is due to dry hopping by hand during the fermentation process.

A clean, softly malted body with a hint of citrus overtones, followed by a hop-accented dry, crisp finish.

Alaskan Pale is made from glacier-fed water and a generous blend or European and Pacific Northwest hop varieties and premium two-row pale and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches or rainfall we receive each year.",0,https://untappd.akamaized.net/site/beer_logos/beer-Pale_4080.jpeg,,Pale,alaskan-brewing-co-pale,Pale Ale - American,4080,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,,,,560,3.34509,0,823,726,0,0,[],3.45268,False
0,6.2,"Oatmeal Stout. The origins of Oatmeal Stout go back hundreds of years when oats were added to Stouts to promote a healthier image than other beers available during that time period. The unique blend of the oats and malts in Alaskan Stout produce a balanced, smooth beer with hints of coffee and caramel. 

",28,https://untappd.akamaized.net/site/beer_logos/beer-OatmealStout_24770.jpeg,,Oatmeal Stout,alaskan-brewing-co-oatmeal-stout,Stout - Oatmeal,24770,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sun, 16 Jan 2011 17:09:44 +0000",0,1,24770.0,"Thu, 10 May 2012 19:47:15 +0000",4081.0,7129,3.64227,91,9606,8042,0,0,[],3.64262,False
0,6.2,"India Pale Ales are characterized by intense hop flavor and aroma accompanied by higher alcohol content. This style possesses medium maltiness and body while also being crisp and dry. Citrus flavors and aromas are moderate to very strong.

Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish.

Alaskan IPA is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from more than 90 inches of rainfall each year.",55,https://untappd.akamaized.net/site/beer_logos/beer-IPA_4083.jpeg,,IPA,alaskan-brewing-co-ipa,IPA - American,4083,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,13911,3.45766,50,21914,16377,0,0,[],3.46182,False
0,6.5,"The dark, robust body and pronounced smoky flavor of this limited edition beer make it an adventuresome taste experience. Alaskan Smoked Porter is produced in limited ?vintages? each year on November 1 and unlike most beers, may be aged in the bottle much like fine wine.",45,https://untappd.akamaized.net/site/beer_logos/beer-4084_2b271_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4084_8cf8a_hd.jpeg,Smoked Porter,alaskan-brewing-co-smoked-porter,Smoked Beer,4084,17,https://untappd.akamaized.net/site/brewery_logos/brewery-17_9a0f2.jpeg,Alaskan Brewing Co.,alaskan-brewing-co,Micro Brewery,http://www.facebook.com/AlaskanBrewingCo,alaskanbrewing,http://www.alaskanbeer.com/,United States,Juneau,AK,58.3568,-134.489,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,20818,3.74953,285,25909,23383,0,5,"[{'beer': {'bid': 15909, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_15909_sm_7732a5170249b6bcfcbf3dcb628276.jpeg', 'beer_slug': 'alaskan-brewing-co-smoked-porter-2010', 'beer_name': 'Smoked Porter (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 19512, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SmokedPorter2008_19512.jpeg', 'beer_slug': 'alaskan-brewing-co-smoked-porter-2008', 'beer_name': 'Smoked Porter (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 19920, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_19920_sm_7994b5fca744005076e2a08660be59.jpeg', 'beer_slug': 'alaskan-brewing-co-smoked-porter-2001', 'beer_name': 'Smoked Porter (2001)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 21610, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_21610_sm_005f453106b6963e43b5ad0c2079e1.jpeg', 'beer_slug': 'alaskan-brewing-co-smoked-porter-2009', 'beer_name': 'Smoked Porter (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 24636, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_24636_sm_a790d44eb21caa924c4ffe569b5064.jpeg', 'beer_slug': 'alaskan-brewing-co-smoked-porter-2007', 'beer_name': 'Smoked Porter (2007)', 'is_vintage': 1, 'is_variant': 0}}]",3.7481,False
