auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.6,"What better way to surprise a beer lover than with a fruit beer that tastes like beer? Nine years ago, we began our quest to provide beer lovers with a worthy fruit beer, by rolling out Wild Raspberry Ale. Our mantra is that real fruit makes real beer, so we ferment Wild Raspberry Ale with hundreds of pounds of real red and black raspberries. We steadfastly refuse to fall prey to extracts and cheap syrups. Sure, squirting syrup into a keg of beer and rolling it around on the floor is easy, but the taste is...  fake! Over the past nine years, we have stayed true to our commitment to real fruit, no matter what the time, expense, or late season frosts have thrown our way. One year, Mother Nature delivered a late cold snap that was so severe, we had to pre-order 85% of the harvestable U.S. black raspberry crop, just to meet the demand for Wild Raspberry Ale.

Our efforts do not go unrewarded ??? Wild Raspberry Ale is a truly effervescent, ruby red ale that achieves the almost impossible balance between malted barley and tart raspberry fruitiness. Its naturally tart character makes Wild Raspberry the ultimate accompaniment to spicy Mexican food or on its own as a stand-alone session beer.",0,https://untappd.akamaized.net/site/beer_logos/beer-WildRaspberryAle_4963.jpeg,,Wild Raspberry Ale,great-divide-brewing-company-wild-raspberry-ale,Fruit Beer,4963,604,https://untappd.akamaized.net/site/brewery_logos/brewery-604_621e5.jpeg,Great Divide Brewing Company,great-divide-brewing-company,Micro Brewery,http://www.facebook.com/greatdividebrew,greatdividebrew,http://greatdivide.com/,United States,Denver,CO,39.7538,-104.988,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1625,3.18877,2,2577,2150,0,,,,,,0.0,[],3.26199,False
0,7.8,"Hades is a Belgian-style strong golden ale brewed with a rare Belgian yeast strain that gives the beer a distinctive spicy flavor and aroma. Noticeable hops and medium malt character make it an extremely well-balanced, crisp ale.",0,https://untappd.akamaized.net/site/beer_logos/beer-Hades_4964.jpeg,,Hades,great-divide-brewing-company-hades,Belgian Strong Golden Ale,4964,604,https://untappd.akamaized.net/site/brewery_logos/brewery-604_621e5.jpeg,Great Divide Brewing Company,great-divide-brewing-company,Micro Brewery,http://www.facebook.com/greatdividebrew,greatdividebrew,http://greatdivide.com/,United States,Denver,CO,39.7538,-104.988,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,6136,3.54637,0,9208,7335,0,,,,,,0.0,[],3.55129,False
0,9.2,"Created by converging the styles of Belgian Trippel and American Imperial IPA, our ringleader Le Freak is the first-ever hybrid of its kind. It was spawned in San Diego, over barstool pontifications between a respected pub owner and our brewmaster. This Amarillo dry-hopped, bottle conditioned marvel proudly takes its place center stage, with its zesty flavor and firm, dry finish. 
",101,https://untappd.akamaized.net/site/beer_logos/beer-4965_d99f3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4965_61efc_hd.jpeg,Le Freak,green-flash-brewing-company-le-freak,IPA - Belgian,4965,609,https://untappd.akamaized.net/site/brewery_logos/brewery-609_22ae7.jpeg,Green Flash Brewing Company,green-flash-brewing-company,Micro Brewery,https://www.facebook.com/GreenFlashBrew,GreenFlashBeer,http://www.greenflashbrew.com,United States,San Diego,CA,32.9073,-117.178,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,67352,3.78275,498,91461,75430,0,,,,,,5.0,"[{'beer': {'bid': 804216, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-804216_ca805_sm.jpeg', 'beer_slug': 'green-flash-brewing-co-le-freak-with-cambodian-peppercorns', 'beer_name': 'Le Freak With Cambodian Peppercorns', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 804243, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-804243_1d3cb_sm.jpeg', 'beer_slug': 'green-flash-brewing-co-le-freak-with-strawberry', 'beer_name': 'Le Freak With Strawberry', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 804245, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-804245_16d6c_sm.jpeg', 'beer_slug': 'green-flash-brewing-co-le-freak-with-cherry', 'beer_name': 'Le Freak With Cherry', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 804752, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-804752_f303e_sm.jpeg', 'beer_slug': 'green-flash-brewing-co-le-freak-with-kaffir-lime-leaf-key-lime-zest', 'beer_name': 'Le Freak With Kaffir Lime Leaf, Key Lime Zest', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1407680, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'green-flash-brewing-company-le-freak-w-pink-peppercorns-tangerine', 'beer_name': 'Le Freak (w/ Pink Peppercorns & Tangerine)', 'is_vintage': 0, 'is_variant': 1}}]",3.78215,False
0,5.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-TilburgsDutchBrownAle_5402.jpeg,,Tilburg's Dutch Brown Ale,bierbrouwerij-de-koningshoeven-tilburg-s-dutch-brown-ale,Brown Ale - Belgian,5402,110,https://untappd.akamaized.net/site/brewery_logos/brewery-bierbrouwerijdekoningshoeven_110.jpeg,Bierbrouwerij De Koningshoeven,bierbrouwerij-de-koningshoeven,Micro Brewery,https://www.facebook.com/LaTrappeTrappist,LaTrappeBeer,http://www.latrappe.nl,Netherlands,Berkel-Enschot,Noord-Brabant,51.5435,5.1288,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5402.0,"Thu, 01 Jan 1970 00:00:00 +0000",4966.0,2839,3.62804,2,4082,3567,0,,,,,,0.0,[],3.63026,False
0,0.0,An English pale ale brewed by Otto's for the Mount Hill Tavern in Harrisburg Pennsylvania.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mount Hill Pale Ale,otto-s-pub-and-brewery-mount-hill-pale-ale,Pale Ale - English,4967,960,https://untappd.akamaized.net/site/brewery_logos/brewery-ottospubandbrewery_960.jpeg,Otto's Pub and Brewery,otto-s-pub-and-brewery,Micro Brewery,http://www.facebook.com/OttosPubandBrewery,OttosPub,http://ottospubandbrewery.com/,United States,State College,PA,40.8109,-77.9122,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,1,0.0,0,5,5,0,,,,,,0.0,[],3.57953,False
0,6.7,"The second beer of the Brewmaster's reserve line, Saison de Brooklyn is brewed in the style produced by old farmhouse breweries in Belgium and France. Well-hopped and fermented to a crisp dryness, Saisons were brewed in the spring to sustain farmers through the summer. Saison de Brooklyn is boldly hoppy, dry and flinty, with a bright spicy, citric aroma and pillowy white head. This beer has remarkable versatility with food, complementing spicy dishes particularly well.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Saison De Brooklyn,brooklyn-brewery-saison-de-brooklyn,Saison / Farmhouse Ale,4968,259,https://untappd.akamaized.net/site/brewery_logos/brewery-BrooklynBrewery_259.jpeg,Brooklyn Brewery,brooklyn-brewery,Micro Brewery,https://www.facebook.com/thebrooklynbrewery,brooklynbrewery,http://brooklynbrewery.com,United States,Brooklyn,NY,40.7215,-73.9575,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,86,3.40698,0,107,105,0,,,,,,0.0,[],3.59221,False
0,6.9,"A California-style IPA with a Belgian twist.

Stone Cali-Belgique IPA is a hop-forward transatlantic hybrid, the result of exposing Stone IPA to a Belgian culture. Literally. The addition of our Belgian yeast strain yields fascinating layers of flavor and aroma, lending new depth to the bright hoppiness of our flagship India pale ale. A gentle sweetness is more apparent, and you might even pick up hints of bubblegum.

Hops: Magnum, Perle & Centennial.",77,https://untappd.akamaized.net/site/beer_logos/beer-11746_686b5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11746_39d1e_hd.jpeg,Stone Cali-Belgique IPA,stone-brewing-co-stone-cali-belgique-ipa,IPA - Belgian,11746,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,"Sun, 28 Nov 2010 11:39:28 +0000",0,1,11746.0,"Thu, 01 Jan 1970 00:00:00 +0000",4969.0,97376,3.72912,889,139611,107595,0,,,,,,5.0,"[{'beer': {'bid': 155321, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-stone-cali-belgique-ipa-on-french-oak', 'beer_name': 'Stone Cali-Belgique IPA On French Oak', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 156153, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-double-dry-hopped-stone-cali-belgique-ipa', 'beer_name': 'Double Dry Hopped Stone Cali-Belgique IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 209120, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-stone-cali-belgique-ipa-aged-in-red-wine-barrels', 'beer_name': 'Stone Cali-Belgique IPA (Aged in Red Wine Barrels)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 341695, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-co-stone-cali-belgique-ipa-aged-in-white-wine-barrels', 'beer_name': 'Stone Cali-Belgique IPA (Aged in White Wine Barrels)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 367526, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-stone-cali-belgique-ipa-aged-in-red-wine-barrels-w-fresh-peaches-pears-figs-and-strisselspalt-hops', 'beer_name': 'Stone Cali-Belgique IPA (Aged in Red Wine Barrels w/ Fresh Peaches, Pears, Figs and Strisselspalt Hops)', 'is_vintage': 0, 'is_variant': 1}}]",3.72887,False
0,4.2,"The most approachable of our ales, Brawler is malt forward and delicately hopped for a knockout flavor. Its smooth character, hints of caramel and toast, and remarkable drinkability define this ruby colored brew as a true session ale. Perfect for when you want to go a few rounds.",12,https://untappd.akamaized.net/site/beer_logos/beer-4970_e5a20_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4970_c65af_hd.jpeg,Brawler,yards-brewing-co-brawler,English Mild Ale,4970,1383,https://untappd.akamaized.net/site/brewery_logos/brewery-YardsBrewingCo_1383.jpeg,Yards Brewing Co.,yards-brewing-co,Micro Brewery,http://www.facebook.com/pages/Yards-Brewing-Company/18414423069,YardsBrew,http://www.yardsbrewing.com,United States,Philadelphia,PA,39.9623,-75.136,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,45865,3.55147,1029,82029,52109,0,,,,,,0.0,[],3.55212,False
0,4.6,"Not to be boastful, but we honestly believe all other ales pale in comparison to ours. Dry hopped with an abundance of distinctive Simcoe hops, this straw colored pale ale is more drinkable than bitter, more aromatic than aggressive. Philly Pale, as it?s better known, is crisp, hoppy, and bursting with citrus.

Philadelphia Pale Ale was named one of the best Pale Ales in the country by The New York Times.",37,https://untappd.akamaized.net/site/beer_logos/beer-4971_a6856_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4971_e200d_hd.jpeg,Philadelphia Pale Ale,yards-brewing-co-philadelphia-pale-ale,Pale Ale - American,4971,1383,https://untappd.akamaized.net/site/brewery_logos/brewery-YardsBrewingCo_1383.jpeg,Yards Brewing Co.,yards-brewing-co,Micro Brewery,http://www.facebook.com/pages/Yards-Brewing-Company/18414423069,YardsBrew,http://www.yardsbrewing.com,United States,Philadelphia,PA,39.9623,-75.136,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,42283,3.54528,993,77152,48314,0,,,,,,5.0,"[{'beer': {'bid': 64038, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yards-brewing-co-ginger-philly-pale-ale', 'beer_name': 'Ginger Philly Pale Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 406039, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yards-brewing-co-columbus-dry-hopped-philly-pale-ale', 'beer_name': 'Columbus Dry Hopped Philly Pale Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 410010, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yards-brewing-co-grapefruit-philadelphia-pale-ale', 'beer_name': 'Grapefruit Philadelphia Pale Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 501599, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yards-brewing-co-citra-hopped-philadelphia-pale-ale', 'beer_name': 'Citra Hopped Philadelphia Pale Ale', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 697949, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'yards-brewing-co-mosaic-dry-hopped-philly-pale-ale', 'beer_name': 'Mosaic Dry-Hopped Philly Pale Ale', 'is_vintage': 0, 'is_variant': 1}}]",3.54604,False
0,6.0,"Our first ever and most beloved brew, ESA helped establish a following for cask-conditioned beer in the United States back in the ?90s. East Kent Golding hops give this English style ale a subtle spiciness, which compliments its strong malt backbone. Hints of chocolate and caramel round out this deep chestnut colored ale. Floral, earthy, smooth.",44,https://untappd.akamaized.net/site/beer_logos/beer-4972_fc3c0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-4972_d5dcc_hd.jpeg,Extra Special Ale (ESA),yards-brewing-co-extra-special-ale-esa,Extra Special / Strong Bitter,4972,1383,https://untappd.akamaized.net/site/brewery_logos/brewery-YardsBrewingCo_1383.jpeg,Yards Brewing Co.,yards-brewing-co,Micro Brewery,http://www.facebook.com/pages/Yards-Brewing-Company/18414423069,YardsBrew,http://www.yardsbrewing.com,United States,Philadelphia,PA,39.9623,-75.136,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,,,,13492,3.47111,149,21037,15507,0,,,,,,0.0,[],3.4751,False
