auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-62622_fd73a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-62622_d8c11_hd.jpeg,Prykmestar Wehn?bock,vakka-suomen-panimo-osakeyhtio-prykmestar-wehnabock,Weizenbock,62622,2677,https://untappd.akamaized.net/site/brewery_logos/brewery-VakkaSuomenPanimo_2677.jpeg,Vakka-Suomen Panimo Osakeyhti?,vakka-suomen-panimo-osakeyhti,Micro Brewery,,,http://www.vasp.fi,Finland,Uusikaupunki,,60.8013,21.4066,"Wed, 06 Jul 2011 13:57:43 +0000",0,1,62622.0,"Mon, 02 Jan 2012 16:22:20 +0000",18920.0,1243,3.53298,,23,1628,1351,0,,,,,,0.0,[],3.55622,False
0,8.2,,91,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Demon Double Pale Ale (DPA),john-harvard-s-brew-house-demon-double-pale-ale-dpa,IPA - Imperial / Double,218413,16871,https://untappd.akamaized.net/site/brewery_logos/brewery-johnharvardsbrewhouse_16871.jpeg,John Harvard's Brew House,john-harvard-s-brew-house,Brew Pub,http://www.facebook.com/pages/John-Harvards-Brew-House-Cambridge/107215242668910,JHBrewer_Riley,http://www.johnharvards.com,United States,Cambridge,MA,42.3724,-71.1193,"Tue, 21 Aug 2012 20:53:04 +0000",0,1,218413.0,"Tue, 25 Sep 2012 17:37:19 +0000",18921.0,22,3.80682,,0,27,27,0,,,,,,0.0,[],3.62803,False
0,6.1,"An All-American yeast teams up with Cascade, Amarillo, & Centennial for a home run of hops in every sip.",55,https://untappd.akamaized.net/site/beer_logos/beer-39590_fc4e2_sm.jpeg,,Green Monsta IPA,wachusett-brewing-company-green-monsta-ipa,IPA - American,39590,1332,https://untappd.akamaized.net/site/brewery_logos/brewery-WachusettBrewingCompany_1332.jpeg,Wachusett Brewing Company,wachusett-brewing-company,Micro Brewery,http://www.facebook.com/WachusettBrewingCo,wachusettbrew,http://www.wachusettbrew.com,United States,Westminster,MA,42.5586,-71.8715,"Fri, 25 Mar 2011 16:38:10 +0000",0,1,39590.0,"Thu, 01 Jan 1970 00:00:00 +0000",18922.0,23804,3.53485,,835,39066,26972,0,,,,,,0.0,[],3.53632,False
0,4.5,,35,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,American Pale Ale,stadin-panimo-stadin-american-pale-ale,Pale Ale - American,18923,5200,https://untappd.akamaized.net/site/brewery_logos/brewery-StadinPanimo_5200.jpeg,Stadin Panimo,stadin-panimo,Micro Brewery,https://www.facebook.com/StadinPanimo,stadinpanimo,http://www.stadinpanimo.fi,Finland,Helsinki,Uusimaa,60.1865,24.9764,"Thu, 30 Dec 2010 03:13:04 +0000",0,1,,,,2938,3.43303,,103,4439,3180,0,,,,,,0.0,[],3.45352,False
0,9.5,"Above and beyond an India Pale Ale--I2PA is radically hopped with an intense aroma and hop bitterness. Unfiltered and aged for 9 months before it leaves the brewery--not for the faint of heart. I2PA is brewed with two-row Pipkin Pale malts, Saaz, Cascade and Northwest Golding hops. I2PA is available in a new 750ml Silkscreened black ceramic bottle and on draft.",0,https://untappd.akamaized.net/site/beer_logos/beer-ImperialIndiaPaleAleI2PA_4181.jpeg,,Imperial India Pale Ale / I2PA,rogue-ales-imperial-india-pale-ale-i2pa,IPA - Imperial / Double,4181,4565,https://untappd.akamaized.net/site/brewery_logos/brewery-rogue.jpg,Rogue Ales & Spirits,rogue-ales-spirits,Micro Brewery,https://www.facebook.com/RogueAlesSpirits/,rogueales,http://www.rogue.com/,United States,Newport,OR,44.6202,-124.052,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,4181.0,"Thu, 01 Jan 1970 00:00:00 +0000",18924.0,0,0.0,True,0,0,0,0,,,,,,0.0,[],0.0,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Mad Hops IPA,beer-works-boston-salem-hingham-lowell-framingham-mad-hops-ipa,IPA - American,310223,158,https://untappd.akamaized.net/site/brewery_logos/brewery-BeerWorks_158.jpeg,"Beer Works (Boston, Salem, Hingham, Lowell, Framingham)",beer-works-boston-salem-hingham-lowell-framingham,Micro Brewery,,beer_works,http://www.beerworks.net,United States,Boston,MA,42.347,-71.0988,"Thu, 14 Feb 2013 12:02:57 +0000",0,0,310223.0,"Tue, 28 Jan 2014 02:21:38 +0000",18925.0,20,3.525,,0,25,20,0,,,,,,0.0,[],3.64241,False
0,7.2,"First packaged way back in 2003, this IPA from Colorado?s First Craft Brewery is anything but traditional. Mojo India Pale Ale was inspired by the English who first shipped their ales to India and the Far East ? but brewed with an attitude of the great American West. Pale in color but packed with flavor, Mojo reflects the perfect balance of hop bitterness and malt character. The unique Amarillo hop creates a big, grapefruit-like citrus flavor and aroma, making Mojo a very zesty IPA that's crisp and refreshing. ",70,https://untappd.akamaized.net/site/beer_logos/beer-799_43a5e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-799_3e347_hd.jpeg,Mojo IPA,boulder-beer-company-mojo-ipa,IPA - American,799,160,https://untappd.akamaized.net/site/brewery_logos/brewery-160_269c6.jpeg,Boulder Beer Company,boulder-beer-company,Micro Brewery,https://www.facebook.com/BoulderBeerCo/?ref=sgm,BoulderBeerCo,http://www.boulderbeer.com/,United States,Boulder,CO,40.0267,-105.248,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,799.0,"Thu, 01 Jan 1970 00:00:00 +0000",18926.0,58668,3.55405,,647,82382,66173,0,,,,,,5.0,"[{'beer': {'bid': 25500, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-25500_660ee_sm.jpeg', 'beer_slug': 'boulder-beer-company-apple-mojo-ipa', 'beer_name': 'Apple Mojo IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 59093, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-59093_14447_sm.jpeg', 'beer_slug': 'boulder-beer-company-acai-berry-mojo-ipa', 'beer_name': 'Acai Berry Mojo IPA', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 78608, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-grapefruit-mojo-ipa-oak-aged', 'beer_name': 'Grapefruit Mojo IPA (Oak Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 134394, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-rainbow-peppercorn-mojo', 'beer_name': 'Rainbow Peppercorn Mojo', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 186333, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'boulder-beer-company-cranberry-apricot-mojo', 'beer_name': 'Cranberry Apricot Mojo', 'is_vintage': 0, 'is_variant': 1}}]",3.55455,False
0,9.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-RedGodIPA_18927.jpeg,,Red God,cambridge-brewing-co-red-god,Red Ale - Imperial / Double,18927,1506,https://untappd.akamaized.net/site/brewery_logos/brewery-CambridgeBrewingCo_1506.jpeg,Cambridge Brewing Company,cambridge-brewing-company,Micro Brewery,http://www.facebook.com/cambridgebrewing,CamBrewingCo,http://www.cambrew.com/,United States,Cambridge,MA,42.3663,-71.0906,"Thu, 30 Dec 2010 03:19:16 +0000",0,1,,,,2895,3.75881,,16,3541,3262,0,,,,,,0.0,[],3.74853,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-558900_0306e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-558900_db069_hd.jpeg,Dunkles,stallhagen-dunkles,Lager - Dunkel Munich,558900,4099,https://untappd.akamaized.net/site/brewery_logos/brewery-Stallhagen_4099.jpeg,Stallhagen,stallhagen,Micro Brewery,http://www.facebook.com/pages/Stallhagen/25682883090,,www.stallhagen.com,Finland,Finstr?m,,60.2424,19.969,"Sat, 11 Jan 2014 17:19:15 +0000",0,1,558900.0,"Tue, 29 Apr 2014 11:52:16 +0000",18928.0,11,3.52273,,1,19,19,0,,,,,,0.0,[],3.64644,False
0,8.2,"Wonderfully delicious and intensely bitter flavor on a refreshing malt base. Those who seek, crave and rejoice in beers with big, bold, bitter character will find true nirvana.",100,https://untappd.akamaized.net/site/beer_logos/beer-StoneRuinationIPA.jpg,,Stone Ruination IPA,stone-brewing-co-stone-ruination-ipa,IPA - Imperial / Double,1382,1204,https://untappd.akamaized.net/site/brewery_logos/brewery-1204_23541.jpeg,Stone Brewing,stone-brewing,Micro Brewery,http://www.facebook.com/StoneBrewingCo,StoneBrewingCo,http://www.stonebrewing.com/,United States,Escondido,CA,33.1157,-117.12,"Sat, 21 Aug 2010 09:26:35 +0000",0,0,1382.0,"Thu, 01 Jan 1970 00:00:00 +0000",18930.0,110848,4.03507,,45,201261,123430,0,,,,,,5.0,"[{'beer': {'bid': 523964, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-co-stone-ruination-ipa-with-citra-hops-blood-orange-peel', 'beer_name': 'Stone Ruination IPA with Citra Hops & Blood Orange Peel', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 637188, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-co-stone-ruination-ipa-w-blood-orange-vanilla-mosaic-hops', 'beer_name': 'Stone Ruination IPA W/Blood Orange, Vanilla & Mosaic Hops', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 799343, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-co-stone-ruination-ipa-w-moroccan-orange-peel', 'beer_name': 'Stone Ruination IPA w/Moroccan Orange Peel', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 802507, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-co-ruination-kitchen-sink', 'beer_name': 'Ruination Kitchen Sink', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 846011, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'stone-brewing-ruination-with-cascade-and-citra', 'beer_name': 'Ruination With Cascade And Citra', 'is_vintage': 0, 'is_variant': 1}}]",4.03402,False
0,0.0,Laitilan Kukko Portteri,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Laitilan Kukko Portteri,laitilan-wirvoitusjuomatehdas-laitilan-kukko-portteri,Porter - Baltic,18931,2619,https://untappd.akamaized.net/site/brewery_logos/brewery-LaitilanWirvoitusjuomatehdas_2619.jpeg,Laitilan Wirvoitusjuomatehdas,laitilan-wirvoitusjuomatehdas,Micro Brewery,,,www.laitilan.com,Finland,Laitila,,62.0985,30.1381,"Thu, 30 Dec 2010 03:22:04 +0000",0,1,,,,9,0.0,,0,16,16,0,,,,,,0.0,[],3.54021,False
0,6.7,"Bold, spicy and Menacingly Delicious?, this American-hopped IPA offers an aromatic punch and follows through with a lasting, full-bodied finish.

Pine and citrus filled nose from the American hops. Malt sweetness in there as well. Drinkable hop juiciness is the key while remaining balanced with ample caramel presence.",50,https://untappd.akamaized.net/site/beer_logos/beer-3832_a612e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3832_eba13_hd.jpeg,HopDevil IPA,victory-brewing-company-hopdevil-ipa,IPA - American,3832,1326,https://untappd.akamaized.net/site/brewery_logos/brewery-1326_6ca88.jpeg,Victory Brewing Company,victory-brewing-company,Micro Brewery,https://www.facebook.com/victorybeer,VictoryBeer,http://victorybeer.com/,United States,Downingtown,PA,40.0061,-75.6942,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3832.0,"Thu, 01 Jan 1970 00:00:00 +0000",18932.0,145489,3.69224,,3140,274368,163419,0,,,,,,0.0,[],3.69216,False
0,6.5,Diamond Paasbier 6.5%,0,https://untappd.akamaized.net/site/beer_logos/beer-DiamondPaasbier65_18933.jpeg,,Diamond Paasbier,diamond-beer-brewing-company-oy-diamond-paasbier,Brown Ale - Belgian,18933,9404,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Diamond Beer Brewing Company Oy,diamond-beer-brewing-company-oy,Micro Brewery,,,,Finland,,,0.0,0.0,"Thu, 30 Dec 2010 03:23:19 +0000",0,1,,,,1,0.0,,0,5,5,0,,,,,,0.0,[],3.63764,False
0,5.0,Plevnan Amarillo Weizen,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Plevnan Amarillo Weizen,koskipanimo-plevnan-amarillo-weizen,Hefeweizen,18934,5188,https://untappd.akamaized.net/site/brewery_logos/brewery-Koskipanimo_5188_6375f.jpeg,Koskipanimo,koskipanimo,Micro Brewery,https://www.facebook.com/panimoravintolaplevna,,http://www.plevna.fi/,Finland,Tampere,Finlayson,61.5011,23.7586,"Thu, 30 Dec 2010 03:24:38 +0000",0,1,,,,360,3.40694,,0,459,419,0,,,,,,0.0,[],3.5183,False
0,0.0,Bruuveri Marsalkka Pale Ale,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bruuveri Marsalkka Pale Ale,panimoravintola-bruuveri-bruuveri-marsalkka-pale-ale,IPA - American,18935,5191,https://untappd.akamaized.net/site/brewery_logos/brewery-PanimoravintolaBruuveri_5191.jpeg,Panimoravintola Bruuveri,panimoravintola-bruuveri,Micro Brewery,,,www.bruuveri.fi,Finland,Helsinki,,60.1666,24.9436,"Thu, 30 Dec 2010 03:26:20 +0000",0,1,,,,5,0.0,,1,9,9,0,,,,,,0.0,[],3.59217,False
0,5.6,"Dark brown with a small head. Aroma and taste of roasted malt, light fruit, caramel and yeast. Also notes of something that reminded of ""candy"".",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Plevnan Tumma,koskipanimo-plevnan-tumma,Lager - Euro Dark,18936,5188,https://untappd.akamaized.net/site/brewery_logos/brewery-Koskipanimo_5188_6375f.jpeg,Koskipanimo,koskipanimo,Micro Brewery,https://www.facebook.com/panimoravintolaplevna,,http://www.plevna.fi/,Finland,Tampere,Finlayson,61.5011,23.7586,"Thu, 30 Dec 2010 03:29:53 +0000",0,1,,,,276,3.37591,,9,341,319,0,,,,,,0.0,[],3.52027,False
0,0.0,Huvila Sahti,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Huvila Sahti,panimoravintola-huvila-2009-huvila-sahti,Sahti,18937,5186,https://untappd.akamaized.net/site/brewery_logos/brewery-5186_8b575.jpeg,Panimoravintola Huvila (-2009),panimoravintola-huvila-2009,Micro Brewery,,,,Finland,,,0.0,0.0,"Thu, 30 Dec 2010 03:31:16 +0000",0,1,,,,4,0.0,,0,4,4,0,,,,,,0.0,[],3.57325,False
0,10.0,Finlandia Sahti,0,https://untappd.akamaized.net/site/beer_logos/beer-18938_7ddb3_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-18938_71bd7_hd.jpeg,Finlandia Strong,finlandia-sahti-finlandia-strong,Sahti,18938,5203,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Finlandia Sahti,finlandia-sahti,Micro Brewery,,,,Finland,,,0.0,0.0,"Thu, 30 Dec 2010 03:34:23 +0000",0,1,,,,282,3.38387,,7,438,391,0,,,,,,0.0,[],3.52262,False
0,8.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-_12247_00b953e971323fcc91822127cfc0.jpeg,,Vintage Ale (2010),fuller-smith-turner-vintage-ale-2010,Old Ale,12247,3296,https://untappd.akamaized.net/site/brewery_logos/brewery-3296_73351.jpeg,"Fuller, Smith & Turner ",fuller-smith-turner,Micro Brewery,https://www.facebook.com/FullersBrewery,Fullers,http://www.fullers.co.uk/,England,London,,51.4881,-0.249709,"Wed, 01 Dec 2010 15:31:28 +0000",0,0,12247.0,"Thu, 01 Jan 1970 00:00:00 +0000",18939.0,1485,4.01178,,19,1846,1702,0,8.5,Vintage Ale,fuller-smith-and-turner-vintage-ale,86430.0,36.0,,,3.95029,False
