auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dark Harvest Pumpkin Stout,mountain-sun-pub-brewery-dark-harvest-pumpkin-stout,Stout - Other,29520,891,https://untappd.akamaized.net/site/brewery_logos/brewery-MountainSunPubBrewery_891.jpeg,Mountain Sun Pub & Brewery,mountain-sun-pub-brewery,Micro Brewery,http://www.facebook.com/mountainsunpub,mountainsunpub,http://www.mountainsunpub.com/,United States,Boulder,CO,40.019,-105.275,"Wed, 09 Feb 2011 21:52:44 +0000",0,1,,,,719,3.86752,,0,1051,797,0,,,,,,,0.0,[],3.80293,False
0,6.8,With its deep copper color this Scottish style ale has a hearty dose of smoked malt added to compliment the robust sweetness. This is our unique twist on a classic Scottish style ale.,27,https://untappd.akamaized.net/site/beer_logos/beer-29521_299a9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29521_5086a_hd.jpeg,Smoked Scottish Ale,joboy-s-brew-pub-smoked-scottish-ale,Scottish Ale,29521,718,https://untappd.akamaized.net/site/brewery_logos/brewery-718_84ff4.jpeg,JoBoy's Brew Pub,joboys-brew-pub,Brew Pub,https://www.facebook.com/joboysbrewpub,joboybrewpub,http://www.joboysbrewpub.com/,United States,Lititz,PA,40.157,-76.3061,"Wed, 09 Feb 2011 21:54:21 +0000",0,0,,,,60,3.61667,,0,75,70,0,,,,,,,0.0,[],3.64236,False
0,4.3,"A low gravity, low alcohol, roasty, and light bodied beer. It is semi-dry and a little bitter but easy to drink by the glass.",35,https://untappd.akamaized.net/site/beer_logos/beer-614447_29234_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-614447_b827b_hd.jpeg,Irish Dry Stout,joboy-s-brew-pub-irish-dry-stout,Stout - Irish Dry,614447,718,https://untappd.akamaized.net/site/brewery_logos/brewery-718_84ff4.jpeg,JoBoy's Brew Pub,joboys-brew-pub,Brew Pub,https://www.facebook.com/joboysbrewpub,joboybrewpub,http://www.joboysbrewpub.com/,United States,Lititz,PA,40.157,-76.3061,"Wed, 12 Mar 2014 15:07:22 +0000",0,1,614447.0,"Wed, 08 Oct 2014 18:05:03 +0000",29522.0,144,3.57639,,0,160,155,0,,,,,,,0.0,[],3.62684,False
0,5.2,,0,https://untappd.akamaized.net/site/beer_logos/beer-HofbrauPremiumLager_36789.jpeg,,Hofbrau Premium Lager,staatliches-hofbrauhaus-munchen-hofbrau-premium-lager,Lager - Helles,36789,5566,https://untappd.akamaized.net/site/brewery_logos/brewery-StaatlichesHofbrauhausMunchen_5566.jpeg,Staatliches Hofbr?uhaus M?nchen,staatliches-hofbra-uhaus-ma-1-4-nchen,Micro Brewery,http://www.facebook.com/pages/Hofbr?u-M?nchen/111046612332891,HofbraeuhausMUC,http://www.hofbraeu-muenchen.de,Germany,M?nchen,,48.144,11.6975,"Sat, 12 Mar 2011 11:59:37 +0000",0,1,36789.0,"Wed, 19 Sep 2012 10:45:07 +0000",29523.0,0,0.0,True,0,0,0,0,,,,,,,0.0,[],0.0,False
0,5.5,"Our American Pale Ale is a refreshing brew with a moderate amount of hops. Pale golden in color and with a smooth
mouthfeel, it is much more balanced than an IPA and will be enjoyed by people who love all styles of beer.",40,https://untappd.akamaized.net/site/beer_logos/beer-29524_197c2_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29524_0ec46_hd.jpeg,Pale Ale,joboy-s-brew-pub-pale-ale,Pale Ale - American,29524,718,https://untappd.akamaized.net/site/brewery_logos/brewery-718_84ff4.jpeg,JoBoy's Brew Pub,joboys-brew-pub,Brew Pub,https://www.facebook.com/joboysbrewpub,joboybrewpub,http://www.joboysbrewpub.com/,United States,Lititz,PA,40.157,-76.3061,"Wed, 09 Feb 2011 22:07:52 +0000",0,1,,,,320,3.37734,,2,382,357,0,,,,,,,0.0,[],3.51093,False
0,5.5,"Our ESB is a nicely balanced English Style Pale Ale. It is dark gold in color combining with a slightly toasted malt character and lower carbonation. Despite ""bitter"" being in its name, ESBs are not really all that bitter. They key to an ESB is balance.",39,https://untappd.akamaized.net/site/beer_logos/beer-29525_99476_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29525_51ca9_hd.jpeg,Extra Special Bitter,joboy-s-brew-pub-extra-special-bitter,Extra Special / Strong Bitter,29525,718,https://untappd.akamaized.net/site/brewery_logos/brewery-718_84ff4.jpeg,JoBoy's Brew Pub,joboys-brew-pub,Brew Pub,https://www.facebook.com/joboysbrewpub,joboybrewpub,http://www.joboysbrewpub.com/,United States,Lititz,PA,40.157,-76.3061,"Wed, 09 Feb 2011 22:09:06 +0000",0,1,,,,33,3.64394,,0,47,41,0,,,,,,,0.0,[],3.63714,False
0,3.6,"Is a lager beer which has been brewed lighter in body and with less alcohol, which is approx. 3.6 % vol. but with a lovely hop flavor as it is typical for German beers.

A BEER WITH LESS ALCOHOL & CALORIES BUT GREAT TASTE!

Type: Bottom-fermented Lager",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hofbr?u Light,staatliches-hofbrauhaus-munchen-hofbrau-light,Lager - Euro,213328,5566,https://untappd.akamaized.net/site/brewery_logos/brewery-StaatlichesHofbrauhausMunchen_5566.jpeg,Staatliches Hofbr?uhaus M?nchen,staatliches-hofbra-uhaus-ma-1-4-nchen,Micro Brewery,http://www.facebook.com/pages/Hofbr?u-M?nchen/111046612332891,HofbraeuhausMUC,http://www.hofbraeu-muenchen.de,Germany,M?nchen,,48.144,11.6975,"Sat, 11 Aug 2012 09:27:28 +0000",0,1,213328.0,"Sat, 05 Jan 2013 23:18:00 +0000",29526.0,1278,3.05869,,7,1576,1447,0,,,,,,,0.0,[],3.17283,False
0,10.5,,115,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Tolchock (2011),heidrun-brewery-heidrun-tolchock-2011,Stout - Imperial Oatmeal,29527,12785,https://untappd.akamaized.net/site/brewery_logos/brewery-HeirunBrewery_12785.jpeg,Heidrun Brewery (Hei?r?n),heidrun-brewery-heidrun,Home Brewery,,heidrunBrewery,http://www.heidrun.se,Sweden,Stockholm,,59.3289,18.0649,"Wed, 09 Feb 2011 22:16:17 +0000",1,0,,,,3,0.0,,0,11,4,0,,14.0,Siberian Tolchock,heidrun-brewery-heidrun-siberian-tolchock,41668.0,86.0,,,1.5144,False
0,7.0,"Chewy and earthy with a rustic quality, and an extra astringency from the tannins 
Tasty with sausage & mash, chorizo pizza, Spaghetti Bolognaise, Mediterranean vegetable lasagne, and well-hung game.  ",0,https://untappd.akamaized.net/site/beer_logos/beer-29528_8b310_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29528_40e29_hd.jpeg,Organic Cyder,aspall-organic-cyder,Cider,29528,3468,https://untappd.akamaized.net/site/brewery_logos/brewery-3468_f356f.jpeg,Aspall,aspall,Cidery / Meadery,https://www.facebook.com/AspallUK,Aspall,http://www.aspall.co.uk,England,Aspall,"Suffolk, IP14 6PD",52.2436,1.17879,"Wed, 09 Feb 2011 22:35:10 +0000",0,1,,,,1055,3.50213,,38,1330,1171,0,,,,,,,0.0,[],3.53554,False
0,4.5,"MANCHESTER?S FINEST

Best Pale Ale and Dark Crystal malts combine to give a great tasting robust malty premium beer.  English Target and Challenger hops provide for a moderate bitterness to balance off the sweetness of the malts leaving Fuggles hops to produce the inviting spicey, slightly nutty aroma and rich after palate.
Available January - January.",0,https://untappd.akamaized.net/site/beer_logos/beer-ManchestersFinest_29529.jpeg,,Manchester's Finest,hydes-manchester-s-finest,Extra Special / Strong Bitter,29529,3050,https://untappd.akamaized.net/site/brewery_logos/brewery-Hydes_3050.jpeg,Hydes,hydes,Micro Brewery,https://www.facebook.com/pages/Hydes-Brewery/170157366427636,HydesBrewery,http://www.hydesbrewery.co.uk,England,Manchester,"Greater Manchester, M15 5PH",53.4597,-2.25463,"Wed, 09 Feb 2011 22:38:23 +0000",0,1,,,,414,3.24577,,2,570,468,0,,,,,,,0.0,[],3.41793,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Solstice Black,rock-bottom-restaurant-brewery-solstice-black,Porter - Other,29530,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,"Wed, 09 Feb 2011 22:42:45 +0000",0,1,,,,0,0.0,,0,3,3,0,,,,,,,0.0,[],3.59537,False
0,4.5,"*ABV 4.5% bottle, 3.7% cask*
Don?t be fooled: not all beers are created equal! Young?s Bitter sets the standard. We call it ?natural brewing excellence? promoted through our advertising campaign.

Young?s is brewed with passion and that passion is fundamental to the ingredients we use.

Young?s Bitter shares the heritage of 175 years of brewing expertise. Today Young?s Bitter one of the fastest growing standard cask beers in England and Wales.

It is also the first cask beer brand to carry the Red Tractor logo. This stamp of approval guarantees that the Maris Otter barley we use is of the highest quality and grown on assured farms in the UK - Norfolk to be precise!

With high levels of awareness and popularity amongst beer drinkers nationally, Young?s Bitter is an easy drinking pint, with a lower ABV recognising the need for responsible drinking.

Young?s Bitter is also available as a bottled conditioned beer. This means that the yeast is left in the bottle giving the beer the freshest taste and a natural ?fizz.",0,https://untappd.akamaized.net/site/beer_logos/beer-29531_5cf74_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-29531_5a397_hd.jpeg,Young's Bitter,wells-young-s-brewing-company-young-s-bitter,English Bitter,29531,1348,https://untappd.akamaized.net/site/brewery_logos/brewery-1348_d2dfe.jpeg,Charles Wells Brewery,charles-wells-brewery,Micro Brewery,https://www.facebook.com/WellsBrewery,WellsBrewery,http://www.charleswells.co.uk,England,Bedford,Bedfordshire,52.1328,-0.48235,"Wed, 09 Feb 2011 22:48:09 +0000",0,1,,,,6278,3.23045,,175,9621,7099,0,,,,,,,0.0,[],3.24994,False
0,8.5,"Snowmageddon is a tribute to those who stood by and supported the rebuild of the Rahr & Sons Brewery after the Great Roof Collapse of 2010. Rich, roasty, and bold, yet smooth-bodied, this brew features dark coffee aromas and semi-sweet chocolate flavors with a creamy body and a semi-dry finish. Availability: February-March",55,https://untappd.akamaized.net/site/beer_logos/beer-_302840_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_302840_hd_1c185ac7620d548021ce8099cff9ca.jpeg,Snowmageddon (2013),rahr-sons-brewing-company-snowmageddon-2013,Stout - Imperial Oatmeal,302840,1038,https://untappd.akamaized.net/site/brewery_logos/brewery-1038_1a050.jpeg,Rahr & Sons Brewing Company,rahr-sons-brewing-company,Micro Brewery,http://www.facebook.com/rahrbrewing,RahrBrewing,http://www.rahrbrewing.com,United States,Fort Worth,TX,32.7366,-97.3274,"Thu, 31 Jan 2013 13:50:08 +0000",0,0,302840.0,"Tue, 11 Feb 2014 01:05:08 +0000",29532.0,3918,3.89146,,2,6477,4424,0,,8.5,Coffee Snowmageddon,rahr-sons-brewing-company-coffee-snowmageddon,350593.0,140.0,,,3.87409,False
0,0.0,"Cold as hell, so this novelty beer works. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hop Tamale Chili Infused IPA,papago-brewery-hop-tamale-chili-infused-ipa,IPA - American,31874,2757,https://untappd.akamaized.net/site/brewery_logos/brewery-2757_4bece.jpeg,Papago Brewing Company,papago-brewing-company,Micro Brewery,https://www.facebook.com/pages/Papago-Brewing-Company/72878898154,PapagoBrewing,http://papagobrewing.com/,United States,Scottsdale,AZ,33.4656,-111.928,"Sun, 20 Feb 2011 00:19:32 +0000",0,1,31874.0,"Tue, 17 Jul 2012 10:01:15 +0000",29533.0,59,3.60169,,0,77,76,0,,,,,,,0.0,[],3.63557,False
0,5.7,"Ready for something dark and delicious? Something that looks as great as it tastes? Something smokey, malty, and smooth? Get into a pint of our Pyramid Peak Porter! Brewed with tons of Roasted, Chocolate, and Black malts, balanced with a heavy dose of delicious and earthy Fuggle hops, this porter is just what the not-afraid-of-the-dark (beer drinking) person is looking for. When Aspen Brewery?s head brewer, Terry Butler expressed interest in brewing a porter, it didn?t take much convincing to follow through with one. After all, Terry has won medals for porters at the Great American Brew Festival in years past! What poured out of our tap that first day the porter was ready was nothing short of euphoria.

Aspen is nestled between two enormous mountain ranges, the Elk Mountains, and the Sawatch Range. These two ranges are home to some of Colorado?s highest mountains, known as ?fourteeners? as their altitude is above fourteen thousand feet ? there are many within a short distance from Aspen, but one of the most breathtaking to behold is surely Pyramid Peak. Impressive aesthetically, Pyramid and its neighbors the Maroon Bells are also some of the most difficult fourteeners to climb. We couldn?t help but name a badass beer after this badass mountain. Climb that peak and get high ? altitude wise of course ? then come tell the crew over a pint with its namesake!",0,https://untappd.akamaized.net/site/beer_logos/beer-_29534_sm_d1200fab5be68956673dbc60105101.jpeg,,Pyramid Peak Porter,aspen-brewing-company-pyramid-peak-porter,Porter - American,29534,4835,https://untappd.akamaized.net/site/brewery_logos/brewery-AspenBrewingCompany_4835.jpeg,Aspen Brewing Company,aspen-brewing-company,Micro Brewery,http://www.facebook.com/AspenBrewingCompany,AspenBrewingCo,http://www.aspenbrewingcompany.com,United States,Aspen,CO,39.1903,-106.82,"Wed, 09 Feb 2011 23:33:33 +0000",0,1,,,,351,3.53348,,5,427,412,0,,,,,,,0.0,[],3.58816,False
0,3.9,"Brewed with real mashed Long Island Potatoes (or is it \Potatos\""?) in the mash - hence",0,https://untappd.akamaized.net/site/beer_logos/beer-LongIslandPotatoStout_5258.jpeg,,Long Island Potato Stout,the-blind-bat-brewery-long-island-potato-stout,Stout - Irish Dry,5258,1245,https://untappd.akamaized.net/site/brewery_logos/brewery-TheBlindBatBreweryLLC_1245.jpeg,The Blind Bat Brewery,the-blind-bat-brewery,Micro Brewery,,BlindBatBrewer,http://blindbatbrewery.com/,United States,Centerport,NY,40.8959,-73.3811,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5258.0,"Thu, 24 May 2012 22:48:30 +0000",29535.0,149,3.33557,,4,242,213,0,,,,,,,0.0,[],3.54754,False
0,9.0,"A sort of Saison, fermented with Botrytis-infected Viognier and Pinot Gris grapes. This beer is brewed with Pils malt, organic Hard Red Winter Wheat malt, Warrior hops, Willamette hops, Liberty hops, Saison yeast and Botrytis wine must.",18,https://untappd.akamaized.net/site/beer_logos/beer-NobleRot_29536.jpeg,,Noble Rot,dogfish-head-craft-brewery-noble-rot,Saison / Farmhouse Ale,29536,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,"Wed, 09 Feb 2011 23:46:13 +0000",0,1,,,,30319,3.72779,,84,39961,34377,0,,,,,,,5.0,"[{'beer': {'bid': 327434, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dogfish-head-craft-brewery-noble-rot-pinot-gris-barrel-aged', 'beer_name': 'Noble Rot (Pinot Gris Barrel Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 488488, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dogfish-head-craft-brewery-noble-rot-chardonnay-barrel-aged', 'beer_name': 'Noble Rot (chardonnay Barrel Aged)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 488725, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'dogfish-head-craft-brewery-noble-rot-brewed-with-baxtrxtis-grapes', 'beer_name': 'Noble Rot (Brewed With Baxtrxtis Grapes)', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 497993, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-497993_a3aa9_sm.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-oak-aged-noble-rot', 'beer_name': 'Oak-aged Noble Rot', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 577810, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-NobleRot_29536.jpeg', 'beer_slug': 'dogfish-head-craft-brewery-noble-rot-2014', 'beer_name': 'Noble Rot (2014)', 'is_vintage': 1, 'is_variant': 0}}]",3.72703,False
0,0.0,"Piney, notes of grapefruit. In a word, yummy!",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Simcoe IPA,intuition-ale-works-simcoe-ipa,IPA - American,29537,1790,https://untappd.akamaized.net/site/brewery_logos/brewery-IntuitionAleWorks_1790.jpeg,Intuition Ale Works,intuition-ale-works,Micro Brewery,http://www.facebook.com/#!/IntuitionAle,intuitionale,http://www.intuitionale.com,United States,Jacksonville,Fl,30.3178,-81.697,"Thu, 10 Feb 2011 00:08:01 +0000",0,1,,,,0,0.0,,0,1,1,0,,,,,,,0.0,[],3.59537,False
