auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintages.count,vintages.items,weighted_rating_score,wish_list
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dizzy,moonshine-brewing-company-dizzy,Blonde Ale,26847,2772,https://untappd.akamaized.net/site/brewery_logos/brewery-MoonshineBrewingCompany_2772.jpeg,Moonshine Brewing Company,moonshine-brewing-company,Brew Pub,http://www.facebook.com/MoonshineWickerPark,moonshine_chi,http://www.moonshinechicago.com,United States,Chicago,IL,41.9035,-87.6734,"Thu, 27 Jan 2011 11:32:32 +0000",0,0,,,,0,0.0,0,0,0,0,0,[],3.59537,False
0,4.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Dirty Blonde,santa-fe-brewing-company-dirty-blonde,Blonde Ale,26848,1108,https://untappd.akamaized.net/site/brewery_logos/brewery-SantaFeBrewingCompany_1108.jpeg,Santa Fe Brewing Company,santa-fe-brewing-company,Micro Brewery,http://www.facebook.com/SantaFeBrewing,santafebrew,http://www.santafebrewing.com/,United States,Santa Fe,NM,35.5966,-106.052,"Thu, 27 Jan 2011 11:33:28 +0000",0,1,,,,267,3.12921,0,330,309,0,0,[],3.40697,False
0,5.5,"A 5.5% dark wheat stout with Columbus, Simcoe and Chinook and of course plenty of dry hopping action.",60,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Black Dog,brewdog-black-dog,Stout - Other,13026,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,"Mon, 06 Dec 2010 00:35:23 +0000",0,0,13026.0,"Thu, 01 Jan 1970 00:00:00 +0000",26849.0,3,0.0,0,5,5,0,0,[],3.60141,False
0,5.3,"Formerly 'Dirty Blonde', Dirty is an American Pale Ale. Brewing this beer with American ale yeast keeps it light and refreshing. An enormous Cascade and Centennial dry hop lends a strong grapefruit aroma and citrus flavor.",40,https://untappd.akamaized.net/site/beer_logos/beer-26850_3d1b0_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26850_d4410_hd.jpeg,Dirty,adirondack-brewery-dirty,Pale Ale - American,26850,7334,https://untappd.akamaized.net/site/brewery_logos/brewery-adirondackbrewery_7334.jpeg,Adirondack Brewery,adirondack-brewery,Micro Brewery,http://www.facebook.com/pages/Adirondack-Pub-Brewery/240055325493,adkbrewery,http://www.adkbrewery.com/,United States,Lake George,NY,43.4185,-73.7141,"Thu, 27 Jan 2011 11:34:26 +0000",0,1,,,,7311,3.37895,56,10413,8269,0,0,[],3.38985,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Monarch Lite,creekside-brewing-company-monarch-lite,Blonde Ale,26851,3843,https://untappd.akamaized.net/site/brewery_logos/brewery-CreeksideBrewingCompany_3843.jpeg,Creekside Brewing Company,creekside-brewing-company,Micro Brewery,http://www.facebook.com/profile.php?id=1267164913,,http://www.creeksidebrewing.com/,United States,San Luis Obispo,CA,35.2793,-120.665,"Thu, 27 Jan 2011 11:35:21 +0000",0,1,,,,5,0.0,0,8,8,0,0,[],3.51755,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cran Tonio Holmes,rivertowne-brewing-pennsylvania-cran-tonio-holmes,Blonde Ale,26852,1061,https://untappd.akamaized.net/site/brewery_logos/brewery-rivertownebrewingpennsylvania_1061.jpeg,Rivertowne Brewing (Pennsylvania),rivertowne-brewing-pennsylvania,Micro Brewery,https://www.facebook.com/rivertowne.brewing,rivertownebeer,http://www.myrivertowne.com/,United States,Export,PA,40.4213,-79.6354,"Thu, 27 Jan 2011 11:35:59 +0000",0,1,,,,2,0.0,0,2,2,0,0,[],3.5675,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Corona Beach Blonde,main-street-brewery-lamppost-pizza-california-corona-beach-blonde,Blonde Ale,26853,7337,https://untappd.akamaized.net/site/brewery_logos/brewery-7337_ca169.jpeg,Main Street Brewery (Lamppost Pizza) (California),main-street-brewery-lamppost-pizza-california,Micro Brewery,https://www.facebook.com/pages/Main-Street-Brewery/291660027697364,,http://lamppostpizzacorona.com/,United States,Corona,CA,33.8835,-117.565,"Thu, 27 Jan 2011 11:36:40 +0000",0,1,,,,11,3.75,0,16,15,0,0,[],3.61387,False
0,41.0,"An unsettling development has arisen in mainland Europe which BrewDog have found impossible to ignore.

Armed with their 40% ABV beer, German brewers have infiltrated our front lines, slipped under the defences and straight onto the radars of you ? the noble beer drinkers of the Empire.

We ask of you to keep calm and carry on whilst saluting the valiant efforts of Tactical Nuclear Penguin whose fall has allowed the Germans to recapture the world record for the strongest beer.

We are wheeling out the big guns this time. Sink the Bismarck is a quadruple IPA that contains four times the hops, four times the bitterness and frozen four times to create at a staggering 41% ABV.",0,https://untappd.akamaized.net/site/beer_logos/beer-6039_56407_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-6039_6127f_hd.jpeg,Sink The Bismarck!,brewdog-sink-the-bismarck,IPA - Imperial / Double,6039,241,https://untappd.akamaized.net/site/brewery_logos/brewery-241_8c584.jpeg,BrewDog,brewdog,Micro Brewery,http://www.facebook.com/pages/BrewDog/21251598643,BrewDog,http://www.brewdog.com,Scotland,Ellon,Aberdeenshire,57.3716,-2.04834,"Sun, 03 Oct 2010 02:52:39 +0000",0,1,6039.0,"Thu, 01 Jan 1970 00:00:00 +0000",26854.0,8698,3.6849,123,11475,10156,0,0,[],3.68375,False
0,3.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-ClearwaterLight_26855.jpeg,,Clearwater Light,hops-grillhouse-brewery-clearwater-light,Lager - Pale,26855,7338,https://untappd.akamaized.net/site/brewery_logos/brewery-HopsGrillhouseBrewery_7338.jpeg,Hops Grillhouse & Brewery,hops-grillhouse-brewery,Micro Brewery,,,,United States,Madison,GA,33.5962,-83.4662,"Thu, 27 Jan 2011 11:37:17 +0000",0,1,,,,407,2.69902,0,499,481,0,0,[],3.10663,False
0,5.1,"As a straightforward, lighter bodied ale, our Blonde was brewed specially for Bellingham summer time, however, it compliments any meal nicely and has become a year-round favorite. A great beer for lunch, or after work, it's well-rounded softness results from the generous amounts of German pilsner and Vienna malts, balanced with a crisp and cleansing noble Saaz Hop finish.",45,https://untappd.akamaized.net/site/beer_logos/beer-_67598_sm_14aaf869fd46e4f3f1b3f62f4b81c7.jpeg,,Bellingham Blonde Ale,boundary-bay-brewery-bellingham-blonde-ale,Blonde Ale,67598,7339,https://untappd.akamaized.net/site/brewery_logos/brewery-BoundaryBayBrewery_7339.jpeg,Boundary Bay Brewery,boundary-bay-brewery,Micro Brewery,http://www.facebook.com/bbaybrewery,BoundaryBay,http://bbaybrewery.com/,United States,Bellingham,WA,48.7475,-122.481,"Thu, 28 Jul 2011 20:46:17 +0000",0,1,67598.0,"Wed, 21 Aug 2013 08:49:56 +0000",26856.0,1502,3.40895,9,1917,1701,0,0,[],3.44982,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Cayucos Beach Ale ,cayucos-brewing-company-cayucos-beach-ale,Blonde Ale,26857,7340,https://untappd.akamaized.net/site/brewery_logos/brewery-7340_2a885.jpeg,Cayucos Beer Company ,cayucos-beer-company,Micro Brewery,https://www.facebook.com/pages/Cayucos-Beer-Company/167432506646870,,,United States,Cayucos,CA,35.4488,-120.905,"Thu, 27 Jan 2011 11:39:16 +0000",0,1,,,,171,3.27632,5,220,188,0,0,[],3.51633,False
0,5.0,"Birra dal colore giallo paglierino, con una schiuma bianca, fine e persistente.
Al naso malto leggero, seguito da aromi erbacei di fieno.
In bocca ? fresca, parte dolce di malto per deviare rapidamente sull'erbaceo del luppolo.
Il corpo e la leggera carbonatazione ne fanno una birra dissetante e beverina.
Ottima con antipasti, insalate, risotti, carni bianche, pesce arrosto e ai ferri.",0,https://untappd.akamaized.net/site/beer_logos/beer-26858_eef30_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26858_4536c_hd.jpeg,Cavallina,birrificio-valcavallina-cavallina,Blonde Ale,26858,7341,https://untappd.akamaized.net/site/brewery_logos/brewery-BirrificioValcavallina_7341.jpeg,Birrificio Valcavallina,birrificio-valcavallina,Micro Brewery,,,www.birrificiovalcavallina.it,Italy,Endine Gaiano,BG,45.7905,9.97095,"Thu, 27 Jan 2011 11:40:05 +0000",0,1,,,,111,3.36712,3,189,122,0,0,[],3.57522,False
0,5.2,,35,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Chicago Gold (Chicago),rock-bottom-restaurant-and-brewery-chicago-gold-chicago,Golden Ale,8015,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,"Mon, 08 Nov 2010 10:42:11 +0000",0,1,8015.0,"Wed, 07 Dec 2011 15:37:06 +0000",26859.0,863,3.45857,33,1076,1004,0,0,[],3.50883,False
0,4.9,"Beach Blonde Ale aged on Pablano, Serrano & Jalapeno Peppers? lots of great pepper flavor and a touch of heat.",10,https://untappd.akamaized.net/site/beer_logos/beer-26860_1b184_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26860_1c505_hd.jpeg,Cape Cod Hot Blonde,cape-cod-beer-cape-cod-hot-blonde,Blonde Ale,26860,7343,https://untappd.akamaized.net/site/brewery_logos/brewery-CapeCodBeer_7343.jpeg,Cape Cod Beer,cape-cod-beer,Micro Brewery,http://www.facebook.com/CapeCodBeer,capecodbeer,http://www.capecodbeer.com,United States,Hyannis,MA,41.678,-70.3102,"Thu, 27 Jan 2011 11:49:10 +0000",0,1,,,,141,3.60993,34,190,167,0,0,[],3.63804,False
0,5.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-CaesarRodneyGoldenAle_26861.jpeg,,Caesar Rodney Golden Ale,twin-lakes-brewing-co-caesar-rodney-golden-ale,Blonde Ale,26861,3936,https://untappd.akamaized.net/site/brewery_logos/brewery-TwinLakesBrewing_3936.jpeg,Twin Lakes Brewing Co.,twin-lakes-brewing-co,Micro Brewery,http://www.facebook.com/TwinLakesBrews,TwinLakesBrews,http://twinlakesbrewingcompany.com,United States,Greenville,DE,39.7831,-75.6013,"Thu, 27 Jan 2011 11:49:56 +0000",0,1,,,,31,3.12903,12,52,49,0,0,[],3.60288,False
0,6.8,A seasonal release winter specialty beer infused with cloves and honey and with a high alcohol volume to help warm you on those cooler days.,0,https://untappd.akamaized.net/site/beer_logos/beer-_26862_8084d01d7828d9311af1e05401f7.jpeg,,Wintertide,harrington-s-breweries-wintertide,Winter Ale,26862,5006,https://untappd.akamaized.net/site/brewery_logos/brewery-5006_c228d.jpeg,Harrington's Breweries,harrington-s-breweries,Micro Brewery,https://www.facebook.com/HarringtonsBreweries,Carlharrybrews,http://harringtons.nz,New Zealand,wigram,Christchurch,-43.5435,172.569,"Thu, 27 Jan 2011 11:50:23 +0000",0,0,,,,14,3.67857,1,27,25,0,0,[],3.65205,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Bulldog Ale,no-li-brewhouse-bulldog-ale,Blonde Ale,30386,5128,https://untappd.akamaized.net/site/brewery_logos/brewery-5128_db5bb.jpeg,No-Li Brewhouse,no-li-brewhouse,Micro Brewery,https://www.facebook.com/nolibrewhouse,NoLiBrewhouse,http://www.nolibrewhouse.com,United States,Spokane,WA,47.6619,-117.395,"Sun, 13 Feb 2011 06:46:40 +0000",0,0,30386.0,"Sun, 01 Jan 2012 16:12:15 +0000",26863.0,49,3.46939,1,67,59,0,0,[],3.62582,False
0,5.0,"Granted, it was damn ? difficult, but our customers asked for such a beer, we are actually quite proud of the fact that we succeeded. What we have succeeded with is to produce a beer that is not already from the first sip an attack on your tastebuds with a screeching hop bitterness and oceans of alcohol. Bryggen?s Blonde is probably best described as a beer with a gentle appearance that appeals to the thoughtful segment, rather than the tanned, hardened beer enthusiasts. In the glass it appears a warm golden beer both creamy and delicious. The scent is rich in floral tones and a slight hint of yeast reveals the Belgian inspiration. 
With Bryggens Blond we would like to thank those of our customers who reminded us that a good beer does not always have to be a wild and violent experience. 
<p>
Ingredients: Water, barley malt , hops, sweet orange zest and yeast",19,https://untappd.akamaized.net/site/beer_logos/beer-26864_72d7e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-26864_8bd38_hd.jpeg,Bryggens Blond,amager-bryghus-bryggens-blond,Blonde Ale,26864,1950,https://untappd.akamaized.net/site/brewery_logos/brewery-AmagerBryghus_1950.jpeg,Amager Bryghus,amager-bryghus,Micro Brewery,https://www.facebook.com/amagerbryghus?ref=hl&ref_type=bookmark,,www.amagerbryghus.dk,Denmark,Kastrup,,55.6245,12.5963,"Thu, 27 Jan 2011 11:52:53 +0000",0,1,,,,346,3.29697,12,410,380,0,0,[],3.46285,False
0,5.6,"A light golden, effervescent, American-style cream ale. Crisp and delicate.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Broadway Blonde,steelhead-brewing-co-broadway-blonde,Blonde Ale,26865,2530,https://untappd.akamaized.net/site/brewery_logos/brewery-SteelheadBrewingCo_2530.jpeg,Steelhead Brewing Co.,steelhead-brewing-co,Micro Brewery,https://www.facebook.com/SteelheadBrewingCoBurlingame/,SteelheadBrewCA,http://www.steelheadbrewery.com/burlingame,United States,Burlingame,CA,37.58,-122.346,"Thu, 27 Jan 2011 11:54:17 +0000",0,1,,,,651,3.15476,15,865,729,0,0,[],3.31309,False
0,6.0,"4 Malted Grains, Noble Hops, and Belgian Yeast.",30,https://untappd.akamaized.net/site/beer_logos/beer-BottleTreeBlonde_15009.jpeg,,Blonde,bottletree-beer-co-blonde,Blonde Ale - Belgian Blonde / Golden,15009,28807,https://untappd.akamaized.net/site/brewery_logos/brewery-BottleTreeBeerCo_28807.jpeg,BottleTree Beer Co,bottletree-beer-co,Micro Brewery,,bottletreebeer,http://www.bottletree.net,United States,Tryon,NC,35.2089,-82.2383,"Thu, 16 Dec 2010 13:31:37 +0000",0,1,15009.0,"Thu, 01 Jan 1970 00:00:00 +0000",26866.0,2102,3.29579,10,2861,2447,0,0,[],3.3408,False
0,4.0,"Inspired by the crisp, clean Pilsners of the Old World, Bobcat was designed as a light-bodied lager with a subtle bitterness and an uncanny ability to pair with a wide variety of food. Golden and refreshing, Bobcat utilizes noble german hop varieties to create an easy-going and highly drinkable Pilsner.",15,https://untappd.akamaized.net/site/beer_logos/beer-1633114_6bc1f_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1633114_c5a11_hd.jpeg,Bobcat Blonde Lager,adirondack-brewery-bobcat-blonde-lager,Pilsner - German,1633114,7334,https://untappd.akamaized.net/site/brewery_logos/brewery-adirondackbrewery_7334.jpeg,Adirondack Brewery,adirondack-brewery,Micro Brewery,http://www.facebook.com/pages/Adirondack-Pub-Brewery/240055325493,adkbrewery,http://www.adkbrewery.com/,United States,Lake George,NY,43.4185,-73.7141,"Wed, 06 Jul 2016 00:14:22 +0000",0,1,1633114.0,"Mon, 18 Jul 2016 16:34:30 +0000",26867.0,1025,3.26585,29,1280,1179,0,0,[],3.35419,False
0,0.0,A blonde ale derived from a blend of Canadian 2 row barley wheat and Munich malt. A light but mellow malty character giving way to the aromatic flavour of cascade hops on the finish. Great with food or on its own is what makes this beer our most popular.,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blonde Rock ,rudder-s-brew-pub-blonde-rock,Blonde Ale,26868,7351,https://untappd.akamaized.net/site/brewery_logos/brewery-7351_d1dcc.jpeg,Rudder's Brew Pub,rudder-s-brew-pub,Brew Pub,,,http://www.ruddersbrewpub.com,Canada,Yarmouth,NS,43.8372,-66.1214,"Thu, 27 Jan 2011 11:57:57 +0000",0,1,,,,56,3.5,4,76,64,0,0,[],3.62749,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blonde Bomb Shell,frank-n-stein-blonde-bomb-shell,Blonde Ale,26869,7352,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Frank N Stein,frank-n-stein,Home Brewery,,,,United States,,,0.0,0.0,"Thu, 27 Jan 2011 11:59:16 +0000",1,1,,,,0,0.0,0,0,0,0,0,[],3.59537,False
0,4.5,"Light, crisp and refreshing. This beer is brewed with Canadian 2-row barley and German noble hops.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,San Diego Blonde,the-beer-company-san-diego-blonde,Blonde Ale,56684,4152,https://untappd.akamaized.net/site/brewery_logos/brewery-TheBeerCompany_4152.jpeg,The Beer Company,the-beer-company,Micro Brewery,https://www.facebook.com/TheBeerCompany,,,United States,San Diego,CA,32.7158,-117.159,"Fri, 10 Jun 2011 23:48:32 +0000",0,1,56684.0,"Tue, 12 Jun 2012 22:12:52 +0000",26870.0,536,3.15765,2,670,639,0,0,[],3.33655,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,La Blonde de Saint-Louis,brasserie-de-saint-louis-la-blonde-de-saint-louis,Blonde Ale,26871,7354,https://untappd.akamaized.net/site/brewery_logos/brewery-7354_9ac26.jpeg,Brasserie de Saint-Louis,brasserie-de-saintlouis,Micro Brewery,https://www.facebook.com/pages/Brasserie-De-Saint-Louis/211594665559712,,www.saint-louis.biz,France,Saint-Louis,Haut-Rhin,47.5977,7.55312,"Thu, 27 Jan 2011 12:01:35 +0000",0,1,,,,70,3.10357,1,76,75,0,0,[],3.54885,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blonde,le-cheval-blanc-blonde,Blonde Ale,26872,777,https://untappd.akamaized.net/site/brewery_logos/brewery-777_1ace6.jpeg,Le Cheval Blanc,le-cheval-blanc,Brew Pub,https://www.facebook.com/pages/Le-Cheval-Blanc/104725816258577,,www.lechevalblanc.ca,Canada,Montreal,QC,45.5182,-73.5643,"Thu, 27 Jan 2011 12:02:55 +0000",0,1,,,,114,3.17982,1,135,131,0,0,[],3.52278,False
0,6.2,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Blond Met Een Pond,brouwerij-de-molen-blond-met-een-pond,Blonde Ale,26873,3367,https://untappd.akamaized.net/site/brewery_logos/brewery-3367_c1d5d.jpeg,Brouwerij De Molen,brouwerij-de-molen,Micro Brewery,http://www.facebook.com/BierbrouwerijDeMolen,molenbier,http://www.brouwerijdemolen.nl,Netherlands,Bodegraven,Zuid Holland,52.0857,4.74211,"Thu, 27 Jan 2011 12:04:16 +0000",0,0,,,,1,0.0,0,2,2,0,0,[],3.61059,False
0,5.1,,18,https://untappd.akamaized.net/site/beer_logos/beer-nebraskaBrewingBlonde.jpg,,NE Blonde,nebraska-brewing-company-ne-blonde,Blonde Ale,15151,901,https://untappd.akamaized.net/site/brewery_logos/brewery-901_44863.jpeg,Nebraska Brewing Company,nebraska-brewing-company,Micro Brewery,https://www.facebook.com/NebraskaBrewingCompany,NEBrewingCo,http://www.nebraskabrewingco.com,United States,Papillion,NE,41.1332,-96.0285,"Fri, 17 Dec 2010 12:18:26 +0000",0,0,15151.0,"Wed, 26 Oct 2011 04:13:36 +0000",26874.0,386,3.23834,0,976,490,0,0,[],3.41978,False
