auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,vintage_parent,vintages.count,vintages.items,weighted_rating_score,wish_list
0,7.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-20802_d0d9e_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20802_fc25a_hd.jpeg,Premium Weisbier,canaan-brewery-premium-weisbier,Witbier,20802,5877,https://untappd.akamaized.net/site/brewery_logos/brewery-CanaanBrewery_5877.jpeg,Canaan Brewery (????? ????),canaan-brewery,Nano Brewery,,,,Israel,Ma'aleh Adumim,,31.8167,35.3667,,,"Mon, 03 Jan 2011 22:59:09 +0000",0,1,,,,16,2.0625,0,19,19,0,,0.0,[],3.57081,False
0,8.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-_20803_5662c11b28a87587df472d3cadb8.jpeg,,Bazelet Double Bock (???? ???? ???),golan-brewery-bazelet-double-bock,Doppelbock ,20803,5878,https://untappd.akamaized.net/site/brewery_logos/brewery-5878_2967c.jpeg,Golan Brewery (????? ?????),golan-brewery,Micro Brewery,,,http://www.beergolan.co.il,Israel,Qatsrin,Golan,32.9922,35.6942,,,"Mon, 03 Jan 2011 23:08:24 +0000",0,1,,,,358,3.5419,6,448,412,0,,0.0,[],3.59205,False
0,6.0,,0,https://untappd.akamaized.net/site/beer_logos/beer-DancingCamelDowntownBrown_20804.jpeg,,Downtown Brown,the-dancing-camel-brewing-co-ltd-downtown-brown,Brown Ale - American,20804,5879,https://untappd.akamaized.net/site/brewery_logos/brewery-DancingCamel_5879.jpeg,"The Dancing Camel Brewing Co., Ltd.",the-dancing-camel-brewing-co-ltd,Micro Brewery,https://www.facebook.com/Dancingcamelpub,,http://dancingcamel.com/,Israel,Tel Aviv,,32.0672,34.7867,,,"Mon, 03 Jan 2011 23:09:09 +0000",0,1,,,,134,3.5,3,174,154,0,,0.0,[],3.60485,False
0,0.0,Out of Production,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Golden Era (Shower),dogfish-head-craft-brewery-golden-era-shower,Pilsner - Imperial / Double,20805,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,,,"Mon, 03 Jan 2011 23:09:43 +0000",0,0,,,,32,3.35938,0,59,58,0,,0.0,[],3.6222,False
0,4.9,Reddish amber colored beer. Nice balance between the sweetness of caramel malt and on the other hand fresh hop bitterness.,0,https://untappd.akamaized.net/site/beer_logos/beer-20806_1646c_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20806_73c25_hd.jpeg,Negev Amber Ale,negev-brewery-negev-amber-ale,Red Ale - American Amber / Red,20806,5880,https://untappd.akamaized.net/site/brewery_logos/brewery-5880_31b1d.jpeg,Negev Brewery,negev-brewery,Micro Brewery,https://www.facebook.com/Negev.Beer,,http://www.negevbrewery.co.il/english/,Israel,Kiryat Gat,,31.6111,34.7685,,,"Mon, 03 Jan 2011 23:10:16 +0000",0,1,,,,436,3.47362,8,574,490,0,,0.0,[],3.5466,False
0,5.5,,40,https://untappd.akamaized.net/site/beer_logos/beer-_20807_sm_f38902f8f0d98cc51a11de1c234da9.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20807_hd_5374099b2d11ae8ca67d0e579873d2.jpeg,Malka Admonit (Pale Ale),malka-malka-admonit-pale-ale,Pale Ale - English,20807,5881,https://untappd.akamaized.net/site/brewery_logos/brewery-Malka_5881.jpeg,Malka (????),malka,Micro Brewery,http://www.facebook.com/malkabrewery/,,http://www.malkabeer.co.il/,Israel,Kibbutz Yehiam,,32.9961,35.2211,,,"Mon, 03 Jan 2011 23:11:03 +0000",0,1,,,,1887,3.40461,28,2425,2166,0,,0.0,[],3.43888,False
0,5.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-20808_eee2b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20808_73a22_hd.jpeg,Layla Dirty Blonde Lager,international-beer-breweries-ltd-cbc-group-layla-dirty-blonde-lager,Lager - North American Adjunct,20808,5883,https://untappd.akamaized.net/site/brewery_logos/brewery-5883_130d3.jpeg,Israel Beer Breweries Ltd. (IBBL),israel-beer-breweries-ltd-ibbl,Macro Brewery,,,http://www.carlsberg.co.il/,Israel,Ashkelon,,31.6688,34.5743,,,"Mon, 03 Jan 2011 23:12:17 +0000",0,0,,,,13,3.09615,0,19,19,0,,0.0,[],3.62724,False
0,5.2,Genuine quality - Rich Taste,0,https://untappd.akamaized.net/site/beer_logos/beer-20809_d843b_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20809_8e5d1_hd.jpeg,Tuborg Red (Israel),israel-beer-breweries-ltd-ibbl-tuborg-red-israel,Lager - Vienna,20809,5883,https://untappd.akamaized.net/site/brewery_logos/brewery-5883_130d3.jpeg,Israel Beer Breweries Ltd. (IBBL),israel-beer-breweries-ltd-ibbl,Macro Brewery,,,http://www.carlsberg.co.il/,Israel,Ashkelon,,31.6688,34.5743,,,"Mon, 03 Jan 2011 23:13:14 +0000",0,1,,,,1228,3.07303,29,1990,1453,0,,0.0,[],3.188,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kingston Lager,desnoes-geddes-ltd-kingston-lager,Lager - Pale,20810,442,https://untappd.akamaized.net/site/brewery_logos/brewery-DesnoesGeddesLtd_442_f89aa.jpeg,Desnoes & Geddes,desnoes-geddes,Macro Brewery,http://www.facebook.com/redstripe,redstripe,http://www.redstripebeer.com/,Jamaica,Kingston,,17.9833,-76.8,,,"Mon, 03 Jan 2011 23:21:42 +0000",0,1,,,,22,2.95455,2,58,51,0,,0.0,[],3.60407,False
0,0.0,"A clean, crisp lager brewed in the classic tradition only the finest hops, spring barley and pure Jamaican water.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Real Rock Premium,big-city-brewing-company-real-rock-premium,Lager - Pale,20811,5885,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Big City Brewing Company,big-city-brewing-company,Micro Brewery,,,,Jamaica,Kingston,,17.9693,-76.7968,,,"Mon, 03 Jan 2011 23:22:43 +0000",0,1,,,,15,2.78333,1,39,37,0,,0.0,[],3.61034,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Kimmel Rigas Originalais,kimmels-riga-kimmel-rigas-originalais,Lager - Pale,20812,5887,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Kimmels Riga,kimmels-riga,Micro Brewery,,,,Latvia,,,0.0,0.0,,,"Mon, 03 Jan 2011 23:57:19 +0000",0,1,,,,1,0.0,0,7,4,0,,0.0,[],3.61406,False
0,5.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Special Export,cesu-alus-special-export,Lager - Pale,20813,5888,https://untappd.akamaized.net/site/brewery_logos/brewery-CesuAlusDaritavaOlvi_5888.jpeg,C?su Alus,c-su-alus,Micro Brewery,http://www.facebook.com/cesualus,CesuAlus,http://www.cesualus.lv,Latvia,,C?sis,57.318,25.3048,,,"Mon, 03 Jan 2011 23:58:10 +0000",0,1,,,,12,2.8125,2,27,19,0,,0.0,[],3.61917,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Aldaris Ice Beer,aldaris-carlsberg-group-aldaris-ice-beer,Lager - Pale,20814,19,https://untappd.akamaized.net/site/brewery_logos/brewery-AldarisCarlsbergGroup_19.jpeg,Aldaris,aldaris,Macro Brewery,http://www.facebook.com/ASAldaris,AldarisAlus,http://www.aldaris.lv/,Latvia,Riga,,57.0064,24.1206,,,"Mon, 03 Jan 2011 23:59:16 +0000",0,1,,,,0,0.0,2,5,5,0,,0.0,[],3.65091,False
0,3.9,"These types of beer production using wheat ale malt, accompanied by a classic pale barley malt. Ultrafine and light taste of this beer gives the aromatic varieties of hops. Beer is unfiltered. Ideal for thirst quenching.",0,https://untappd.akamaized.net/site/beer_logos/beer-_20815_sm_0bb11d1003a8ee71c40815a02d0c22.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20815_hd_975ddd3c7897f39422e5a228f6bc74.jpeg,Bruveris Kviesu,bruveris-alus-tirdzniecibas-grupa-bruveris-kviesu,Witbier,20815,5890,https://untappd.akamaized.net/site/brewery_logos/brewery-BruverisAlusTirdzniecibasGrupa_5890_feded.jpeg,Bruveris (Alus Tirdzniecibas Grupa),bruveris-alus-tirdzniecibas-grupa,Micro Brewery,,,http://www.bruveris.lv/,Latvia,,Riga,56.9783,24.079,,,"Tue, 04 Jan 2011 00:01:38 +0000",0,1,,,,13,3.11538,1,18,18,0,,0.0,[],3.62902,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Latgales Gai?ais,latgales-alus-latgales-gaisais,Lager - Pale,20816,5891,https://untappd.akamaized.net/site/brewery_logos/brewery-5891_6011e.jpeg,Latgales Alus,latgales-alus,Micro Brewery,https://www.facebook.com/latgalesalus/,latgalesalus,http://www.latgalus.com,Latvia,Daugavpils,,55.8642,26.5261,,,"Tue, 04 Jan 2011 00:04:15 +0000",0,1,,,,51,3.20098,1,64,62,0,,0.0,[],3.58645,False
0,4.7,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Livu Pilzenes,sia-cido-grupa-livu-pilzenes,Pilsner - Other,20817,5892,https://untappd.akamaized.net/site/brewery_logos/brewery-5892_9490f.jpeg,SIA Cido Grupa,sia-cido-grupa,Micro Brewery,,,http://www.cido.lv/,Latvia,R?ga,,57.0229,24.1288,,,"Tue, 04 Jan 2011 00:05:00 +0000",0,1,,,,131,2.47328,7,158,148,0,,0.0,[],3.29708,False
0,5.4,"High quality golden beer with a balanced taste of maltiness aroma and rich toasty flavors obtained during long brewing. Produced from high-quality barley grown in the T?rvete region.

Alcohol 5.4% by vol.
Use-by date 70 days
Storage temperature range from +2? to +20? C.
Available in 0.5l glass bottles
Four pack packaging.",0,https://untappd.akamaized.net/site/beer_logos/beer-1387263_11543_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-1387263_1de00_hd.jpeg,T?rvete Ori?in?lais,tervetes-alus-tervete-originalais,Lager - Helles,1387263,28157,https://untappd.akamaized.net/site/brewery_logos/brewery-28157_d413d.jpeg,T?rvetes Alus,tervetes-alus,Micro Brewery,https://www.facebook.com/TervetesAlus/,,http://tervete.lv/alus-razosana/,Latvia,,,0.0,0.0,,,"Mon, 11 Jan 2016 14:16:36 +0000",0,1,1387263.0,"Fri, 15 Jan 2016 14:54:13 +0000",20818.0,237,3.27954,8,306,269,0,,0.0,[],3.48852,False
0,5.0,"Brewed from the finest wheat germ, the full flavour of Macau Beer reflects the true spirit of Macanese culture. Enjoy the only beer brewed in Macau.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Macau Beer,kirin-brewery-zhuhai-co-macau-beer,Blonde Ale,22208,2467,https://untappd.akamaized.net/site/brewery_logos/brewery-ZhuhaiKirinPresidentBrewery_2467_1616b.jpeg,Kirin Brewery (Zhuhai) Co.,kirin-brewery-zhuhai-co,Micro Brewery,,,http://www.kirinbeer.com.cn/,China / People's Republic of China,Jinding,Zhuhai,31.2354,121.478,,,"Fri, 07 Jan 2011 02:15:28 +0000",0,1,22208.0,"Sat, 07 Jul 2012 16:19:00 +0000",20819.0,542,2.81734,22,795,656,0,,0.0,[],3.11751,False
0,4.5,"High quality beer with golden yellow colour, with pleasant bitterness and pure taste produced of 11% beer malt with a content of 4, 5 % vol. alcohol. 

Produced from the basic raw materials: Water, malt, hops, and beer yeast. ",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Zlaten Dab,prilepska-pivarnica-zlaten-dab,Lager - Euro,20820,5895,https://untappd.akamaized.net/site/brewery_logos/brewery-5895_d0fe6.jpeg,Prilepska Pivarnica,prilepska-pivarnica,Micro Brewery,https://www.facebook.com/zlatendab,Zlaten_Dab,http://www.zlatendab.com.mk/,Republic of Macedonia,,,0.0,0.0,,,"Tue, 04 Jan 2011 00:09:59 +0000",0,1,,,,1127,2.95342,46,1677,1286,0,,0.0,[],3.10197,False
0,5.0,Skopsko Mlado pivo is unfiltered beer and still has visible traces of yeast. The taste of Mlado Pivo is slightly specific appreciated by beer lover! Mlado Pivo is a fresh beer and stays perfect for only a few days. Therefore we set up a unique way of distribution to guarantee the freshness at all times. It is only available as Draught Beer and you will find it in limited number of locations throughout Skopje.,0,https://untappd.akamaized.net/site/beer_logos/beer-_423342_sm_c8c68b82bfa59a9c79c8ff0509c213.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_423342_hd_07be084d6ea87bda7a40a5c37bcd12.jpeg,Skopsko Mlado/ ??????? ?????,pivara-skopje-skopsko-mlado-skopsko-mlado,Lager - Euro,423342,5896,https://untappd.akamaized.net/site/brewery_logos/brewery-5896_8e34b.jpeg,Pivara Skopje,pivara-skopje,Macro Brewery,https://www.facebook.com/pivaraskopje,Pivara_Skopje,http://www.pivaraskopje.com.mk,Republic of Macedonia,1000 Skopje,,41.9973,21.428,,,"Sun, 04 Aug 2013 14:59:37 +0000",0,1,423342.0,"Tue, 17 Sep 2013 19:28:25 +0000",20821.0,264,3.03125,2,395,326,0,,0.0,[],3.36383,False
0,4.9,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Anker Stout,pt-delta-djakarta-san-miguel-anker-stout,Stout - Other,7185,5543,https://untappd.akamaized.net/site/brewery_logos/brewery-5543_97161.jpeg,PT Delta Djakarta Tbk,pt-delta-djakarta-tbk,Micro Brewery,,,http://www.deltajkt.co.id/web/index.php,Indonesia,,,0.0,0.0,,,"Wed, 03 Nov 2010 10:41:36 +0000",0,1,7185.0,"Wed, 20 Jun 2012 19:18:19 +0000",20822.0,416,2.90144,10,511,485,0,,0.0,[],3.21848,False
0,5.4,,0,https://untappd.akamaized.net/site/beer_logos/beer-271154_9d9ff_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-271154_6289c_hd.jpeg,Three Horses Beer Pilsner,brasseries-star-three-horses-beer-pilsner,Pilsner - Other,271154,46924,https://untappd.akamaized.net/site/brewery_logos/brewery-46924_d1c7f.jpeg,Brasseries Star,brasseries-star,Macro Brewery,https://www.facebook.com/brasseriesStarMadagascar,,http://www.brasseries-star.com,Madagascar,,,0.0,0.0,,,"Fri, 30 Nov 2012 11:05:37 +0000",0,1,271154.0,"Sat, 03 Oct 2015 20:57:04 +0000",20823.0,436,2.88073,10,699,527,0,,0.0,[],3.19774,False
0,4.8,,0,https://untappd.akamaized.net/site/beer_logos/beer-_20824_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20824_hd_a6ee5024fea9ea3031a2c97055c94b.jpeg,Skol (Asia),carlsberg-malaysia-skol-asian,Lager - Pale,20824,26919,https://untappd.akamaized.net/site/brewery_logos/brewery-26919_d8bf3.jpeg,Carlsberg Malaysia,carlsberg-malaysia,Macro Brewery,,CarlsbergMY,http://www.carlsbergmalaysia.com.my/web/default/df_index.aspx,Malaysia,Shah Alam,Selangor,3.06314,101.522,,,"Tue, 04 Jan 2011 00:14:39 +0000",0,1,,,,1104,2.36232,45,1552,1333,0,,0.0,[],2.64125,False
0,4.5,"Anchor Smooth pilsener beer has been enjoyed for its crisp, smooth and refreshing taste since 1933. Today Anchor is still brewed in the pilsen tradition but with special aromatic European hops to give you an even richer, smoother taste.",0,https://untappd.akamaized.net/site/beer_logos/beer-20825_98f74_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20825_2e0db_hd.jpeg,Anchor Smooth,heineken-asia-pacific-anchor-smooth,Pilsner - Other,20825,3097,https://untappd.akamaized.net/site/brewery_logos/brewery-3097_72b79.jpeg,Heineken Asia Pacific,heineken-asia-pacific,Macro Brewery,,tigerbeerus,http://www.tigerbeer.com,Singapore,,,1.33617,103.647,,,"Tue, 04 Jan 2011 00:15:40 +0000",0,1,,,,3348,2.55765,110,5018,3891,0,,0.0,[],2.64893,False
0,3.3,,12,https://untappd.akamaized.net/site/beer_logos/beer-5867_f1dc5_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-5867_135e7_hd.jpeg,Heineken Light,heineken-heineken-light,Lager - Euro,5867,1400,https://untappd.akamaized.net/site/brewery_logos/brewery-HeinekenBV_1400.jpeg,Heineken,heineken,Macro Brewery,https://www.facebook.com/heineken,heineken,http://www.heineken.com,Netherlands,Zoeterwoude,Zuid Holland,52.1375,4.53398,,,"Sat, 18 Sep 2010 06:20:16 +0000",0,1,5867.0,"Thu, 01 Jan 1970 00:00:00 +0000",20826.0,34953,2.636,528,61973,42407,0,,0.0,[],2.64478,False
