auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintage_parent.beer.beer_abv,vintage_parent.beer.beer_name,vintage_parent.beer.beer_slug,vintage_parent.beer.bid,vintage_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,6.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Strouse's Raspberry Cream Stout,bullfrog-brewery-strouse-s-raspberry-cream-stout,Stout - Other,20907,319,https://untappd.akamaized.net/site/brewery_logos/brewery-BullfrogBrewery_319.jpeg,Bullfrog Brewery,bullfrog-brewery,Micro Brewery,http://www.facebook.com/thebullfrogbrewery,BullfrogBrewery,http://www.bullfrogbrewery.com/,United States,Williamsport,PA,41.2404,-77.0057,,,"Tue, 04 Jan 2011 04:31:13 +0000",0,1,,,,1,0.0,0,2,2,0,,,,,,,,,,,0.0,[],3.57953,False
0,9.5,"A generous infusion of espresso adds yet another layer of complexity to this beer, combining with the vanilla oak character, intense roasty maltiness and bold hop profile to create a whole new breed of mythical creature.",75,https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg,,Espresso Oak Aged Yeti,great-divide-brewing-company-espresso-oak-aged-yeti,Stout - American Imperial / Double,5190,604,https://untappd.akamaized.net/site/brewery_logos/brewery-604_621e5.jpeg,Great Divide Brewing Company,great-divide-brewing-company,Micro Brewery,http://www.facebook.com/greatdividebrew,greatdividebrew,http://greatdivide.com/,United States,Denver,CO,39.7538,-104.988,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5190.0,"Thu, 01 Jan 1970 00:00:00 +0000",20908.0,43341,4.14304,783,57932,48328,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 113135, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2010', 'beer_name': 'Espresso Oak Aged Yeti (2010)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 128155, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2011', 'beer_name': 'Espresso Oak Aged Yeti (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 180387, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2012', 'beer_name': 'Espresso Oak Aged Yeti (2012)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 212755, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2009', 'beer_name': 'Espresso Oak Aged Yeti (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 261617, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-gdEspressoOakAgedYeti.jpg', 'beer_slug': 'great-divide-brewing-company-espresso-oak-aged-yeti-2005', 'beer_name': 'Espresso Oak Aged Yeti (2005)', 'is_vintage': 1, 'is_variant': 0}}]",4.1396,False
0,4.4,Copper coloured beer with a hint of tangerine from the late addition of Crystal hops. Named after the Atomic Boy's famous duck 'Puskas' at Blackpool FC in the 1950s.,0,https://untappd.akamaized.net/site/beer_logos/beer-_20909_sm_73114752b7cfb8a63a832d1c1bfb35.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_20909_hd_043a9409c5987e754b91b001dc17e4.jpeg,Tangerine Duck,fuzzy-duck-tangerine-duck,English Bitter,20909,2496,https://untappd.akamaized.net/site/brewery_logos/brewery-fuzzyduck_2496.jpeg,Fuzzy Duck Brewery,fuzzy-duck,Micro Brewery,http://facebook.com/fuzzyduckbrewery,fuzzyduckbeer,http://www.fuzzyduckbrewery.co.uk,England,Poulton-le-Fylde,Lancashire,53.8434,-2.97372,,,"Tue, 04 Jan 2011 04:33:22 +0000",0,1,,,,57,3.35526,0,70,65,0,,,,,,,,,,,0.0,[],3.60404,False
0,10.5,"A huge, sweet Barley Wine with complex caramel malt notes, balanced by generous hopping and a high alcohol content. This fruity and malty beer is best enjoyed while keeping warm in the brutal winter months. January release",80,https://untappd.akamaized.net/site/beer_logos/beer-_5409_ee3d014d8e4b758410275b395281.jpeg,,Behemoth,three-floyds-brewing-company-behemoth,Barleywine - American,5409,2470,https://untappd.akamaized.net/site/brewery_logos/brewery-2470_90eff.jpeg,3 Floyds Brewing Company,3-floyds-brewing-company,Micro Brewery,https://www.facebook.com/3floyds,3floyds,http://www.3floyds.com/,United States,Munster,IN,41.5355,-87.5167,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,5409.0,"Thu, 01 Jan 1970 00:00:00 +0000",20914.0,10919,4.0778,213,14347,12389,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 34260, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_34260_ff2e5eadc0a7ccfb33e9d50aadf2.jpeg', 'beer_slug': 'three-floyds-brewing-company-behemoth-2009', 'beer_name': 'Behemoth (2009)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 47643, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-Behemoth2011_47643.jpeg', 'beer_slug': 'three-floyds-brewing-company-behemoth-2011', 'beer_name': 'Behemoth (2011)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 61974, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_61974_ec600666e5378c04a4b17282b7ba.jpeg', 'beer_slug': 'three-floyds-brewing-company-behemoth-2007', 'beer_name': 'Behemoth (2007)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 61983, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_61983_0089a0cc48f87a64e166a39b4e17.jpeg', 'beer_slug': 'three-floyds-brewing-company-behemoth-2008', 'beer_name': 'Behemoth (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 62016, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-_62016_40913c3a97d0c2308a64ef86a9f2.jpeg', 'beer_slug': '3-floyds-brewing-company-behemoth-2010', 'beer_name': 'Behemoth (2010)', 'is_vintage': 1, 'is_variant': 0}}]",4.0662,False
0,5.3,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Junior Black Belt Mild Ale,left-hand-brewing-company-junior-black-belt-mild-ale,English Mild Ale,20915,779,https://untappd.akamaized.net/site/brewery_logos/brewery-779_9fb2f.jpeg,Left Hand Brewing Company,left-hand-brewing-company,Micro Brewery,http://www.facebook.com/LeftHandBrewing,LeftHandBrewing,http://www.lefthandbrewing.com,United States,Longmont,CO,40.1586,-105.116,,,"Tue, 04 Jan 2011 04:42:50 +0000",0,1,,,,5,0.0,0,23,22,0,,,,,,,,,,,0.0,[],3.58946,False
0,3.8,Full flavoured Smooth Bitter with a distinctive creamy golden appearance on dispense. Clean refreshing Bitter Beer specially brewed with additional hops to provide a bitter sweet initial palate perfectly balanced by a pleasant after bitterness with character.,0,https://untappd.akamaized.net/site/beer_logos/beer-20916_3c482_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20916_b5da2_hd.jpeg,Smooth,robinsons-brewing-company-smooth,English Bitter,20916,2908,https://untappd.akamaized.net/site/brewery_logos/brewery-2908_e0b24.jpeg,Robinsons Brewery,robinsons-brewery,Micro Brewery,http://www.facebook.com/robinsonsbrewery,robbiesbrewery,http://www.robinsonsbrewery.com,England,Stockport,"Greater Manchester, SK1 1JJ",53.4101,-2.15588,,,"Tue, 04 Jan 2011 04:42:50 +0000",0,1,,,,138,3.04529,3,183,155,0,,,,,,,,,,,0.0,[],3.46225,False
0,11.0,"Pours dark and thick, with a creamy mocha-colored head and aromas of roasted malts, dark chocolate and french roast coffee. The mouthfeel is full, smooth and round on the tongue. The taste is rich with deep roasted malts, cocoa, coffee and a touch of vanilla balanced perfectly against the alcohol to create an excellent winter warmer. ",55,https://untappd.akamaized.net/site/beer_logos/beer-11489_719fc_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-11489_eb4f2_hd.jpeg,Serpent's Stout,the-lost-abbey-serpent-s-stout,Stout - American Imperial / Double,11489,2712,https://untappd.akamaized.net/site/brewery_logos/brewery-2712_0b00a.jpeg,The Lost Abbey,the-lost-abbey,Micro Brewery,http://www.facebook.com/port.lostabbey,lostabbey,http://www.lostabbey.com/,United States,San Marcos,CA,33.1413,-117.15,,,"Sat, 27 Nov 2010 11:44:16 +0000",0,1,11489.0,"Thu, 01 Jan 1970 00:00:00 +0000",20917.0,26992,4.08066,757,35461,30012,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 86114, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2009', 'beer_name': ""Serpent's Stout (2009)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 108706, 'beer_label': 'https://untappd.akamaized.net/site/beer_logos/beer-SerpentsStout_11489.jpeg', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2010', 'beer_name': ""Serpent's Stout (2010)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 131817, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2008', 'beer_name': ""Serpent's Stout (2008)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 266056, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2011', 'beer_name': ""Serpent's Stout (2011)"", 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 288596, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'the-lost-abbey-serpent-s-stout-2007', 'beer_name': ""Serpent's Stout (2007)"", 'is_vintage': 1, 'is_variant': 0}}]",4.07586,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Woolly Jumper,black-sheep-woolly-jumper,Porter - Other,20918,134,https://untappd.akamaized.net/site/brewery_logos/brewery-blacksheep_134.jpeg,Black Sheep,black-sheep,Micro Brewery,http://www.facebook.com/BlackSheepBrewery,BlackSheepBeer,http://www.blacksheepbrewery.com,England,Masham,North Yorkshire,54.2233,-1.65575,,,"Tue, 04 Jan 2011 04:44:25 +0000",0,0,,,,0,0.0,0,2,1,0,,,,,,,,,,,0.0,[],3.59537,False
0,11.0,"A luxurious, warming barleywine rich with aromatic hops and dark, candied fruit character that hides its epic strength masterfully.",0,https://untappd.akamaized.net/site/beer_logos/beer-3828_61e1a_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-3828_4f121_hd.jpeg,Old Horizontal,victory-brewing-company-old-horizontal,Barleywine - American,3828,1326,https://untappd.akamaized.net/site/brewery_logos/brewery-1326_6ca88.jpeg,Victory Brewing Company,victory-brewing-company,Micro Brewery,https://www.facebook.com/victorybeer,VictoryBeer,http://victorybeer.com/,United States,Downingtown,PA,40.0061,-75.6942,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,3828.0,"Thu, 01 Jan 1970 00:00:00 +0000",20919.0,10992,3.78032,112,14205,12518,0,,,,,,,,,,,5.0,"[{'beer': {'bid': 218815, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-old-horizontal-2008', 'beer_name': 'Old Horizontal (2008)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 234238, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-old-horizontal-2000', 'beer_name': 'Old Horizontal (2000)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 239381, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-old-horizontal-2001', 'beer_name': 'Old Horizontal (2001)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 247969, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-old-horizontal-2006', 'beer_name': 'Old Horizontal (2006)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 258128, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'victory-brewing-company-old-horizontal-2010', 'beer_name': 'Old Horizontal (2010)', 'is_vintage': 1, 'is_variant': 0}}]",3.77682,False
0,11.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-DoggieClaws2003_20920.jpeg,,Doggie Claws (2003),hair-of-the-dog-brewing-company-doggie-claws-2003,Barleywine - American,20920,622,https://untappd.akamaized.net/site/brewery_logos/brewery-HairoftheDogBrewingCompany_622.jpeg,Hair of the Dog Brewing Company,hair-of-the-dog-brewing-company,Micro Brewery,https://www.facebook.com/pages/Hair-Of-The-Dog-Brewery-And-Tasting-Room/159099887437502,hairofthedog,http://www.hairofthedog.com/,United States,Portland,OR,45.5159,-122.666,,,"Tue, 04 Jan 2011 04:47:31 +0000",0,0,,,,61,4.22951,0,95,92,0,,,,,,11.5,Doggie Claws,hair-of-the-dog-brewing-company-doggie-claws,115100.0,7.0,,,3.74195,False
0,13.5,,0,https://untappd.akamaized.net/site/beer_logos/beer-7946_95787_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-7946_21aea_hd.jpeg,The Perfect Storm (2009),pelican-brewing-company-the-perfect-storm-2009,Barleywine - American,7946,2130,https://untappd.akamaized.net/site/brewery_logos/brewery-2130_c2d45.jpeg,Pelican Brewing Company,pelican-brewing-company,Micro Brewery,http://www.facebook.com/pelicanbrewery,PelicanBrewCo,http://www.pelicanbrewing.com,United States,Pacific City,OR,45.2152,-123.97,,,"Sun, 07 Nov 2010 19:25:56 +0000",0,0,7946.0,"Tue, 24 Jan 2012 21:47:41 +0000",20921.0,293,4.15785,0,403,375,0,,,,,,14.0,The Perfect Storm (2008),pelican-brewing-company-the-perfect-storm-2008,1290163.0,202.0,,,3.89906,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Wessex Red,cottage-brewing-co-wessex-red,Red Ale - American Amber / Red,20922,4077,https://untappd.akamaized.net/site/brewery_logos/brewery-CottageBrewingCo_4077.jpeg,Cottage Brewing Co.,cottage-brewing-co,Micro Brewery,https://www.facebook.com/CottageBrewing/,Cottage_Brewing,http://www.cottagebrewing.co.uk/,England,Lovington,Somerset BA7 7PS,51.0871,-2.58169,,,"Tue, 04 Jan 2011 04:48:56 +0000",0,0,,,,8,0.0,0,14,12,0,,,,,,,,,,,0.0,[],3.50016,False
0,10.0,"This is the famous Brooklyn Black Chocolate Stout, our award-winning rendition of the Imperial Stout style, once made exclusively for Catherine the Great. We use three mashes to brew each batch of this beer, achieving a luscious deep dark chocolate flavor through a blend of specially roasted malts. We brew it every year for the winter season. It is delicious when newly bottled, but also ages beautifully for years.",51,https://untappd.akamaized.net/site/beer_logos/beer-20923_091b9_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-20923_e7d48_hd.jpeg,Black Chocolate Stout (2009),brooklyn-brewery-black-chocolate-stout-2009,Stout - American Imperial / Double,20923,259,https://untappd.akamaized.net/site/brewery_logos/brewery-BrooklynBrewery_259.jpeg,Brooklyn Brewery,brooklyn-brewery,Micro Brewery,https://www.facebook.com/thebrooklynbrewery,brooklynbrewery,http://brooklynbrewery.com,United States,Brooklyn,NY,40.7215,-73.9575,,,"Tue, 04 Jan 2011 04:51:26 +0000",0,0,,,,897,3.99972,5,1268,1124,0,,,,,,10.0,Black Chocolate Stout,brooklyn-brewery-black-chocolate-stout,37235.0,41.0,,,3.91098,False
