auth_rating,beer_abv,beer_description,beer_ibu,beer_label,beer_label_hd,beer_name,beer_slug,beer_style,bid,brewery.brewery_id,brewery.brewery_label,brewery.brewery_name,brewery.brewery_slug,brewery.brewery_type,brewery.contact.facebook,brewery.contact.twitter,brewery.contact.url,brewery.country_name,brewery.location.brewery_city,brewery.location.brewery_state,brewery.location.lat,brewery.location.lng,collaborations_with.count,collaborations_with.items,created_at,is_homebrew,is_in_production,merge_details.master_bid,merge_details.merge_date,merge_details.requested_bid,rating_count,rating_score,rating_score_below,stats.monthly_count,stats.total_count,stats.total_user_count,stats.user_count,variant_parent.beer.beer_abv,variant_parent.beer.beer_name,variant_parent.beer.beer_slug,variant_parent.beer.bid,variant_parent.beer.type_id,vintages.count,vintages.items,weighted_rating_score,wish_list
0,5.0,"An easy drinking beer with light hoppy notes and a hint of natural lemon juice, giving it a refreshing zesty citrus finish.",0,https://untappd.akamaized.net/site/beer_logos/beer-22191_91e62_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-22191_44382_hd.jpeg,Monteith's Radler Bier,monteith-s-brewing-co-monteith-s-radler-bier,Shandy / Radler,22191,881,https://untappd.akamaized.net/site/brewery_logos/brewery-881_bf04f.jpeg,Monteith's Brewing Co. ,monteith-s-brewing-co,Micro Brewery,https://www.facebook.com/Monteiths,monteithsnz,http://www.monteiths.co.nz,New Zealand,Greymouth,"West Coast, South Island",-42.4517,171.207,,,"Fri, 07 Jan 2011 01:48:39 +0000",0,1,,,,1847,3.03127,,29,2644,2118,0,,,,,,0.0,[],3.11909,False
0,5.0,"An eastern European-style lager with immense flavour and enormous hop character, this premium beer leaves you with a clean, crisp taste. Perfect for the moment you finish the lawns.
",0,https://untappd.akamaized.net/site/beer_logos/beer-22192_67ead_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-22192_1d6dc_hd.jpeg,Monteith's Pilsner Beer,monteith-s-brewing-co-monteith-s-pilsner-beer,Pilsner - Other,22192,881,https://untappd.akamaized.net/site/brewery_logos/brewery-881_bf04f.jpeg,Monteith's Brewing Co. ,monteith-s-brewing-co,Micro Brewery,https://www.facebook.com/Monteiths,monteithsnz,http://www.monteiths.co.nz,New Zealand,Greymouth,"West Coast, South Island",-42.4517,171.207,,,"Fri, 07 Jan 2011 01:52:50 +0000",0,1,,,,1608,3.02861,,10,2539,1868,0,,,,,,0.0,[],3.12783,False
0,4.9,,0,https://untappd.akamaized.net/site/beer_logos/beer-22193_39654_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-22193_863fc_hd.jpeg,Vailima,samoa-breweries-ltd-vailima,Pilsner - German,22193,68700,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Samoa Breweries Ltd ,samoa-breweries-ltd,Macro Brewery,,,,Samoa,,,0.0,0.0,,,"Fri, 07 Jan 2011 01:57:41 +0000",0,1,,,,295,2.9017,,8,393,365,0,,,,,,0.0,[],3.28255,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Vailima Strong,samoa-breweries-ltd-vailima-strong,Lager - Pale,22194,68700,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Samoa Breweries Ltd ,samoa-breweries-ltd,Macro Brewery,,,,Samoa,,,0.0,0.0,,,"Fri, 07 Jan 2011 01:59:21 +0000",0,1,,,,9,0.0,,0,16,16,0,,,,,,0.0,[],3.53043,False
0,4.6,,0,https://untappd.akamaized.net/site/beer_logos/beer-964155_f7030_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-964155_d7078_hd.jpeg,Fiji Bitter,paradise-beverages-fiji-bitter,Lager - Pale,964155,71489,https://untappd.akamaized.net/site/brewery_logos/brewery-71489_0c947.jpeg,Paradise Beverages,paradise-beverages,Micro Brewery,https://www.facebook.com/paradisebeveragesltd/,,,Fiji,,,0.0,0.0,,,"Sun, 01 Feb 2015 11:32:21 +0000",0,1,964155.0,"Wed, 15 Feb 2017 16:42:59 +0000",22195.0,1627,2.83574,,37,2310,1896,0,,,,,,0.0,[],2.96444,False
0,4.6,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Fiji Gold,paradise-beverages-fiji-gold,Lager - Pale,20783,71489,https://untappd.akamaized.net/site/brewery_logos/brewery-71489_0c947.jpeg,Paradise Beverages,paradise-beverages,Micro Brewery,https://www.facebook.com/paradisebeveragesltd/,,,Fiji,,,0.0,0.0,,,"Mon, 03 Jan 2011 22:07:02 +0000",0,1,20783.0,"Thu, 01 Jan 1970 00:00:00 +0000",22196.0,1118,2.73815,,29,1611,1345,0,,,,,,0.0,[],2.9338,False
0,5.2,What do you think about coffee and dark chocolate flavors?  Sounds good?  Then have this one.,30,https://untappd.akamaized.net/site/beer_logos/beer-_22197_ea54fdc701433e1b91dc1cde1d16.jpeg,,Ironclad Stout,cannon-brewpub-ironclad-stout,Stout - Foreign / Export,22197,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:03:34 +0000",0,1,,,,495,3.42525,,2,608,555,0,,,,,,0.0,[],3.51128,False
0,4.6,low calorie beer,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Fiji Premium,fosters-group-pacific-cub-fiji-premium,Lager - Pale,22198,71489,https://untappd.akamaized.net/site/brewery_logos/brewery-71489_0c947.jpeg,Paradise Beverages,paradise-beverages,Micro Brewery,https://www.facebook.com/paradisebeveragesltd/,,,Fiji,,,0.0,0.0,,,"Fri, 07 Jan 2011 02:03:34 +0000",0,1,,,,435,2.65402,,10,547,519,0,,,,,,0.0,[],3.06492,False
0,6.2,"Classic American IPA, with a backbone made of barley and a heart made of hops.  ",60,https://untappd.akamaized.net/site/beer_logos/beer-_22199_85233bd2cc272267bbb18d445280.jpeg,,Special Ops IPA,cannon-brewpub-special-ops-ipa,IPA - American,22199,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:05:39 +0000",0,1,,,,1018,3.48256,,22,1503,1157,0,,,,,,0.0,[],3.52138,False
0,5.2,Rich and malty with tons of caramel flavors.  Classic amber ale named for the cannon that guards our front door.,17,https://untappd.akamaized.net/site/beer_logos/beer-_22200_f47fa4beebea41b44ca8be9d28d0.jpeg,,Red Jacket Ale,cannon-brewpub-red-jacket-ale,Red Ale - American Amber / Red,22200,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:06:40 +0000",0,1,,,,808,3.43131,,13,1054,910,0,,,,,,0.0,[],3.4915,False
0,4.5,Crisp and wheat with just a hint of citrus.  ,10,https://untappd.akamaized.net/site/beer_logos/beer-_22201_94db0b33aeff763e11ad23866d31.jpeg,,City Mills Wheat,cannon-brewpub-city-mills-wheat,Pale Wheat Ale - American,22201,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:07:45 +0000",0,1,,,,469,3.10448,,6,576,528,0,,,,,,0.0,[],3.31982,False
0,4.8,"Clean, crisp, balanced session ale named for Golden's Foundry, the oldest in Columbus.",11,https://untappd.akamaized.net/site/beer_logos/beer-_22202_bfbfbfd9b2ef6e920b8073128ab3.jpeg,,Goldens'  Foundry Ale,cannon-brewpub-goldens-foundry-ale,Golden Ale,22202,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:09:17 +0000",0,1,,,,420,3.04762,,6,510,480,0,,,,,,0.0,[],3.30144,False
0,5.0,"Brewed from the finest wheat germ, the full flavour of Macau Beer reflects the true spirit of Macanese culture. Enjoy the only beer brewed in Macau.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Macau Beer,kirin-brewery-zhuhai-co-macau-beer,Blonde Ale,22208,2467,https://untappd.akamaized.net/site/brewery_logos/brewery-ZhuhaiKirinPresidentBrewery_2467_1616b.jpeg,Kirin Brewery (Zhuhai) Co.,kirin-brewery-zhuhai-co,Micro Brewery,,,http://www.kirinbeer.com.cn/,China / People's Republic of China,Jinding,Zhuhai,31.2354,121.478,,,"Fri, 07 Jan 2011 02:15:28 +0000",0,1,22208.0,"Sat, 07 Jul 2012 16:19:00 +0000",22204.0,543,2.81768,,24,797,658,0,,,,,,0.0,[],3.11738,False
0,9.0,"Seasonal brew.  This one's in high demand, so get it when you can.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Sledgehammer Double IPA,cannon-brewpub-sledgehammer-double-ipa,IPA - Imperial / Double,22207,6290,https://untappd.akamaized.net/site/brewery_logos/brewery-CannonBrewPub_6290.jpeg,Cannon Brewpub,cannon-brewpub,Brew Pub,https://www.facebook.com/Cannon.BrewPub,cannonbrewpub,http://thecannonbrewpub.com/,United States,Columbus,GA,32.4664,-84.9935,,,"Fri, 07 Jan 2011 02:14:00 +0000",0,1,,,,388,3.61598,,8,530,442,0,,,,,,0.0,[],3.63137,False
0,5.0,"Brewed from the finest wheat germ, the full flavour of Macau Beer reflects the true spirit of Macanese culture. Enjoy the only beer brewed in Macau.",0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Macau Beer,kirin-brewery-zhuhai-co-macau-beer,Blonde Ale,22208,2467,https://untappd.akamaized.net/site/brewery_logos/brewery-ZhuhaiKirinPresidentBrewery_2467_1616b.jpeg,Kirin Brewery (Zhuhai) Co.,kirin-brewery-zhuhai-co,Micro Brewery,,,http://www.kirinbeer.com.cn/,China / People's Republic of China,Jinding,Zhuhai,31.2354,121.478,,,"Fri, 07 Jan 2011 02:15:28 +0000",0,1,,,,543,2.81768,,24,797,658,0,,,,,,0.0,[],3.11738,False
0,8.0,"Bursting with aromas of passion fruit, mango, and peach, our Imperial Saison is brewed using New Zealand Rakau hops. Combined with notes of pepper and ginger produced by our house yeast strain, Tropic King has a unique flavor that has gained a loyal following.",30,https://untappd.akamaized.net/site/beer_logos/beer-_92984_sm_494f413eec06caeb0d052da3664a45.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-_92984_hd_0feb8fa6d38220526209639a990ced.jpeg,Tropic King,funkwerks-tropic-king,Saison / Farmhouse Ale,92984,8946,https://untappd.akamaized.net/site/brewery_logos/brewery-8946_0d918.jpeg,Funkwerks,funkwerks,Micro Brewery,http://www.facebook.com/Funkwerks,,http://www.funkwerks.com,United States,Ft Collins,CO,40.5834,-105.042,,,"Fri, 28 Oct 2011 16:12:43 +0000",0,1,92984.0,"Mon, 11 Mar 2013 15:53:05 +0000",22209.0,21593,3.81765,,449,31043,24462,0,,,,,,4.0,"[{'beer': {'bid': 729907, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'funkwerks-tropic-king-infused-with-green-tea', 'beer_name': 'Tropic King Infused With Green Tea', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 739720, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'funkwerks-tropic-king-w-hibiscus-and-cocoa-nibs', 'beer_name': 'Tropic King W/ Hibiscus And Cocoa Nibs', 'is_vintage': 0, 'is_variant': 1}}, {'beer': {'bid': 1764838, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'funkwerks-tropic-king-2016', 'beer_name': 'Tropic King (2016)', 'is_vintage': 1, 'is_variant': 0}}, {'beer': {'bid': 1921075, 'beer_label': 'https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png', 'beer_slug': 'funkwerks-tropic-king-2013', 'beer_name': 'Tropic King (2013)', 'is_vintage': 1, 'is_variant': 0}}]",3.81533,False
0,5.5,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Hatuey Lager Beer,,Lager - North American Adjunct,2766,1257,https://untappd.akamaized.net/site/brewery_logos/brewery-1257_de727.jpeg,Thomas Creek Brewery,thomas-creek-brewery,Micro Brewery,https://www.facebook.com/pages/Thomas-Creek-Brewery/159971907379759?sk=wall&filter=2&notif_t=wall,ThomasCreekBeer,http://www.thomascreekbeer.com,United States,Greenville,SC,34.7965,-82.4245,,,"Sat, 21 Aug 2010 09:26:35 +0000",0,1,2766.0,"Thu, 01 Jan 1970 00:00:00 +0000",22210.0,0,0.0,True,0,0,0,0,,,,,,0.0,[],0.0,False
0,0.0,Irish stout with Jameson,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Whiskey the Stout,homebrew-whiskey-the-stout,Stout - Other,22211,1775,https://untappd.akamaized.net/site/assets/images/temp/badge-brewery-default.png,Homebrew,homebrew,Home Brewery,,,,Other,,,0.0,0.0,,,"Fri, 07 Jan 2011 03:05:29 +0000",1,1,,,,0,0.0,,0,1,1,0,,,,,,0.0,[],3.786,False
0,5.1,,38,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Amarillo Pale Ale,rock-bottom-restaurant-and-brewery-amarillo-pale-ale,Pale Ale - American,22212,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Fri, 07 Jan 2011 03:10:05 +0000",0,0,,,,17,3.44118,,0,19,19,0,,,,,,0.0,[],3.58458,False
0,4.0,"An English style cream ale fashioned after the classic ""Milk of Manchester"" - Boddingtons.  This light colored ale is crafted with Maris Otter pale malt and a generous addition of honey malt.  Traditional English Fuggle and East Kent Golding hops balance this beer, giving it a smooth and easy to drink character.  ",0,https://untappd.akamaized.net/site/beer_logos/beer-NitroCreamAle_20600.jpeg,,Nitro Cream Ale,squatters-craft-beers-nitro-cream-ale,Cream Ale,20600,1097,https://untappd.akamaized.net/site/brewery_logos/brewery-1097_7f7e7.jpeg,Squatters Craft Beers,squatters-craft-beers,Micro Brewery,https://www.facebook.com/squattersbeers,squattersbeers,http://www.squatters.com,United States,Salt Lake City,UT,40.7626,-111.895,,,"Mon, 03 Jan 2011 07:13:18 +0000",0,0,20600.0,"Thu, 01 Jan 1970 00:00:00 +0000",22213.0,152,3.54112,,0,225,204,0,,,,,,0.0,[],3.61386,False
0,7.5,,75,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Alehouse 75,dogfish-head-craft-brewery-alehouse-75,IPA - American,22215,459,https://untappd.akamaized.net/site/brewery_logos/brewery-459_b3e4d.jpeg,Dogfish Head Craft Brewery,dogfish-head-craft-brewery,Micro Brewery,http://www.facebook.com/dogfishheadbeer,dogfishbeer,http://www.dogfish.com/,United States,Milton,DE,38.7776,-75.3099,,,"Fri, 07 Jan 2011 03:33:40 +0000",0,1,,,,3044,4.02053,,54,4766,3462,0,7.5,75 Minute IPA,dogfish-head-craft-brewery-75-minute-ipa,5391.0,128.0,,,3.98687,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Gummy Gummerson,rock-bottom-restaurant-brewery-gummy-gummerson,Pale Wheat Ale - American,22216,1792,https://untappd.akamaized.net/site/brewery_logos/brewery-RockBottomRestaurantBrewery_1792.jpeg,Rock Bottom Restaurant & Brewery,rock-bottom-restaurant-brewery,Brew Pub,https://www.facebook.com/RockBottomRestaurant,rockbottom,http://www.rockbottom.com,United States,Chattanooga,TN,35.0369,-85.3093,,,"Fri, 07 Jan 2011 03:43:42 +0000",0,1,,,,109,3.2867,,0,125,124,0,,,,,,0.0,[],3.50616,False
0,16.0,Double Double Crooked Tree IPA,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Super Juice,dark-horse-brewing-co-super-juice,IPA - Imperial / Double,22217,426,https://untappd.akamaized.net/site/brewery_logos/brewery-DarkHorseBrewingCo_426.jpeg,Dark Horse Brewing Co.,dark-horse-brewing-co,Micro Brewery,http://www.facebook.com/DarkHorseBrewing,DarkHorseBrewCo,http://www.darkhorsebrewery.com,United States,Marshall,MI,42.2667,-84.9641,,,"Fri, 07 Jan 2011 04:05:53 +0000",0,0,,,,8,0.0,,0,32,29,0,,,,,,0.0,[],3.55726,False
0,5.0,"AN OLD SCHOOL LAGER.UNFILTERED, UNPASTEURIZED & BURSTING WITH FLAVOR.",25,https://untappd.akamaized.net/site/beer_logos/beer-22218_78903_sm.jpeg,https://untappd.akamaized.net/site/beer_logos_hd/beer-22218_995dc_hd.jpeg,Unfiltered Lager,and-union-unfiltered-lager,Lager - Helles,22218,2237,https://untappd.akamaized.net/site/brewery_logos/brewery-2237_ee369.jpeg,AND UNION,and-union,Micro Brewery,https://www.facebook.com/andUnion,andunion,http://www.andunion.com,Germany,Munich,Bayern,48.1351,11.582,1.0,"[{'brewery': {'brewery_id': 16764, 'brewery_name': 'Arcobr?u Gr?fliches Brauhaus', 'brewery_type': 'Micro Brewery', 'brewery_label': 'https://untappd.akamaized.net/site/brewery_logos/brewery-ArcobrauGraflichesBrauhaus_16764.jpeg', 'country_name': 'Germany', 'location': {'brewery_city': 'moos', 'brewery_state': ''}}}]","Fri, 07 Jan 2011 04:23:33 +0000",0,1,,,,2812,3.52018,,153,3476,3063,0,,,,,,0.0,[],3.53298,False
0,5.6,,37,https://untappd.akamaized.net/site/beer_logos/beer-_22219_sm_c317caf8e57648be484057660ee54d.jpeg,,Terminally Ale,terminal-brewhouse-terminally-ale,Pale Ale - American,22219,3479,https://untappd.akamaized.net/site/brewery_logos/brewery-TerminalBrewHouse_3479.jpeg,Terminal Brewhouse,terminal-brewhouse,Micro Brewery,http://www.facebook.com/terminalbrewhouse,terminalbrew,http://terminalbrewhouse.com,United States,Chattanooga,TN,35.0366,-85.3071,,,"Fri, 07 Jan 2011 04:48:05 +0000",0,1,,,,1593,3.41368,,30,1918,1772,0,,,,,,0.0,[],3.45181,False
0,0.0,,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Thrilla Vanilla,terminal-brewhouse-thrilla-vanilla,Porter - American,22220,3479,https://untappd.akamaized.net/site/brewery_logos/brewery-TerminalBrewHouse_3479.jpeg,Terminal Brewhouse,terminal-brewhouse,Micro Brewery,http://www.facebook.com/terminalbrewhouse,terminalbrew,http://terminalbrewhouse.com,United States,Chattanooga,TN,35.0366,-85.3071,,,"Fri, 07 Jan 2011 04:49:02 +0000",0,1,,,,5,0.0,,0,6,6,0,,,,,,0.0,[],3.5529,False
0,0.0,clim8beer.com,0,https://untappd.akamaized.net/site/assets/images/temp/badge-beer-default.png,,Clim8,harboes-bryggeri-clim8,Lager - Pale,22221,3872,https://untappd.akamaized.net/site/brewery_logos/brewery-HarboesBryggeri_3872.jpeg,Harboes Bryggeri,harboes-bryggeri,Micro Brewery,,,http://www.harboes-bryggeri.dk,Denmark,Sk?lsk?r,,55.2486,11.291,,,"Fri, 07 Jan 2011 04:49:44 +0000",0,1,,,,1,0.0,,0,2,2,0,,,,,,0.0,[],3.58407,False
